child	parent	length
n8921		0
16141	n8921	0.05772
n8884	n8921	0.04556
n8279	n8884	0.0194
n7785	n8279	0.08586
9615	n7785	0.44052
n7499	n7785	0.0435
n693	n7499	0.13863
3693	n693	0.13581
n690	n693	0.07058
34521	n690	0.02706
n689	n690	0.00194
33651	n689	0.00316
35893	n689	0.00015
n6970	n7499	0.07566
n6653	n6970	0.01543
n2081	n6653	0.07168
10616	n2081	0.18439
10992	n2081	0.14665
n5989	n6653	0.04474
n5763	n5989	0.10609
n5535	n5763	0.14136
n3999	n5535	0.00999
n2607	n3999	0.28673
19914	n2607	0.05129
2474	n2607	0.03381
n3998	n3999	0.01128
n3745	n3998	0.05206
n3083	n3745	0.102
30168	n3083	0.13005
6324	n3083	0.04139
n3165	n3745	0.23702
21274	n3165	0.01663
25234	n3165	0.01581
n3994	n3998	0.33559
21058	n3994	0.00016
10169	n3994	0.01282
n5534	n5535	0.01236
n4709	n5534	0.03093
n4082	n4709	0.11247
20729	n4082	0.0088
1143	n4082	0.03852
n4707	n4709	0.03775
n4359	n4707	0.1734
12333	n4359	0.01469
6199	n4359	0.02749
n4685	n4707	0.02125
n4442	n4685	0.32062
n4435	n4442	0.02663
25348	n4435	0.03803
n4434	n4435	0.00373
24688	n4434	0.02925
30583	n4434	0.00817
n4440	n4442	0.05188
17724	n4440	0.04888
31086	n4440	0.00504
27522	n4685	0.14009
n5368	n5534	0.10059
n4995	n5368	0.02876
n4991	n4995	0.00289
n4960	n4991	0.00302
8075	n4960	0.01762
n4959	n4960	0.00959
15843	n4959	0.00043
n4956	n4959	0.00624
30842	n4956	0.00014
n4955	n4956	0.00015
28043	n4955	0.01194
38845	n4955	0.01882
n4990	n4991	0.00877
n4979	n4990	0.00032
26553	n4979	0.15094
24311	n4979	0.00588
3291	n4990	0.02717
24948	n4995	0.01529
n5367	n5368	0.01549
n5342	n5367	0.00908
n5273	n5342	0.00602
32646	n5273	0.03364
n5272	n5273	0.00732
n5177	n5272	0.01091
n5161	n5177	0.01956
n5157	n5161	0.00015
21070	n5157	0.01188
n5156	n5157	0.00015
n5153	n5156	0.00016
n5055	n5153	0.00545
n5054	n5055	0.00014
18873	n5054	0.04151
n5053	n5054	0.00012
16461	n5053	0.02371
n5052	n5053	0.00016
34487	n5052	0.01051
16780	n5052	0.01527
21282	n5055	0.00791
n5152	n5153	0.00015
n5058	n5152	0.00296
n5057	n5058	0.00013
n5056	n5057	0.00016
32935	n5056	0.00596
30288	n5056	0.00892
27025	n5057	0.00889
40502	n5058	0.00894
n5151	n5152	0.00015
26670	n5151	0.00455
n5150	n5151	0.00016
20154	n5150	0.0045
n5149	n5150	0.00014
n5146	n5149	0.00095
n5145	n5146	0.00075
n5144	n5145	0.00011
n5060	n5144	0.00295
23269	n5060	0.00889
n5059	n5060	0.00014
15608	n5059	0.00891
8063	n5059	0.01189
n5143	n5144	0.00358
21841	n5143	0.01188
n5142	n5143	0.00386
n5061	n5142	0.00686
27900	n5061	0.01426
5799	n5061	0.01255
n5141	n5142	0.0001
n5063	n5141	0.00283
34957	n5063	0.00898
n5062	n5063	0.00292
29454	n5062	0.00015
14852	n5062	0.0178
n5140	n5141	0.00092
n5137	n5140	0.00015
n5136	n5137	0.00014
n5135	n5136	0.00011
n5067	n5135	0.00295
n5066	n5067	0.00014
n5065	n5066	0.00295
n5064	n5065	0.00012
24481	n5064	0.00594
25370	n5064	0.01188
3365	n5065	0.00591
26728	n5066	0.0089
5599	n5067	0.00891
n5134	n5135	0.00015
n5071	n5134	0.00153
n5070	n5071	0.00156
n5068	n5070	0.00015
30749	n5068	0.0119
6182	n5068	0.0089
n5069	n5070	0.00016
15135	n5069	0.02742
17315	n5069	0.00884
20981	n5071	0.01478
n5133	n5134	0.00016
n5131	n5133	0.00014
n5130	n5131	0.00013
n5128	n5130	0.00015
n5126	n5128	0.00014
n5123	n5126	0.0001
n5121	n5123	0.00696
n5114	n5121	0.00022
n5106	n5114	0.00016
n5105	n5106	0.0001
n5075	n5105	0.00295
n5074	n5075	0.00014
n5072	n5074	0.00012
40253	n5072	0.00891
28738	n5072	0.00889
n5073	n5074	0.00014
26192	n5073	0.01189
31806	n5073	0.01188
31563	n5075	0.00888
n5104	n5105	0.00014
n5077	n5104	0.00295
n5076	n5077	0.00015
1536	n5076	0.00893
22191	n5076	0.00889
10853	n5077	0.00888
n5103	n5104	0.00015
n5102	n5103	0.00014
30015	n5102	0.01493
n5101	n5102	0.00015
n5097	n5101	0.00014
n5095	n5097	0.00015
n5093	n5095	0.00015
40805	n5093	0.01191
n5092	n5093	0.00022
n5090	n5092	0.00027
n5086	n5090	0.00048
n5080	n5086	0.00155
n5079	n5080	0.00158
14374	n5079	0.02107
n5078	n5079	0.00014
20133	n5078	0.00888
37338	n5078	0.01188
25173	n5080	0.01177
n5085	n5086	0.00016
n5082	n5085	0.00331
23661	n5082	0.00889
n5081	n5082	0.00015
9755	n5081	0.0089
30279	n5081	0.01003
n5084	n5085	0.01803
40010	n5084	0.00889
n5083	n5084	0.00016
15243	n5083	0.0089
34183	n5083	0.00014
n5089	n5090	0.00298
14927	n5089	0.0089
n5088	n5089	0.00016
n5087	n5088	0.00014
16078	n5087	0.0089
28829	n5087	0.00599
146	n5088	0.00889
n5091	n5092	0.00287
35266	n5091	0.00905
8514	n5091	0.01205
n5094	n5095	0.00295
3553	n5094	0.00891
13395	n5094	0.0089
n5096	n5097	0.00295
18753	n5096	0.00892
30182	n5096	0.00889
n5100	n5101	0.00295
n5098	n5100	0.00016
38701	n5098	0.00893
297	n5098	0.00891
n5099	n5100	0.00016
34636	n5099	0.00893
8285	n5099	0.0089
37710	n5103	0.0119
15811	n5106	0.01193
n5113	n5114	0.01057
n5112	n5113	0.00014
22619	n5112	0.00588
n5111	n5112	0.00014
31643	n5111	0.00302
n5110	n5111	0.00014
n5107	n5110	0.00015
4792	n5107	0.00938
2597	n5107	0.00875
n5109	n5110	0.0035
n5108	n5109	0.00712
3720	n5108	0.00893
39113	n5108	0.03666
33194	n5109	0.00597
16015	n5113	0.01196
n5120	n5121	0.01135
8604	n5120	0.00816
n5119	n5120	0.01036
29960	n5119	0.01713
n5118	n5119	0.02551
2716	n5118	0.0445
n5117	n5118	0.0232
20525	n5117	0.00688
n5116	n5117	0.0397
23143	n5116	0.0026
7101	n5116	0.01052
n5122	n5123	0.00292
18269	n5122	0.00895
29094	n5122	0.00899
n5125	n5126	0.00295
n5124	n5125	0.00016
11113	n5124	0.00892
32921	n5124	0.0089
1385	n5125	0.00889
n5127	n5128	0.00295
39041	n5127	0.00889
38287	n5127	0.00305
n5129	n5130	0.00293
3483	n5129	0.00893
40612	n5129	0.00895
5650	n5131	0.01188
n5132	n5133	0.00014
2033	n5132	0
23751	n5132	0
27765	n5136	0.00891
25909	n5137	0.01468
n5139	n5140	0.00626
29300	n5139	0.00594
n5138	n5139	0.00628
30196	n5138	0.01717
32978	n5138	0.00983
27737	n5145	0.01551
19275	n5146	0.01492
n5148	n5149	0.00291
17428	n5148	0.01174
n5147	n5148	0.00014
37422	n5147	0.0089
33626	n5147	0.00889
n5155	n5156	0.0001
n5154	n5155	0.00284
30682	n5154	0.00891
7894	n5154	0.01191
39140	n5155	0.01046
n5160	n5161	0.01208
n5158	n5160	0.00012
36397	n5158	0.00863
11170	n5158	0.02109
n5159	n5160	0.00398
14948	n5159	0.06469
9764	n5159	0.02587
23031	n5177	0.03873
n5267	n5272	0.02515
39046	n5267	0.01537
33229	n5267	0.05373
n5311	n5342	0.09776
18948	n5311	0.0032
4239	n5311	0.00016
n5359	n5367	0.0915
23029	n5359	0.01609
11157	n5359	0.02982
n5704	n5763	0.5356
n5701	n5704	0.01793
14704	n5701	0.00014
3085	n5701	0.04778
n5703	n5704	0.00541
n5702	n5703	0.00774
10664	n5702	0.12653
13327	n5702	0.00014
37554	n5703	0.08149
n5921	n5989	0.2985
10134	n5921	0.00014
27778	n5921	0.00014
n6962	n6970	0.20734
2035	n6962	0.00825
36975	n6962	0.00015
n8232	n8279	0.30341
n8231	n8232	0.00015
2074	n8231	0.00951
13893	n8231	0.01933
2805	n8232	0.00608
n8302	n8884	0.10386
33461	n8302	0.04845
n8301	n8302	0.00016
n8293	n8301	0.00074
n8288	n8293	0.00511
n8281	n8288	0.00518
11388	n8281	0.01712
31988	n8281	0.00298
n8287	n8288	0.00015
n8283	n8287	0.00587
11728	n8283	0.00298
n8282	n8283	0.01435
12691	n8282	0.01531
8908	n8282	0.01908
n8286	n8287	0.00014
34168	n8286	0.00911
n8285	n8286	0.00015
18596	n8285	0.00596
11892	n8285	0.00898
n8291	n8293	0.0003
32760	n8291	0.00014
n8289	n8291	0.01578
25356	n8289	0.00014
36756	n8289	0.02036
n8299	n8301	0.02726
30217	n8299	0.01488
n8298	n8299	0.00015
19692	n8298	0.00014
n8297	n8298	0.00015
n8296	n8297	0.00588
n8295	n8296	0.0001
2624	n8295	0.01494
29453	n8295	0.00587
40503	n8296	0.00883
33999	n8297	0.01105
