child	parent	length
n8884		0.04556
n7499	n8884	0.14876
n824	n7499	0.25674
n805	n824	0.08874
40799	n805	0.01288
25186	n805	0.01555
38244	n824	0.04752
n6971	n7499	0.0544
n1617	n6971	0.13395
37579	n1617	0.03767
7738	n1617	0.0313
n6970	n6971	0.02126
n6653	n6970	0.01543
n1630	n6653	0.13219
26928	n1630	0.00014
33216	n1630	0.00014
n6641	n6653	0.01415
n5989	n6641	0.03059
n5535	n5989	0.24745
9342	n5535	0.24839
n5534	n5535	0.01236
37943	n5534	0.22655
n5368	n5534	0.10059
n4976	n5368	0.04685
39951	n4976	0.00293
8427	n4976	0.00014
n5367	n5368	0.01549
n5273	n5367	0.0151
n5023	n5273	0.06581
3248	n5023	0.00294
5318	n5023	0.00014
n5272	n5273	0.00732
n5177	n5272	0.01091
12760	n5177	0.10952
11756	n5177	0.08928
n5270	n5272	0.02427
14884	n5270	0.00587
7217	n5270	0.00014
n5356	n5367	0.12103
25584	n5356	0.01203
n5352	n5356	0.00044
14443	n5352	0.00014
21290	n5352	0.13567
n5987	n5989	0.04876
22764	n5987	0.28301
36937	n5987	0.19054
n6607	n6641	0.17099
21326	n6607	0.00666
6141	n6607	0.00014
n6952	n6970	0.09287
24937	n6952	0.1077
26391	n6952	0.05596
n8735	n8884	0.05002
n8379	n8735	0.06962
n8361	n8379	0.0393
39410	n8361	0.00016
5278	n8361	0.01524
26294	n8379	0.0286
29650	n8735	0.18242
