child	parent	length
n2812		0.23723
n2813	n2812	0.01236
n2959	n2813	0.19971
13953	n2959	0.00888
27175	n2959	0.0115
n4720	n2813	0.05184
n5211	n4720	0.17887
n5232	n5211	0.03566
37080	n5232	0.00616
12195	n5232	0.01191
n5257	n5211	0.00222
25341	n5257	0.01189
n5259	n5257	0.00011
n5260	n5259	0.00011
n5263	n5260	0.00026
n5264	n5263	0.00015
13628	n5264	0.0045
n5266	n5264	0.00336
19669	n5266	0.01205
n5272	n5266	0.00522
6724	n5272	0.11646
6839	n5272	0.01196
n5283	n5263	0.02058
17317	n5283	0.00685
24241	n5283	0.01132
3367	n5260	0.0119
n5289	n5259	0.00014
23605	n5289	0
24221	n5289	0
n5576	n4720	0.33273
16247	n5576	0.0007
38860	n5576	0.01263
n8524	n2812	0.27306
n8541	n8524	0.0886
n8543	n8541	0.02267
24032	n8543	0.0168
n8545	n8543	0.01022
2680	n8545	0.01506
40453	n8545	0.00014
37897	n8541	0.03716
n10908	n8524	0.07566
17204	n10908	0.37245
n11962	n10908	0.02359
19003	n11962	0.20047
n13800	n11962	0.01856
924	n13800	0.21494
n15317	n13800	0.36014
n15318	n15317	0.02714
n15320	n15318	0.02998
2333	n15320	0.00014
30353	n15320	0.00014
n15354	n15318	0.0227
n15374	n15354	0.01385
3040	n15374	0.00627
6262	n15374	0.01101
14690	n15354	0.01735
n15421	n15317	0.03508
15134	n15421	0.00015
299	n15421	0.00633
