child	parent	length
n2		0
n3	n2	0.0281
n4	n3	0.01405
n5	n4	0.00991
n6	n5	0.01085
n7	n6	0.01946
n8	n7	0.00648
n9	n8	0.09317
17487	n9	0.07739
n11	n9	0.05069
24404	n11	0.08284
n13	n11	0.0336
33878	n13	0.04154
n15	n13	0.01856
8700	n15	0.06479
n17	n15	0.00813
24059	n17	0.01556
32957	n17	0.01318
n22	n8	0.01778
n23	n22	0.02432
26379	n23	0.03812
n25	n23	0.06576
22412	n25	0.03172
7770	n25	0.01518
25064	n22	0.10449
n31	n7	0.01279
n32	n31	0.00033
n34	n32	0.27636
23020	n34	0.00217
24302	n34	0.00618
n44	n32	0.14422
n45	n44	0.0726
21444	n45	0.04701
n47	n45	0.00313
18930	n47	0.01845
8948	n47	0.01619
n50	n44	0.05673
n51	n50	0.00014
9557	n51	0.00014
n53	n51	0.01815
26111	n53	0.02149
38046	n53	0.00749
n56	n50	0.0139
22863	n56	0.01233
2760	n56	0.00014
n59	n31	0.00874
n60	n59	0.01327
n61	n60	0.00015
n62	n61	0.27343
210	n62	0.10174
n64	n62	0.02722
24314	n64	0.02191
n66	n64	0.00501
22701	n66	0.00909
n68	n66	0.01293
11094	n68	0.00016
35134	n68	0.01657
n71	n61	0.03288
n72	n71	0.06306
17076	n72	0.00568
17298	n72	0.00014
n75	n71	0.04556
n76	n75	0.00248
31443	n76	0.00267
35113	n76	0.05693
n79	n75	0.00015
n80	n79	0.00015
5803	n80	0.01757
n82	n80	0.0034
n83	n82	0.01615
n84	n83	0.02008
11439	n84	0
7162	n84	0
32388	n83	0.0537
n103	n82	0.03738
n110	n103	0.01201
17623	n110	0.00289
34676	n110	0.00291
37314	n103	0.01799
8454	n79	0.00014
n120	n60	0.02014
n121	n120	0.01675
n123	n121	0.01751
n124	n123	0.01497
n125	n124	0.011
n126	n125	0.02252
n127	n126	0.04968
39050	n127	0.01342
n129	n127	0.06441
17380	n129	0.03305
n131	n129	0.00016
40107	n131	0.02721
n133	n131	0.00016
15265	n133	0.01482
n135	n133	0.00294
7236	n135	0
14172	n135	0
n138	n126	0.19177
n139	n138	0.00257
32798	n139	0.01625
7633	n139	0.00863
n142	n138	0.00015
7850	n142	0.00014
40485	n142	0.01755
n145	n125	0.01678
12569	n145	0.02361
9955	n145	0.06025
26515	n124	0.1162
n151	n123	0.01418
n152	n151	0.02624
1222	n152	0.01488
9090	n152	0.03356
n155	n151	0.02095
n156	n155	0.00153
n157	n156	0.00324
5231	n157	0.00871
n161	n157	0.00295
27805	n161	0.01767
6782	n161	0.02075
n164	n156	0.00014
n165	n164	0.00243
28087	n165	0.02339
n171	n165	0.00432
n173	n171	0.0003
n174	n173	0.00015
n175	n174	0.00016
n176	n175	0.00325
18287	n176	0.00995
19526	n176	0.01168
n179	n175	0.00438
n180	n179	0.00945
30240	n180	0.01176
9896	n180	0.00015
n183	n179	0.00014
40157	n183	0.04066
6228	n183	0.0087
n186	n174	0.00327
22316	n186	0.00869
n188	n186	0.00016
n189	n188	0.00327
30867	n189	0.01753
n191	n189	0.00014
25429	n191	0.0087
32550	n191	0.01661
27203	n188	0.01167
29723	n173	0.02042
n197	n171	0.00014
n198	n197	0.00288
n199	n198	0.00587
n200	n199	0.0066
19944	n200	0.00579
4786	n200	0.00223
n203	n199	0.00015
28848	n203	0.00362
36563	n203	0.00967
n206	n198	0.00306
23741	n206	0.01193
31225	n206	0.00871
n209	n197	0.00434
