child	parent	length
n2		0
n5	n2	0.0271
n748	n5	0.07217
n1427	n748	0.18935
n1428	n1427	0.00308
n1457	n1428	0.00795
n1458	n1457	0.00014
24672	n1458	0.00746
40600	n1458	0.00749
n1467	n1457	0.00014
2353	n1467	0.00736
28035	n1467	0.00731
32321	n1428	0.02429
n1575	n1427	0.01054
36289	n1575	0.00735
n1579	n1575	0.00016
n1580	n1579	0.00015
n1581	n1580	0.00245
21283	n1581	0.00494
n1583	n1581	0.00016
18942	n1583	0.00482
11582	n1583	0.0073
18229	n1580	0.00734
6251	n1579	0.00751
n1938	n748	0.09258
n3432	n1938	0.2919
36930	n3432	0.00687
n3434	n3432	0.01056
17416	n3434	0.00442
2646	n3434	0.00589
n7299	n1938	0.23996
n7301	n7299	0.01385
n7302	n7301	0.0052
n7308	n7302	0.09528
32705	n7308	0.0615
33754	n7308	0.00974
n7922	n7302	0.04026
13189	n7922	0.14129
n8078	n7922	0.0238
n8079	n8078	0.00335
27424	n8079	0.01234
n8081	n8079	0.0002
16490	n8081	0.01479
n8083	n8081	0.0001
n8084	n8083	0.00137
38736	n8084	0.01707
n8086	n8084	0.00671
40167	n8086	0.00688
2047	n8086	0.06675
n8091	n8083	0.00015
n8092	n8091	0.00014
n8100	n8092	0.02701
40554	n8100	0.01099
33947	n8100	0.04478
24172	n8092	0.00014
35226	n8091	0.01233
n8110	n8078	0.00205
17252	n8110	0.01189
n8114	n8110	0.00107
33747	n8114	0.00739
n8116	n8114	0.00281
n8117	n8116	0.00014
34652	n8117	0.01013
n8121	n8117	0.00015
n8122	n8121	0.00015
n8123	n8122	0.00669
4915	n8123	0.00244
36787	n8123	0.05334
n8126	n8122	0.00016
n8127	n8126	0.00016
23634	n8127	0.02146
37633	n8127	0.01221
n8130	n8126	0.00014
n8131	n8130	0.00014
5312	n8131	0.00383
n8133	n8131	0.00228
18738	n8133	0.00191
n8135	n8133	0.00672
18465	n8135	0.00244
37230	n8135	0.00993
n8138	n8130	0.00014
12199	n8138	0.00576
24595	n8138	0.00384
37473	n8121	0.00402
n8142	n8116	0.00246
7665	n8142	0.00496
10393	n8142	0.00733
n8337	n7301	0.0489
n8341	n8337	0.01875
n8344	n8341	0.01754
39165	n8344	0.00238
n8346	n8344	0.00238
40226	n8346	0.00477
n8348	n8346	0.00238
9080	n8348	0.00238
30539	n8348	0.00014
n8397	n8341	0.03993
17337	n8397	0.00014
32339	n8397	0.00014
39333	n8337	0.04722
n8553	n7299	0.08967
6985	n8553	0.00732
n8555	n8553	0.00016
18327	n8555	0.00488
n8557	n8555	0.00014
11415	n8557	0.00736
15708	n8557	0.00244
n17289	n5	0.39246
11633	n17289	0.00014
28467	n17289	0.00015
n20794	n2	0.47242
18782	n20794	0.00014
11957	n20794	0.02934
