child	parent	length
n5241	n5254	0.00043
n5233	n5241	0.00564
28631	n5233	0.00978
19503	n5233	0.00875
29267	n5241	0.01312
n5251	n5254	0.00327
n5249	n5251	0.00014
34019	n5249	0.0074
n5246	n5249	0.00032
4519	n5246	0.00675
36868	n5246	0.00745
n5250	n5251	0.00015
21384	n5250	0.00729
9373	n5250	0.01229
n5431	n5432	0.01339
n5388	n5431	0.00539
27054	n5388	0.00985
n5387	n5388	0.00042
n5309	n5387	0.00013
n5265	n5309	0.00244
31937	n5265	0.00738
28529	n5265	0.0049
n5308	n5309	0.01751
n5296	n5308	0.0001
n5294	n5296	0.00019
n5266	n5294	0.00326
3645	n5266	0.00656
36518	n5266	0.01237
n5293	n5294	0.00015
35689	n5293	0.00734
n5292	n5293	0.00547
n5288	n5292	0.00014
n5280	n5288	0.00223
9762	n5280	0.0049
n5278	n5280	0.01088
39125	n5278	0.04142
n5277	n5278	0.00037
21333	n5277	0.00593
n5276	n5277	0.00015
n5272	n5276	0.00028
n5271	n5272	0.00016
37222	n5271	0.00728
n5270	n5271	0.00015
n5269	n5270	0.00602
18852	n5269	0.00248
n5268	n5269	0.0183
35717	n5268	0.01202
n5267	n5268	0.00015
27931	n5267	0.00716
20105	n5267	0.00481
3953	n5270	0.04485
33659	n5272	0.00486
n5275	n5276	0.00726
34098	n5275	0.00015
36876	n5275	0.0075
n5287	n5288	0.00013
n5282	n5287	0.00207
15900	n5282	0.002
n5281	n5282	0.00015
30705	n5281	0.00767
34638	n5281	0.006
n5286	n5287	0.00163
n5284	n5286	0.00383
8461	n5284	0.00781
n5283	n5284	0.00284
40399	n5283	0.00285
21377	n5283	0.00244
n5285	n5286	0.00016
11259	n5285	0.002
37446	n5285	0.0098
n5291	n5292	0.00192
35064	n5291	0.00192
n5290	n5291	0.00015
36644	n5290	0.00488
n5289	n5290	0.00015
27217	n5289	0.00489
32505	n5289	0.00491
n5295	n5296	0.00244
14677	n5295	0.0049
3450	n5295	0.0049
n5307	n5308	0.00016
n5297	n5307	0.00199
40272	n5297	0.002
35401	n5297	0.00736
n5306	n5307	0.00014
n5304	n5306	0.00015
n5299	n5304	0.00244
5950	n5299	0.00488
n5298	n5299	0.00016
30765	n5298	0.00491
21310	n5298	0.00488
n5303	n5304	0.00015
n5302	n5303	0.00016
8916	n5302	0.00792
n5301	n5302	0.00893
16921	n5301	0.00485
n5300	n5301	0.00015
14500	n5300	0.00925
18187	n5300	0.00737
19382	n5303	0.00733
n5305	n5306	0.00249
2630	n5305	0.00755
36	n5305	0.0049
n5386	n5387	0.00729
n5381	n5386	0.00549
n5378	n5381	0.00077
n5316	n5378	0.00101
460	n5316	0.00718
n5315	n5316	0.001
n5310	n5315	0.00243
6474	n5310	0.00492
21719	n5310	0.00736
n5314	n5315	0.00015
30147	n5314	0.00191
n5313	n5314	0.00015
n5312	n5313	0.006
10573	n5312	0.00408
n5311	n5312	0.00536
12257	n5311	0.00533
34926	n5311	0.01135
5584	n5313	0.00487
n5377	n5378	0.00015
n5375	n5377	0.00015
n5321	n5375	0.00191
n5320	n5321	0.00016
39828	n5320	0.00488
n5319	n5320	0.00014
n5317	n5319	0.00014
16273	n5317	0.00489
33592	n5317	0.00489
n5318	n5319	0.00014
23201	n5318	0.00489
1674	n5318	0.0049
2862	n5321	0.00382
n5374	n5375	0.00015
n5323	n5374	0.00244
34446	n5323	0.00488
n5322	n5323	0.00015
28273	n5322	0.00489
16857	n5322	0.00489
n5373	n5374	0.00012
n5370	n5373	0.00016
n5366	n5370	0.00015
n5364	n5366	0.00014
n5328	n5364	0.00512
n5324	n5328	0.00244
7016	n5324	0.00721
34355	n5324	0.00258
n5327	n5328	0.00015
27425	n5327	0.0027
n5326	n5327	0.00494
3305	n5326	0.00257
n5325	n5326	0.00978
40632	n5325	0.01
16200	n5325	0.00489
n5363	n5364	0.00014
n5362	n5363	0.00015
n5359	n5362	0.00014
40303	n5359	0.00734
n5358	n5359	0.00016
n5357	n5358	0.00015
n5354	n5357	0.00015
28326	n5354	0.00736
n5353	n5354	0.00016
n5330	n5353	0.00016
n5329	n5330	0.00244
2560	n5329	0.00495
33909	n5329	0.00487
842	n5330	0.00729
n5352	n5353	0.00014
n5343	n5352	0.00014
1748	n5343	0.01331
n5342	n5343	0.00016
n5340	n5342	0.00016
n5339	n5340	0.00222
n5337	n5339	0.00223
n5336	n5337	0.00674
n5335	n5336	0.00201
4128	n5335	0.00595
n5333	n5335	0.01146
36135	n5333	0.04303
25521	n5333	0.00811
25866	n5336	0.00583
24137	n5337	0.00245
n5338	n5339	0.00016
13943	n5338	0.00488
23002	n5338	0.00488
19679	n5340	0.00393
n5341	n5342	0.00195
12954	n5341	0.00735
14073	n5341	0.00197
n5351	n5352	0.00015
n5350	n5351	0.00809
1723	n5350	0.00879
n5349	n5350	0.00292
7613	n5349	0.00702
n5347	n5349	0.00811
n5346	n5347	0.00608
8318	n5346	0.00783
9427	n5346	0.00587
14200	n5347	0.00782
30674	n5351	0.0073
n5356	n5357	0.00244
n5355	n5356	0.00015
8143	n5355	0.0049
20932	n5355	0.00734
16747	n5356	0.00488
29862	n5358	0.00981
n5361	n5362	0.00244
28620	n5361	0.00489
n5360	n5361	0.00015
36058	n5360	0.00489
10249	n5360	0.0049
5062	n5363	0.00383
n5365	n5366	0.00191
18146	n5365	0.00192
36905	n5365	0.00489
n5369	n5370	0.0019
n5368	n5369	0.00015
18351	n5368	0.00488
n5367	n5368	0.00014
491	n5367	0.00488
5311	n5367	0.00488
40350	n5369	0.00014
n5372	n5373	0.00015
n5371	n5372	0.00556
23177	n5371	0.00015
31833	n5371	0.00489
10446	n5372	0.00735
n5376	n5377	0.0019
19392	n5376	0.0049
27444	n5376	0.00192
n5380	n5381	0.00195
n5379	n5380	0.00015
3224	n5379	0.00727
12593	n5379	0.00491
35475	n5380	0.0079
n5385	n5386	0.00225
n5384	n5385	0.00015
n5382	n5384	0.00016
36852	n5382	0.00734
11298	n5382	0.00488
17845	n5384	0.00751
7087	n5385	0.0068
n5430	n5431	0.01554
n5389	n5430	0.00244
38357	n5389	0.0049
17993	n5389	0.0049
n5429	n5430	0.00094
n5393	n5429	0.00014
n5390	n5393	0.00192
6807	n5390	0.0078
14861	n5390	0.00736
n5392	n5393	0.00195
34209	n5392	0.00393
n5391	n5392	0.00014
33943	n5391	0.00488
34179	n5391	0.00488
n5428	n5429	0.00015
n5395	n5428	0.00243
n5394	n5395	0.00015
21949	n5394	0.00488
7012	n5394	0.00488
28093	n5395	0.00487
n5426	n5428	0.01927
30236	n5426	0.02043
n5425	n5426	0.00025
31745	n5425	0.00735
n5424	n5425	0.0001
n5421	n5424	0.0001
38786	n5421	0.00733
n5420	n5421	0.00011
25407	n5420	0.00734
n5419	n5420	0.00064
n5418	n5419	0.00014
n5399	n5418	0.00191
n5398	n5399	0.00014
4222	n5398	0.00742
6187	n5398	0.00488
13992	n5399	0.00381
n5417	n5418	0.00112
n5400	n5417	0.00244
17903	n5400	0.00489
1817	n5400	0.00489
n5416	n5417	0.0008
n5413	n5416	0.00016
n5401	n5413	0.00188
31174	n5401	0.00488
13825	n5401	0.00015
n5412	n5413	0.00015
n5410	n5412	0.00015
n5407	n5410	0.00014
30612	n5407	0.00735
n5406	n5407	0.00014
n5405	n5406	0.00014
37032	n5405	0.00744
n5404	n5405	0.01118
n5403	n5404	0.00015
2636	n5403	0.00488
n5402	n5403	0.02224
16500	n5402	0.00579
32873	n5402	0.01577
14154	n5404	0.00485
6650	n5406	0.00734
n5409	n5410	0.00244
n5408	n5409	0.00015
36969	n5408	0.00734
30291	n5408	0.00489
35734	n5409	0.00488
n5411	n5412	0.00242
17164	n5411	0.00491
18488	n5411	0.00493
n5415	n5416	0.00476
6744	n5415	0.00681
n5414	n5415	0.00014
29550	n5414	0.01144
35374	n5414	0.00489
28712	n5419	0.00738
n5423	n5424	0.00244
40474	n5423	0.00491
n5422	n5423	0.00014
36828	n5422	0.00489
13681	n5422	0.00488
26692	n5433	0.00489
30314	n5434	0.00243
2617	n5439	0.03251
2159	n5449	0.01785
n5467	n5573	0.23174
n5465	n5467	0.02248
24820	n5465	0.00495
n5464	n5465	0.00712
n5459	n5464	0.00712
13737	n5459	0.00484
n5457	n5459	0.01454
n5455	n5457	0.00014
13444	n5455	0.00722
14727	n5455	0.00725
n5456	n5457	0.00014
37778	n5456	0.00722
34502	n5456	0.025
n5463	n5464	0.00015
n5462	n5463	0.00014
38058	n5462	0.00497
30243	n5462	0.00481
17480	n5463	0.00481
31175	n5467	0.01466
n5702	n5707	0.0489
n5671	n5702	0.02365
9042	n5671	0.00014
22147	n5671	0.00014
n5700	n5702	0.04664
22744	n5700	0.01306
32404	n5700	0.01723
n6941	n7140	0.03288
35979	n6941	0.16749
n6911	n6941	0.06019
1635	n6911	0.2895
n6698	n6911	0.22971
6630	n6698	0.05057
33372	n6698	0.0156
15823	n7989	0.17235
n8865	n8881	0.0723
n8635	n8865	0.43702
4523	n8635	0.03231
27179	n8635	0.01428
n8794	n8865	0.08585
n8792	n8794	0.02901
n8789	n8792	0.00603
35800	n8789	0.0046
34163	n8789	0.09295
n8791	n8792	0.00667
20009	n8791	0.00488
n8790	n8791	0.00014
23832	n8790	0.00488
27363	n8790	0.00488
n8793	n8794	0.02072
39351	n8793	0.01652
14642	n8793	0.01574
