child	parent	length
n12081		0.07734
n1151	n12081	0.02879
15829	n1151	0.02753
n997	n1151	0.12261
n971	n997	0.01769
7744	n971	0.0373
14290	n971	0.01185
n996	n997	0.00845
n993	n996	0.01538
n978	n993	0.00549
796	n978	0.00849
n977	n978	0.00014
n976	n977	0.00363
34371	n976	0.02487
n975	n976	0.00338
10480	n975	0.00966
n974	n975	0.00016
21749	n974	0.00014
n973	n974	0.00015
5850	n973	0.00981
17101	n973	0.01053
1332	n977	0.02204
n992	n993	0.00015
n987	n992	0.00183
37247	n987	0.05027
n986	n987	0.00107
14183	n986	0.00729
n985	n986	0.01453
n981	n985	0.0099
32291	n981	0.01228
n980	n981	0.00015
26519	n980	0.00014
482	n980	0.01073
n984	n985	0.00533
n982	n984	0.00928
40385	n982	0.01577
26131	n982	0.01244
n983	n984	0.00513
21416	n983	0.01077
37289	n983	0.00014
n990	n992	0.0003
n988	n990	0.00573
25885	n988	0.00724
12784	n988	0.00865
n989	n990	0.00015
18083	n989	0.00753
22822	n989	0.02717
n995	n996	0.01096
1443	n995	0.0073
n994	n995	0.00561
17890	n994	0.00657
30468	n994	0.00558
n10978	n12081	0.19325
n8882	n10978	0.01412
n1534	n8882	0.02855
n1522	n1534	0.08027
22562	n1522	0.02596
24912	n1522	0.01095
n1532	n1534	0.06701
16474	n1532	0.05896
16993	n1532	0.09831
n8624	n8882	0.01481
n8175	n8624	0.01736
n1824	n8175	0.18052
30665	n1824	0.02089
n1823	n1824	0.00871
n1819	n1823	0.01495
28233	n1819	0.00853
32830	n1819	0.06751
n1822	n1823	0.02318
n1820	n1822	0.00764
7084	n1820	0.00494
4107	n1820	0.11888
n1821	n1822	0.02067
38512	n1821	0.00486
18467	n1821	0.00014
n8173	n8175	0.02588
n2480	n8173	0.00668
n2461	n2480	0.01665
n2402	n2461	0.00746
n2329	n2402	0.09366
40507	n2329	0.28543
n2308	n2329	0.06299
n2221	n2308	0.0435
n2220	n2221	0.00311
n2217	n2220	0.00782
35334	n2217	0.04422
n2216	n2217	0.01166
n2215	n2216	0.00863
n2209	n2215	0.00421
32847	n2209	0.05652
16609	n2209	0.00224
n2214	n2215	0.02698
n2212	n2214	0.01702
29881	n2212	0.01197
n2211	n2212	0.00015
3259	n2211	0.00394
n2210	n2211	0.00015
24066	n2210	0.00592
34772	n2210	0.01607
n2213	n2214	0.0089
10989	n2213	0.00411
35457	n2213	0.02788
4650	n2216	0.02042
n2219	n2220	0.01355
15276	n2219	0.00539
n2218	n2219	0.01055
19420	n2218	0.01119
11199	n2218	0.02557
8090	n2221	0.00846
n2307	n2308	0.00191
n2252	n2307	0.00308
n2241	n2252	0.00538
19601	n2241	0.00984
n2233	n2241	0.00028
n2232	n2233	0.00016
n2222	n2232	0.00243
6367	n2222	0.00737
16859	n2222	0.00737
n2231	n2232	0.00014
n2230	n2231	0.00016
28569	n2230	0.00735
n2229	n2230	0.00015
9276	n2229	0.00991
n2228	n2229	0.0027
n2223	n2228	0.00014
5257	n2223	0.03141
22663	n2223	0.00738
n2227	n2228	0.00302
n2224	n2227	0.00242
9734	n2224	0.00986
20716	n2224	0.00246
n2226	n2227	0.00498
32192	n2226	0.00748
n2225	n2226	0.01041
13045	n2225	0.01595
37706	n2225	0.01001
30702	n2231	0.00014
21032	n2233	0.00982
n2251	n2252	0.00014
4506	n2251	0.00483
n2250	n2251	0.01168
n2246	n2250	0.00015
n2242	n2246	0.00247
14009	n2242	0.0125
32734	n2242	0.0075
n2245	n2246	0.00014
13680	n2245	0.01
n2244	n2245	0.00014
n2243	n2244	0.00016
30139	n2243	0.00992
25168	n2243	0.01363
6796	n2244	0.02715
n2247	n2250	0.00797
22092	n2247	0.00742
36723	n2247	0.01626
n2306	n2307	0.00179
n2257	n2306	0.00475
17329	n2257	0.00723
n2256	n2257	0.00015
40427	n2256	0.00997
n2255	n2256	0.00016
3721	n2255	0.00248
n2254	n2255	0.0063
8230	n2254	0.09808
n2253	n2254	0.01052
21498	n2253	0.01694
29839	n2253	0.03724
n2305	n2306	0.00016
n2301	n2305	0.00166
21745	n2301	0.00604
n2300	n2301	0.00368
n2298	n2300	0.0001
n2288	n2298	0.00014
n2258	n2288	0.00244
15572	n2258	0.00739
17195	n2258	0.00739
n2287	n2288	0.00014
n2259	n2287	0.00244
11071	n2259	0.01237
25077	n2259	0.00738
n2286	n2287	0.00014
n2285	n2286	0.0002
n2284	n2285	0.01538
n2283	n2284	0.00042
n2282	n2283	0.00035
n2268	n2282	0.00518
27397	n2268	0.01165
n2267	n2268	0.01905
n2261	n2267	0.00016
22116	n2261	0.00782
n2260	n2261	0.00204
17359	n2260	0.00373
17892	n2260	0.01082
n2266	n2267	0.00234
n2264	n2266	0.00412
2682	n2264	0.0339
n2263	n2264	0.00016
29060	n2263	0.00817
11845	n2263	0.00407
n2265	n2266	0.03448
10330	n2265	0.00345
10840	n2265	0.01316
n2281	n2282	0.00028
n2280	n2281	0.00062
n2278	n2280	0.00011
n2269	n2278	0.01237
6595	n2269	0.0074
15103	n2269	0.00242
n2277	n2278	0.00015
28624	n2277	0.01249
n2276	n2277	0.00277
n2271	n2276	0.02322
646	n2271	0.00365
n2270	n2271	0.00391
21126	n2270	0.00717
22596	n2270	0.00494
n2275	n2276	0.00771
4401	n2275	0.00488
n2274	n2275	0.03022
n2272	n2274	0.02252
13223	n2272	0.02483
21742	n2272	0.00968
n2273	n2274	0.01946
17078	n2273	0.00732
18039	n2273	0.00222
n2279	n2280	0.0024
33294	n2279	0.00743
13663	n2279	0.03288
29958	n2281	0.02251
28104	n2283	0.00014
23975	n2284	0.02059
13097	n2285	0.00985
13233	n2286	0.00986
n2289	n2298	0.01515
14415	n2289	0.00745
31794	n2289	0.00015
n2299	n2300	0.0111
13084	n2299	0.00283
8062	n2299	0.01146
n2304	n2305	0.00485
15113	n2304	0.00758
n2303	n2304	0.01604
35202	n2303	0.01621
n2302	n2303	0.00721
14804	n2302	0.00243
30262	n2302	0.01237
n2400	n2402	0.08702
n2374	n2400	0.04658
n2373	n2374	0.00135
17975	n2373	0.03347
n2372	n2373	0.00014
n2371	n2372	0.00016
n2370	n2371	0.00014
n2369	n2370	0.00014
35628	n2369	0.00014
n2368	n2369	0.00015
n2364	n2368	0.0075
24200	n2364	0.01255
29028	n2364	0.00016
n2367	n2368	0.01076
3934	n2367	0.00248
n2366	n2367	0.00015
n2365	n2366	0.01725
22371	n2365	0.00223
28939	n2365	0.0508
2651	n2366	0.00012
152	n2370	0.01763
14223	n2371	0.00014
10173	n2372	0.0076
29217	n2374	0.02444
n2399	n2400	0.06137
4432	n2399	0.00014
n2398	n2399	0.00014
17508	n2398	0.00014
n2397	n2398	0.00015
1430	n2397	0.00991
3649	n2397	0.01253
n2460	n2461	0.09165
n2459	n2460	0.0077
n2442	n2459	0.00841
n2439	n2442	0.00493
n2430	n2439	0.00016
32894	n2430	0.00757
n2429	n2430	0.00446
11864	n2429	0.01538
n2428	n2429	0.00015
38574	n2428	0.02744
8638	n2428	0.01101
n2438	n2439	0.00203
n2431	n2438	0.00014
38132	n2431	0.01091
32999	n2431	0.01456
n2437	n2438	0.00013
n2436	n2437	0.00014
n2435	n2436	0.00014
n2432	n2435	0.00014
32906	n2432	0.01094
9410	n2432	0.00874
n2434	n2435	0.00014
23059	n2434	0.01096
n2433	n2434	0.00246
38503	n2433	0.01049
11704	n2433	0.03329
21744	n2436	0.00875
