child	parent	length
n2		0
n5	n2	0.0271
n6	n5	0.01412
n8	n6	0.02855
n9	n8	0.08027
22562	n9	0.02596
24912	n9	0.01095
n32	n8	0.06701
16474	n32	0.05896
16993	n32	0.09831
n363	n6	0.01481
n364	n363	0.01736
n615	n364	0.18052
30665	n615	0.02089
n617	n615	0.00871
n618	n617	0.01495
28233	n618	0.00853
32830	n618	0.06751
n621	n617	0.02318
n622	n621	0.00764
7084	n622	0.00494
4107	n622	0.11888
n625	n621	0.02067
38512	n625	0.00486
18467	n625	0.00014
n748	n364	0.02588
n749	n748	0.00668
n750	n749	0.01665
n751	n750	0.00746
n764	n751	0.09366
40507	n764	0.28543
n1399	n764	0.06299
n1400	n1399	0.0435
n1401	n1400	0.00311
n1402	n1401	0.00782
35334	n1402	0.04422
n1404	n1402	0.01166
n1405	n1404	0.00863
n1406	n1405	0.00421
32847	n1406	0.05652
16609	n1406	0.00224
n1409	n1405	0.02698
n1410	n1409	0.01702
29881	n1410	0.01197
n1412	n1410	0.00015
3259	n1412	0.00394
n1414	n1412	0.00015
24066	n1414	0.00592
34772	n1414	0.01607
n1417	n1409	0.0089
10989	n1417	0.00411
35457	n1417	0.02788
4650	n1404	0.02042
n1421	n1401	0.01355
15276	n1421	0.00539
n1423	n1421	0.01055
19420	n1423	0.01119
11199	n1423	0.02557
8090	n1400	0.00846
n1427	n1399	0.00191
n1428	n1427	0.00308
n1429	n1428	0.00538
19601	n1429	0.00984
n1432	n1429	0.00028
n1433	n1432	0.00016
n1434	n1433	0.00243
6367	n1434	0.00737
16859	n1434	0.00737
n1437	n1433	0.00014
n1438	n1437	0.00016
28569	n1438	0.00735
n1440	n1438	0.00015
9276	n1440	0.00991
n1442	n1440	0.0027
n1443	n1442	0.00014
5257	n1443	0.03141
22663	n1443	0.00738
n1446	n1442	0.00302
n1447	n1446	0.00242
9734	n1447	0.00986
20716	n1447	0.00246
n1450	n1446	0.00498
32192	n1450	0.00748
n1452	n1450	0.01041
13045	n1452	0.01595
37706	n1452	0.01001
30702	n1437	0.00014
21032	n1432	0.00982
n1470	n1428	0.00014
4506	n1470	0.00483
n1472	n1470	0.01168
n1473	n1472	0.00015
