child	parent	length
n12815		0.00152
11289	n12815	0.0049
n12081	n12815	0.07582
27829	n12081	0.27406
n11198	n12081	0.09635
n1420	n11198	0.22111
30915	n1420	0.00641
33198	n1420	0.00015
n11197	n11198	0.00015
n8882	n11197	0.11087
n1693	n8882	0.051
31138	n1693	0.40569
n1690	n1693	0.00137
n1647	n1690	0.01112
n1586	n1647	0.0918
2628	n1586	0.00014
n1585	n1586	0.00015
8282	n1585	0.01047
13119	n1585	0.01198
n1642	n1647	0.02625
6315	n1642	0.07079
29177	n1642	0.00014
20985	n1690	0.15873
n8881	n8882	0.00879
n8175	n8881	0.02338
n1815	n8175	0.15024
13572	n1815	0.00239
32136	n1815	0.01396
n8172	n8175	0.065
n7989	n8172	0.01779
n7330	n7989	0.00821
n7167	n7330	0.02746
n4834	n7167	0.01382
n3210	n4834	0.01599
n2681	n3210	0.02585
n2567	n2681	0.07968
n2566	n2567	0.03214
n2559	n2566	0.02026
n2558	n2559	0.03186
n2556	n2558	0.0271
8497	n2556	0.01343
22475	n2556	0.01274
n2557	n2558	0.00852
40257	n2557	0.00014
19767	n2557	0.00557
18795	n2559	0.04287
n2565	n2566	0.0082
9649	n2565	0.02696
n2564	n2565	0.02183
n2563	n2564	0.00916
n2561	n2563	0.00572
12244	n2561	0.00014
n2560	n2561	0.00721
24656	n2560	0.08181
3681	n2560	0.00233
n2562	n2563	0.00295
22953	n2562	0.01792
19514	n2562	0.04534
20733	n2564	0.00506
37324	n2567	0.08471
n2678	n2681	0.04802
n2675	n2678	0.01791
19895	n2675	0.02765
24056	n2675	0.03886
5212	n2678	0.04474
n3207	n3210	0.06571
n3206	n3207	0.00228
n3204	n3206	0.00464
n2773	n3204	0.07082
n2772	n2773	0.01469
13115	n2772	0.00225
n2771	n2772	0.05224
40707	n2771	0.00208
34400	n2771	0.02703
33222	n2773	0.02392
n3203	n3204	0.00221
n3193	n3203	0.01778
n2819	n3193	0.00416
n2813	n2819	0.00049
n2811	n2813	0.00256
n2810	n2811	0.00013
32749	n2810	0.00482
n2809	n2810	0.0001
n2807	n2809	0.00015
n2780	n2807	0.0024
16138	n2780	0.00972
21305	n2780	0.0024
n2806	n2807	0.00012
n2781	n2806	0.00243
22587	n2781	0.00237
37454	n2781	0.03478
n2805	n2806	0.00014
n2802	n2805	0.00015
n2782	n2802	0.01083
7556	n2782	0.02403
33493	n2782	0.01018
n2801	n2802	0.00014
n2800	n2801	0.00014
n2799	n2800	0.00015
n2798	n2799	0.00015
n2789	n2798	0.00014
n2787	n2789	0.00015
n2784	n2787	0.00015
1668	n2784	0.01102
9264	n2784	0.0048
n2786	n2787	0.00127
n2785	n2786	0.00132
4255	n2785	0.00481
21758	n2785	0.00481
1092	n2786	0.00703
37662	n2789	0.00478
n2797	n2798	0.00016
n2796	n2797	0.00418
