child	parent	length
n11047		0.23052
7500	n11047	0.02287
n8882	n11047	0.05419
12269	n8882	0.16451
n8175	n8882	0.03217
18144	n8175	0.09843
n8173	n8175	0.02588
n2332	n8173	0.10383
n2311	n2332	0.11901
35630	n2311	0.05884
19278	n2311	0.01104
n2331	n2332	0.14955
21753	n2331	0.00817
33173	n2331	0.00409
n7330	n8173	0.06512
n7167	n7330	0.02746
n4834	n7167	0.01382
29530	n4834	0.08426
n4777	n4834	0.14698
n4769	n4777	0.02454
26792	n4769	0.00014
37829	n4769	0.00015
n4776	n4777	0.0042
n4775	n4776	0.00905
19699	n4775	0.00209
33242	n4775	0.00461
11146	n4776	0.00889
n7140	n7167	0.15545
n5738	n7140	0.08838
n5707	n5738	0.00998
n5564	n5707	0.04546
37772	n5564	0.1152
n5560	n5564	0.0238
n5540	n5560	0.00365
4971	n5540	0.02997
n5539	n5540	0.00015
n5537	n5539	0.00014
n5534	n5537	0.0003
11414	n5534	0.00341
10643	n5534	0.00684
15747	n5537	0.00014
31370	n5539	0.02491
34598	n5560	0.03714
3169	n5707	0.09954
30596	n5738	0.06329
n7139	n7140	0.01198
n6295	n7139	0.27633
23067	n6295	0.00965
31571	n6295	0.00503
9726	n7139	0.36281
11101	n7330	0.39838
