child	parent	length
n2762	n2758	0.00013
n2763	n2762	0.00238
8236	n2763	0.00718
28449	n2763	0.00723
n2766	n2762	0.00014
21122	n2766	0.00508
n2770	n2766	0.00015
30919	n2770	0.0048
n2772	n2770	0.00015
n2773	n2772	0.0024
9435	n2773	0.0048
n2775	n2773	0.00014
38952	n2775	0.00481
17550	n2775	0.0048
n2778	n2772	0.00016
n2779	n2778	0.00413
n2780	n2779	0.03111
n2781	n2780	0.02235
16092	n2781	0.01882
n2783	n2781	0.0064
40615	n2783	0.01205
3231	n2783	0.00796
n2786	n2780	0.01926
12162	n2786	0.01896
n2788	n2786	0.01736
14838	n2788	0.00451
1812	n2788	0.0221
21087	n2779	0.00238
n2792	n2778	0.00013
23960	n2792	0.0048
n2794	n2792	0.00013
4625	n2794	0.00965
n2796	n2794	0.00015
n2797	n2796	0.0024
23743	n2797	0.00239
3792	n2797	0.00722
n2800	n2796	0.00016
n2801	n2800	0.00016
38863	n2801	0.0048
n2803	n2801	0.00015
16442	n2803	0.0048
n2805	n2803	0.00014
n2806	n2805	0.00014
n2807	n2806	0.00014
n2808	n2807	0.00014
n2809	n2808	0.0001
25478	n2809	0.0048
n2811	n2809	0.00016
n2812	n2811	0.00016
26623	n2812	0.00606
n2814	n2812	0.00201
5234	n2814	0.00482
3804	n2814	0.00607
23071	n2811	0.00481
13475	n2808	0.0048
n2819	n2807	0.00239
20519	n2819	0.00496
34699	n2819	0.0048
31248	n2806	0.00481
n2825	n2805	0.00015
655	n2825	0.00473
22919	n2825	0.00717
n2828	n2800	0.0024
27209	n2828	0.00969
37480	n2828	0.0024
n2833	n2757	0.00337
595	n2833	0.00478
30943	n2833	0.00477
40483	n2706	0.00451
8188	n2703	0.0048
11914	n2688	0.0048
9108	n2687	0.0048
5712	n2682	0.0048
n2843	n2681	0.00211
n2844	n2843	0.00719
23488	n2844	0.01207
36622	n2844	0.00726
8620	n2843	0.00241
38578	n2676	0.0048
35545	n2672	0.00477
n2851	n2637	0.00242
10803	n2851	0.00478
n2853	n2851	0.00243
691	n2853	0.00478
n2855	n2853	0.00014
10987	n2855	0.00732
36412	n2855	0.00479
38641	n2636	0.00611
n2859	n2635	0.00597
n2860	n2859	0.00016
32168	n2860	0.01215
23130	n2860	0.00479
n2863	n2859	0.00392
n2864	n2863	0.00614
n2865	n2864	0.00377
n2866	n2865	0.01049
20694	n2866	0.03154
n2868	n2866	0.00809
n2869	n2868	0.00014
37385	n2869	0.00235
20388	n2869	0.01179
n2872	n2868	0.00722
n2873	n2872	0.00291
n2874	n2873	0.00015
8107	n2874	0.0069
37041	n2874	0.03405
18643	n2873	0.00805
n2878	n2872	0.01093
17968	n2878	0.0431
n2880	n2878	0.01132
9773	n2880	0.00966
n2882	n2880	0.00679
7777	n2882	0.01763
36628	n2882	0.01328
11565	n2865	0.00859
n2886	n2864	0.00228
19756	n2886	0.01675
28673	n2886	0.00944
n2889	n2863	0.00015
35520	n2889	0.01952
33842	n2889	0.0101
n2892	n2634	0.00188
n2893	n2892	0.00188
n2894	n2893	0.00015
n2895	n2894	0.00015
28257	n2895	0.00962
n2897	n2895	0.0176
40496	n2897	0.02574
36957	n2897	0.02183
n2900	n2894	0.00015
n2901	n2900	0.00015
n2902	n2901	0.00014
n2903	n2902	0.0024
3723	n2903	0.00723
n2905	n2903	0.0024
12324	n2905	0.00482
33282	n2905	0.00724
n2908	n2902	0.00016
n2909	n2908	0.00013
n2910	n2909	0.00013
n2911	n2910	0.00311
39177	n2911	0.00628
7919	n2911	0.00964
n2914	n2910	0.00287
18627	n2914	0.00302
28195	n2914	0.00959
35811	n2909	0.01212
4549	n2908	0.00014
20975	n2901	0.00965
n2920	n2900	0.00234
18413	n2920	0.02666
37558	n2920	0.00725
n2923	n2893	0.00011
n2924	n2923	0.00176
n2925	n2924	0.00016
12144	n2925	0.0048
n2927	n2925	0.00276
32001	n2927	0.0048
n2929	n2927	0.00275
29557	n2929	0.0024
n2931	n2929	0.01686
n2932	n2931	0.00014
n2933	n2932	0.00014
n2934	n2933	0.00014
20428	n2934	0.00478
n2936	n2934	0.00014
n2937	n2936	0.00016
10365	n2937	0.00471
20877	n2937	0.00715
n2940	n2936	0.00014
36227	n2940	0.00478
n2942	n2940	0.00015
n2943	n2942	0.00014
n2944	n2943	0.00015
n2945	n2944	0.0031
n2946	n2945	0.00182
n2947	n2946	0.00012
n2948	n2947	0.01167
n2949	n2948	0.00278
n2950	n2949	0.00404
n2951	n2950	0.00014
10434	n2951	0.00479
n2953	n2951	0.00014
n2954	n2953	0.00014
22895	n2954	0.00479
n2956	n2954	0.00014
23209	n2956	0.00478
n2958	n2956	0.00014
24483	n2958	0.00479
n2960	n2958	0.00014
28977	n2960	0.00015
33520	n2960	0.0072
15058	n2953	0.00478
n2964	n2950	0.00014
7746	n2964	0.00479
n2966	n2964	0.00014
25646	n2966	0.00478
n2968	n2966	0.00014
13633	n2968	0.00719
n2970	n2968	0.00014
2241	n2970	0.00479
n2972	n2970	0.00014
32499	n2972	0.00479
n2974	n2972	0.00014
25101	n2974	0.0048
n2976	n2974	0.00014
n2977	n2976	0.00015
n2978	n2977	0.00015
26632	n2978	0.00478
n2980	n2978	0.01161
33690	n2980	0.00477
n2982	n2980	0.00015
n2983	n2982	0.00239
170	n2983	0.00479
23955	n2983	0.00479
n2986	n2982	0.00016
n2989	n2986	0.00029
n2991	n2989	0.00026
12154	n2991	0.00719
n2993	n2991	0.0001
37003	n2993	0.00719
n2996	n2993	0.01277
n2997	n2996	0.00014
n2998	n2997	0.00015
n2999	n2998	0.00014
763	n2999	0.0072
n3001	n2999	0.00014
n3002	n3001	0.00014
n3003	n3002	0.01722
n3007	n3003	0.01685
12590	n3007	0.00609
n3009	n3007	0.00866
n3010	n3009	0.01606
2001	n3010	0.00014
n3012	n3010	0.01262
32376	n3012	0.08137
n3016	n3012	0.04219
8474	n3016	0.03051
19417	n3016	0.00324
n3019	n3009	0.01235
n3020	n3019	0.02802
22479	n3020	0.02944
33332	n3020	0.01641
n3023	n3019	0.00357
n3024	n3023	0.00258
n3025	n3024	0.01857
35722	n3025	0.00726
n3027	n3025	0.00563
34356	n3027	0.02908
1380	n3027	0.02134
15635	n3024	0.01665
n3033	n3023	0.00212
31263	n3033	0.01943
n3035	n3033	0.01301
39916	n3035	0.00016
30784	n3035	0.00944
11465	n3003	0.00707
n3042	n3002	0.00016
n3043	n3042	0.00014
3565	n3043	0.00957
n3045	n3043	0.00188
5274	n3045	0.00484
26839	n3045	0.00373
12303	n3042	0.00377
14597	n3001	0.00963
16281	n2998	0.00721
18570	n2997	0.00239
n3054	n2996	0.00238
18661	n3054	0.00479
34116	n3054	0.00479
27918	n2989	0.00762
10493	n2986	0.00719
11783	n2977	0.00479
4094	n2976	0.00479
n3065	n2949	0.00014
26453	n3065	0.00479
n3067	n3065	0.00011
n3068	n3067	0.00239
17109	n3068	0.00961
n3070	n3068	0.00015
14703	n3070	0.00719
2987	n3070	0.0072
n3073	n3067	0.00143
n3074	n3073	0.0001
n3075	n3074	0.00015
n3076	n3075	0.00015
n3077	n3076	0.00016
1384	n3077	0.0096
n3079	n3077	0.00014
21683	n3079	0.00961
n3081	n3079	0.00179
n3082	n3081	0.02116
31398	n3082	0.00698
13379	n3082	0.02343
n3085	n3081	0.00576
33562	n3085	0.02417
22069	n3085	0.01695
30097	n3076	0.00961
n3089	n3075	0.00239
40246	n3089	0.00721
6609	n3089	0.00721
19966	n3074	0.00014
18069	n3073	0.00961
4371	n2948	0.00958
38531	n2947	0.00961
n3098	n2946	0.00014
n3099	n3098	0.00013
n3100	n3099	0.00239
14089	n3100	0.00721
27226	n3100	0.00721
n3103	n3099	0.00205
12890	n3103	0.00575
n3105	n3103	0.01128
n3106	n3105	0.00347
n3108	n3106	0.00029
n3109	n3108	0.00015
2189	n3109	0.00377
n3111	n3109	0.00016
3408	n3111	0.00472
10591	n3111	0.00367
16024	n3108	0.00471
n3116	n3106	0.00472
15388	n3116	0.00015
32595	n3116	0.00947
1139	n3105	0.01488
n3122	n3098	0.00184
12377	n3122	0.00727
5723	n3122	0.00762
n3125	n2945	0.00016
n3126	n3125	0.00187
4635	n3126	0.00481
16255	n3126	0.00378
n3129	n3125	0.01899
n3130	n3129	0.01004
8750	n3130	0.04175
23585	n3130	0.02459
n3133	n3129	0.00014
n3134	n3133	0.00016
10375	n3134	0.03734
n3136	n3134	0.00233
22028	n3136	0.00966
28823	n3136	0.00481
n3139	n3133	0.00236
38185	n3139	0.00726
n3143	n3139	0.00014
12883	n3143	0.0048
n3145	n3143	0.00014
34755	n3145	0.00477
29945	n3145	0.00724
14080	n2944	0.00517
13845	n2943	0.00479
13186	n2942	0.00477
27944	n2933	0.00479
20871	n2932	0.02413
n3153	n2931	0.00014
n3154	n3153	0.00187
6170	n3154	0.0048
32520	n3154	0.00564
n3157	n3153	0.00014
25987	n3157	0.00479
n3159	n3157	0.00014
n3160	n3159	0.00014
n3161	n3160	0.00239
27080	n3161	0.00239
31657	n3161	0.01705
n3164	n3160	0.00016
n3165	n3164	0.00014
n3166	n3165	0.00014
n3167	n3166	0.00014
n3168	n3167	0.00238
10011	n3168	0.00481
34883	n3168	0.00481
n3171	n3167	0.00016
n3172	n3171	0.00016
n3173	n3172	0.00014
13683	n3173	0.00479
n3175	n3173	0.00015
40156	n3175	0.00375
n3177	n3175	0.00014
n3178	n3177	0.00016
n3179	n3178	0.00015
n3180	n3179	0.00188
26297	n3180	0.00239
3344	n3180	0.00378
n3183	n3179	0.00014
n3184	n3183	0.00011
n3185	n3184	0.00014
n3186	n3185	0.00015
n3187	n3186	0.00014
n3188	n3187	0.00014
n3189	n3188	0.00014
n3190	n3189	0.00016
20116	n3190	0.01207
n3192	n3190	0.00014
13142	n3192	0.00711
30096	n3192	0.00465
n3195	n3189	0.00014
26889	n3195	0.00478
n3197	n3195	0.00012
6325	n3197	0.00479
n3199	n3197	0.00011
n3200	n3199	0.00014
n3201	n3200	0.00204
n3202	n3201	0.00014
1543	n3202	0.00655
36291	n3202	0.00478
n3205	n3201	0.0252
n3206	n3205	0.00257
n3207	n3206	0.02096
n3208	n3207	0.00015
n3209	n3208	0.00731
n3210	n3209	0.01331
n3211	n3210	0.05862
n3212	n3211	0.04136
39476	n3212	0.02768
36796	n3212	0.06512
n3215	n3211	0.00766
29821	n3215	0.0849
n3217	n3215	0.04216
35323	n3217	0.01903
33410	n3217	0.01083
n3220	n3210	0.00199
40594	n3220	0.02601
17070	n3220	0.04069
n3223	n3209	0.04317
n3224	n3223	0.03564
19625	n3224	0.0323
20640	n3224	0.02927
n3227	n3223	0.01818
33029	n3227	0.00754
25045	n3227	0.09767
18409	n3208	0.01935
869	n3207	0.00377
28477	n3206	0.00506
1920	n3205	0.00724
n3234	n3200	0.0023
n3235	n3234	0.00061
n3236	n3235	0.0001
14616	n3236	0.0072
n3238	n3236	0.00051
33534	n3238	0.00721
n3240	n3238	0.00142
6653	n3240	0.0213
n3242	n3240	0.00509
n3243	n3242	0.0001
n3245	n3243	0.00042
12227	n3245	0.00479
n3247	n3245	0.00022
n3248	n3247	0.00029
n3249	n3248	0.00014
n3250	n3249	0.00015
n3251	n3250	0.00014
n3252	n3251	0.00014
n3253	n3252	0.00239
9634	n3253	0.00239
2667	n3253	0.00722
n3256	n3252	0.0001
367	n3256	0.00478
n3258	n3256	0.00014
24686	n3258	0.0048
n3260	n3258	0.0001
n3261	n3260	0.00486
13658	n3261	0.00491
16566	n3261	0.00239
n3264	n3260	0.00039
10333	n3264	0.00479
n3266	n3264	0.00349
17134	n3266	0.00478
n3268	n3266	0.0001
n3269	n3268	0.0001
n3270	n3269	0.00235
n3271	n3270	0.00938
10186	n3271	0.01797
28229	n3271	0.04227
34832	n3270	0.00245
n3275	n3269	0.00014
n3276	n3275	0.00013
830	n3276	0.00479
n3278	n3276	0.00012
29129	n3278	0.00479
n3280	n3278	0.00012
33167	n3280	0.00479
n3282	n3280	0.00012
34589	n3282	0.00479
n3284	n3282	0.00014
n3285	n3284	0.00014
n3286	n3285	0.00196
31143	n3286	0.00393
32576	n3286	0.00479
31575	n3285	0.0221
11068	n3284	0.0124
24078	n3275	0.00479
26354	n3268	0.00478
5694	n3251	0.00479
36282	n3250	0.0072
37223	n3249	0.00478
2216	n3248	0.01738
n3297	n3247	0.00239
4189	n3297	0.00719
n3299	n3297	0.00016
6073	n3299	0.00239
28250	n3299	0.00719
19863	n3243	0.00719
n3304	n3242	0.00549
19046	n3304	0.00478
n3306	n3304	0.00551
23998	n3306	0.01672
31033	n3306	0.00238
8853	n3235	0.00479
22451	n3234	0.00479
n3311	n3199	0.00016
n3312	n3311	0.00718
16238	n3312	0.01203
n3314	n3312	0.00242
36313	n3314	0.01693
35333	n3314	0.00236
n3317	n3311	0.00945
n3318	n3317	0.00014
n3319	n3318	0.00188
23121	n3319	0.01212
n3321	n3319	0.00184
5837	n3321	0.00384
17520	n3321	0.01717
n3324	n3318	0.00015
5750	n3324	0.00724
22149	n3324	0.00749
8453	n3317	0.01148
40356	n3188	0.00719
11081	n3187	0.01457
39223	n3186	0.00478
n3331	n3185	0.00239
11561	n3331	0.00719
n3333	n3331	0.00014
12361	n3333	0.00479
32090	n3333	0.00478
28018	n3184	0.00479
n3337	n3183	0.00014
n3338	n3337	0.00014
n3339	n3338	0.00133
176	n3339	0.00447
n3341	n3339	0.00136
8679	n3341	0.0048
8646	n3341	0.0048
9211	n3338	0.00746
28439	n3337	0.00479
n3346	n3178	0.00188
39554	n3346	0.0024
27554	n3346	0.00379
36104	n3177	0.00188
1835	n3172	0.0072
n3351	n3171	0.00134
n3352	n3351	0.00136
16182	n3352	0.0048
25741	n3352	0.0048
6923	n3351	0.00447
10155	n3166	0.0048
n3357	n3165	0.00133
n3358	n3357	0.00137
5518	n3358	0.00479
34605	n3358	0.00479
19550	n3357	0.00447
4403	n3164	0.00375
12360	n3159	0.00479
15698	n2924	0.00617
n3365	n2923	0.0024
18663	n3365	0.00484
40598	n3365	0.00971
23409	n2892	0.01208
n3369	n2633	0.05044
29521	n3369	0.02418
4810	n3369	0.02002
n3372	n2632	0.0019
n3375	n3372	0.01184
40561	n3375	0.0236
31976	n3375	0.01693
32622	n3372	0.0024
n3380	n2548	0.00372
n3381	n3380	0.00241
39991	n3381	0.01983
n3384	n3381	0.02409
5408	n3384	0.00016
8127	n3384	0.00957
9119	n3380	0.02326
16359	n2527	0.00975
32028	n2526	0.00015
n3402	n1939	0.0398
n3403	n3402	0.00487
n3404	n3403	0.01112
n3405	n3404	0.01522
n3408	n3405	0.1311
39632	n3408	0.00015
n3410	n3408	0.006
5327	n3410	0.03331
34312	n3410	0.00256
n3417	n3405	0.00613
n4400	n3417	0.12646
39570	n4400	0.03397
n4402	n4400	0.03903
36778	n4402	0.01211
n4404	n4402	0.0126
24633	n4404	0.00014
n4406	n4404	0.00015
8639	n4406	0.00851
18938	n4406	0.01998
7139	n3417	0.05444
n4412	n3404	0.00765
n4419	n4412	0.21156
11434	n4419	0.02348
31356	n4419	0.01832
n6170	n4412	0.04597
n6178	n6170	0.16615
37995	n6178	0.00015
n6180	n6178	0.00016
39542	n6180	0.00347
16790	n6180	0.00673
34226	n6170	0.19667
n6187	n3403	0.03174
n6233	n6187	0.22776
n6235	n6233	0.00699
11720	n6235	0.00014
14220	n6235	0.01774
23962	n6233	0.01335
n6295	n6187	0.07502
n6296	n6295	0.00883
38985	n6296	0.00691
29255	n6296	0.00243
n6299	n6295	0.00876
n6300	n6299	0.00376
30301	n6300	0.07477
n6302	n6300	0.00537
n6303	n6302	0.00034
n6304	n6303	0.00121
n6305	n6304	0.00022
20259	n6305	0.00939
n6307	n6305	0.00408
n6308	n6307	0.00041
25983	n6308	0.00191
n6310	n6308	0.00119
n6311	n6310	0.00015
24631	n6311	0.00466
29754	n6311	0.00579
n6314	n6310	0.00099
n6315	n6314	0.00097
n6316	n6315	0.00013
10321	n6316	0.00452
n6318	n6316	0.00374
n6319	n6318	0.00014
11550	n6319	0.01427
22433	n6319	0.00451
n6322	n6318	0.03652
n6323	n6322	0.04334
23827	n6323	0.0071
n6325	n6323	0.04719
14288	n6325	0.01709
10868	n6325	0.14994
n6328	n6322	0.03005
17906	n6328	0.00991
n6330	n6328	0.00148
15508	n6330	0.00836
n6332	n6330	0.00014
5603	n6332	0.0093
n6334	n6332	0.00016
4543	n6334	0.02976
n6336	n6334	0.03333
n6337	n6336	0.01338
n6338	n6337	0.01817
n6339	n6338	0.00685
36670	n6339	0.00881
n6341	n6339	0.02472
n6343	n6341	0.02514
32721	n6343	0.04219
n6345	n6343	0.02781
1029	n6345	0.02974
n6347	n6345	0.0272
n6348	n6347	0.03804
6333	n6348	0.03128
25650	n6348	0.0494
2471	n6347	0.0183
40639	n6341	0.08362
n6354	n6338	0.02979
13025	n6354	0.04569
5874	n6354	0.01566
36260	n6337	0.01854
8944	n6336	0.04325
n6359	n6315	0.00015
26923	n6359	0.00941
23531	n6359	0.00705
39268	n6314	0.00929
n6363	n6307	0.00016
n6364	n6363	0.00015
n6365	n6364	0.00014
n6366	n6365	0.00012
n6367	n6366	0.00016
20968	n6367	0.00948
n6369	n6367	0.00015
n6370	n6369	0.00014
n6371	n6370	0.00014
n6372	n6371	0.00323
n6373	n6372	0.02451
23096	n6373	0.00866
34328	n6373	0.00299
22961	n6372	0.0088
n6377	n6371	0.00014
34329	n6377	0.01329
35417	n6377	0.04712
25364	n6370	0.00938
5793	n6369	0.00936
33794	n6366	0.00236
n6383	n6365	0.00188
31707	n6383	0.00936
28826	n6383	0.00384
35361	n6364	0.01158
n6387	n6363	0.01317
17965	n6387	0.04757
13713	n6387	0.01141
14344	n6304	0.00936
11055	n6303	0.00014
n6392	n6302	0.00015
n6393	n6392	0.00418
n6394	n6393	0.00824
n6395	n6394	0.00016
n6396	n6395	0.00014
24851	n6396	0.00934
10370	n6396	0.01112
n6399	n6395	0.00016
n6400	n6399	0.00016
1937	n6400	0.00742
13539	n6400	0.0056
n6403	n6399	0.00183
n6404	n6403	0.00015
31084	n6404	0.01685
19279	n6404	0.00016
31372	n6403	0.00736
n6408	n6394	0.00016
4771	n6408	0.01889
n6410	n6408	0.00014
n6411	n6410	0.00016
n6412	n6411	0.00606
7871	n6412	0.00333
n6414	n6412	0.016
3922	n6414	0.00693
n6416	n6414	0.00689
37453	n6416	0.01879
22817	n6416	0.0092
19449	n6411	0.10108
22020	n6410	0.01403
n6421	n6393	0.00424
n6422	n6421	0.00015
n6423	n6422	0.00015
n6424	n6423	0.00015
n6425	n6424	0.00015
n6426	n6425	0.00553
7674	n6426	0.01096
n6428	n6426	0.00427
n6429	n6428	0.00015
29264	n6429	0.00703
30410	n6429	0.021
17518	n6428	0.00903
16033	n6425	0.00933
4948	n6424	0.00014
n6436	n6423	0.00427
4694	n6436	0.00712
34366	n6436	0.03371
16841	n6422	0.00184
n6447	n6421	0.00196
n6448	n6447	0.00014
12687	n6448	0.007
29289	n6448	0.00938
n6451	n6447	0.00541
23368	n6451	0.01866
33838	n6451	0.01002
n6454	n6392	0.00014
n6455	n6454	0.00192
n6456	n6455	0.00192
18197	n6456	0.00552
n6458	n6456	0.0039
27926	n6458	0.00236
n6460	n6458	0.00275
n6461	n6460	0.01457
29964	n6461	0.02884
12766	n6461	0.00916
32330	n6460	0.01498
n6465	n6455	0.00016
26432	n6465	0.007
27998	n6465	0.00932
n6468	n6454	0.01063
3443	n6468	0.00775
n6470	n6468	0.00777
2138	n6470	0.00708
32525	n6470	0.00582
36213	n6299	0.00702
n6474	n3402	0.00074
23724	n6474	0.04946
n6476	n6474	0.00799
n6477	n6476	0.04098
n6478	n6477	0.03786
14403	n6478	0.00014
2039	n6478	0.00232
n6481	n6477	0.01081
n6482	n6481	0.00408
n6483	n6482	0.00014
28912	n6483	0.01172
n6485	n6483	0.00014
n6486	n6485	0.00015
32413	n6486	0.00014
n6488	n6486	0.00014
8326	n6488	0.01212
n6490	n6488	0.00015
8142	n6490	0.00952
n6492	n6490	0.01827
23359	n6492	0.04165
31714	n6492	0.09368
6222	n6485	0.00014
1549	n6482	0.01171
n6497	n6481	0.00726
n6498	n6497	0.01093
35839	n6498	0.07978
n6500	n6498	0.00015
20111	n6500	0.02057
21043	n6500	0.03377
23921	n6497	0.0387
32386	n6476	0.22038
n6648	n1938	0.00672
n6649	n6648	0.22319
24178	n6649	0.04311
35029	n6649	0.0884
n6652	n6648	0.02574
n6697	n6652	0.08003
n6698	n6697	0.04603
n6699	n6698	0.09828
2051	n6699	0.03902
25793	n6699	0.04743
n6702	n6698	0.02887
n6703	n6702	0.0205
n6704	n6703	0.04189
13034	n6704	0.0949
16971	n6704	0.18805
n6707	n6703	0.1165
20475	n6707	0.00324
n6709	n6707	0.00704
393	n6709	0.00988
15459	n6709	0.01467
n6712	n6702	0.08798
2886	n6712	0.03014
38237	n6712	0.00014
n6715	n6697	0.01908
n6720	n6715	0.02388
n6721	n6720	0.00813
n6722	n6721	0.00729
n6723	n6722	0.02548
n6724	n6723	0.16526
8385	n6724	0.04149
27111	n6724	0.01559
n6732	n6723	0.15356
23213	n6732	0.16635
n6738	n6732	0.06033
19786	n6738	0.10898
