child	parent	length
n2		0
n5	n2	0.0271
n6	n5	0.01412
19717	n6	0.40057
n363	n6	0.01481
n1934	n363	0.08236
n1935	n1934	0.01779
n1938	n1935	0.03567
5901	n1938	0.20931
n6766	n1938	0.18349
n6798	n6766	0.02195
n6862	n6798	0.18007
23861	n6862	0
12709	n6862	0
n6970	n6798	0.20149
14892	n6970	0.0023
29196	n6970	0.00243
n7300	n6766	0.06034
n7301	n7300	0.00998
n7302	n7301	0.0052
n7305	n7302	0.06179
15722	n7305	0.03411
n7316	n7305	0.01705
n7321	n7316	0.00046
n7326	n7321	0.03638
n7327	n7326	0.03498
n7329	n7327	0.02648
1931	n7329	0.01676
6936	n7329	0.06843
21904	n7327	0.00014
21514	n7326	0.03065
n7339	n7321	0.03683
8251	n7339	0.1601
n7347	n7339	0.0291
38054	n7347	0.13043
1782	n7347	0.2055
n7361	n7316	0.02937
29136	n7361	0.02014
9739	n7361	0.00736
n7368	n7302	0.0029
n7373	n7368	0.00699
8205	n7373	0.07663
n7448	n7373	0.01766
n7455	n7448	0.00133
n7456	n7455	0.00354
n7457	n7456	0.0025
24229	n7457	0.00759
26805	n7457	0.00736
n7460	n7456	0.00015
n7461	n7460	0.00011
n7462	n7461	0.00243
2109	n7462	0.00489
32808	n7462	0.00738
n7465	n7461	0.00012
n7467	n7465	0.00983
17414	n7467	0.0024
33105	n7467	0.00975
n7477	n7465	0.00015
n7478	n7477	0.00012
n7479	n7478	0.00266
11701	n7479	0.0098
n7481	n7479	0.00015
n7482	n7481	0.00016
n7483	n7482	0.00014
n7484	n7483	0.00014
n7485	n7484	0.00014
n7486	n7485	0.00197
8542	n7486	0.00513
38298	n7486	0.00191
n7489	n7485	0.00107
18729	n7489	0.00383
n7491	n7489	0.00076
16006	n7491	0.00199
n7493	n7491	0.00013
6431	n7493	0.00738
31567	n7493	0.00192
n7496	n7484	0.00014
23203	n7496	0.00378
34231	n7496	0.02291
n7499	n7483	0.00015
n7500	n7499	0.00014
n7501	n7500	0.00015
n7502	n7501	0.00014
2248	n7502	0
23229	n7502	0
n7505	n7501	0.00015
n7506	n7505	0.00014
15513	n7506	0.01571
26731	n7506	0.02371
n7513	n7505	0.00252
4676	n7513	0.00766
12655	n7513	0.0074
n7516	n7500	0.00191
10959	n7516	0.00736
22126	n7516	0.00578
n7521	n7499	0.00015
35826	n7521	0.00385
n7523	n7521	0.00015
32184	n7523	0.00567
10283	n7523	0.00978
n7526	n7482	0.00015
20269	n7526	0.01226
n7528	n7526	0.00297
n7536	n7528	0.0047
20787	n7536	0.00738
26073	n7536	0.00249
18085	n7528	0.002
25536	n7481	0.004
25482	n7478	0.00979
34133	n7477	0.00981
n7546	n7460	0.00685
24218	n7546	0.01978
n7548	n7546	0.00016
24730	n7548	0.01132
9641	n7548	0.01015
n7551	n7455	0.01339
n7554	n7551	0.00581
n7571	n7554	0.03495
11261	n7571	0.00976
n7577	n7571	0.00237
28269	n7577	0.0148
38034	n7577	0.01228
n7646	n7554	0.00729
n7712	n7646	0.00847
n7722	n7712	0.02
n7727	n7722	0.02005
38857	n7727	0.01606
26423	n7727	0.00337
23224	n7722	0.0156
n7745	n7712	0.01725
32589	n7745	0.01851
18895	n7745	0.04061
8195	n7646	0.01483
35100	n7551	0.05874
n7889	n7448	0.01382
35746	n7889	0.00209
n7891	n7889	0.01089
38634	n7891	0.01767
8373	n7891	0.00233
n7912	n7368	0.00015
n7934	n7912	0.20712
n7935	n7934	0.00785
16420	n7935	0.00755
34334	n7935	0.05061
n7944	n7934	0.05882
38943	n7944	0.02678
24022	n7944	0.02673
n8152	n7912	0.0257
22665	n8152	0.00014
2802	n8152	0.00014
n8337	n7301	0.0489
n8338	n8337	0.00396
n8363	n8338	0.01689
n8364	n8363	0.00404
31874	n8364	0.00408
n8366	n8364	0.00015
39401	n8366	0.00707
3612	n8366	0.00476
n8369	n8363	0.00516
n8370	n8369	0.00963
39106	n8370	0.00014
15190	n8370	0.00236
23144	n8369	0.02376
9538	n8338	0.02154
25858	n8337	0.07211
n8420	n7300	0.01037
n8422	n8420	0.01292
n8423	n8422	0.00533
n8424	n8423	0.0024
n8425	n8424	0.01934
n8426	n8425	0.00016
n8427	n8426	0.00016
3921	n8427	0.00969
604	n8427	0.01164
5573	n8426	0.00384
n8435	n8425	0.00044
n8436	n8435	0.00268
n8439	n8436	0.0003
n8442	n8439	0.00032
22293	n8442	0.01251
36361	n8442	0.01211
9805	n8439	0.00014
n8446	n8436	0.03429
14830	n8446	0.01284
15065	n8446	0.02326
n8451	n8435	0.00998
27739	n8451	0.00016
n8453	n8451	0.00486
n8454	n8453	0.03007
36713	n8454	0.02894
n8457	n8454	0.04921
23283	n8457	0.05826
33075	n8457	0.00542
34471	n8453	0.00015
34640	n8424	0.00762
7311	n8423	0.00517
9016	n8422	0.02576
n8478	n8420	0.02423
13040	n8478	0.00558
27795	n8478	0.0046
n11699	n1935	0.09824
n11836	n11699	0.05128
27340	n11836	0.06521
n11838	n11836	0.00156
969	n11838	0.08178
24468	n11838	0.0322
10885	n11699	0.17254
n12955	n1934	0.0294
34689	n12955	0.17248
n13116	n12955	0.15955
15329	n13116	0.00014
2115	n13116	0.01772
n14018	n363	0.11688
n14028	n14018	0.02292
35291	n14028	0.09277
28843	n14028	0.03679
3852	n14018	0.0071
n16398	n5	0.14302
72	n16398	0.02037
n17545	n16398	0.01494
39770	n17545	0.00246
n17547	n17545	0.00015
20565	n17547	0.00987
22965	n17547	0.00014
37971	n2	0.34197
