D<->D	D_N	I<->I	I_N	POST	POST<->D	POST<->I	POST<->POST	POST<->S	POST_N	PRE	PRE<->D	PRE<->I	PRE<->PRE	PRE<->S	PRE_N	S<->S	S_N	TREE
0.772735823382927	2137	0.651368597701149	30	../data/bik/presence_lists/NF118Sr2b/post/BayfrontPark.lst	0.774283213539228	0.630296000000001	0.651368597701149		30	../data/bik/presence_lists/NF118Sr2b/pre/BayfrontPark.lst	0.772395113473119	0.774283213539233	0.772735823382927		2137		0	../data/bik/trees/NF118Sr2b-midroot.db
D<->D	D_N	I<->I	I_N	POST	POST<->D	POST<->I	POST<->POST	POST<->S	POST_N	PRE	PRE<->D	PRE<->I	PRE<->PRE	PRE<->S	PRE_N	S<->S	S_N	TREE
0.501743179445125	271	0.51784325203252	42	../data/bik/presence_lists/NF118Sr2b/post/BelleairBlvd.lst	0.737126338077665	0.505860532879819	0.51784325203252		42	../data/bik/presence_lists/NF118Sr2b/pre/BelleairBlvd.lst	0.500021560708583	0.737126338077664	0.501743179445125		271		0	../data/bik/trees/NF118Sr2b-midroot.db
D<->D	D_N	I<->I	I_N	POST	POST<->D	POST<->I	POST<->POST	POST<->S	POST_N	PRE	PRE<->D	PRE<->I	PRE<->PRE	PRE<->S	PRE_N	S<->S	S_N	TREE
0.47295499366164	558	0.504145401217603	1166	../data/bik/presence_lists/NF118Sr2b/post/RyanCt.lst	0.618816297146757	0.503743285808006	0.504145401217603		1166	../data/bik/presence_lists/NF118Sr2b/pre/RyanCt.lst	0.472166729358557	0.618816297146752	0.47295499366164		558		0	../data/bik/trees/NF118Sr2b-midroot.db
D<->D	D_N	I<->I	I_N	POST	POST<->D	POST<->I	POST<->POST	POST<->S	POST_N	PRE	PRE<->D	PRE<->I	PRE<->PRE	PRE<->S	PRE_N	S<->S	S_N	TREE
0.544546619481484	873	0.609919149425287	30	../data/bik/presence_lists/NF118Sr2b/post/ShellfishLab.lst	0.695430208094687	0.590802977777777	0.609919149425287		30	../data/bik/presence_lists/NF118Sr2b/pre/ShellfishLab.lst	0.543961414983538	0.695430208094697	0.544546619481484		873		0	../data/bik/trees/NF118Sr2b-midroot.db
D<->D	D_N	I<->I	I_N	POST	POST<->D	POST<->I	POST<->POST	POST<->S	POST_N	PRE	PRE<->D	PRE<->I	PRE<->PRE	PRE<->S	PRE_N	S<->S	S_N	TREE
0.557015376060678	3501	0.502907476923077	26	../data/bik/presence_lists/F04R22/post/BayfrontPark.lst	0.678586875288377	0.484474585798817	0.502907476923077		26	../data/bik/presence_lists/F04R22/pre/BayfrontPark.lst	0.556866226193577	0.678586875288375	0.557015376060678		3501		0	../data/bik/trees/F04R22-midroot.db
D<->D	D_N	I<->I	I_N	POST	POST<->D	POST<->I	POST<->POST	POST<->S	POST_N	PRE	PRE<->D	PRE<->I	PRE<->PRE	PRE<->S	PRE_N	S<->S	S_N	TREE
0.684622076692172	218	0.422111666666666	57	../data/bik/presence_lists/F04R22/post/BelleairBlvd.lst	0.670116463866088	0.41507054478301	0.422111666666666		57	../data/bik/presence_lists/F04R22/pre/BelleairBlvd.lst	0.681605748674357	0.670116463866085	0.684622076692172		218		0	../data/bik/trees/F04R22-midroot.db
D<->D	D_N	I<->I	I_N	POST	POST<->D	POST<->I	POST<->POST	POST<->S	POST_N	PRE	PRE<->D	PRE<->I	PRE<->PRE	PRE<->S	PRE_N	S<->S	S_N	TREE
0.4754715263399	1663	0.493309954527178	1364	../data/bik/presence_lists/F04R22/post/RyanCt.lst	0.656274639334052	0.492970521925363	0.493309954527178		1364	../data/bik/presence_lists/F04R22/pre/RyanCt.lst	0.475203356654629	0.656274639334168	0.475471526339901		1663		0	../data/bik/trees/F04R22-midroot.db
D<->D	D_N	I<->I	I_N	POST	POST<->D	POST<->I	POST<->POST	POST<->S	POST_N	PRE	PRE<->D	PRE<->I	PRE<->PRE	PRE<->S	PRE_N	S<->S	S_N	TREE
0.472624320661165	2986	0.305737231352718	113	../data/bik/presence_lists/F04R22/post/ShellfishLab.lst	0.712445640896446	0.303288584853942	0.305737231352718		113	../data/bik/presence_lists/F04R22/pre/ShellfishLab.lst	0.472475594955508	0.712445640896451	0.472624320661164		2986		0	../data/bik/trees/F04R22-midroot.db
