site	primer	treatment	id	distance	abundance
RyanCt	F04R22	Post	38798	0.027843934480239	0.77465
RyanCt	F04R22	Post	34434	0.00988148083036669	1.1774
RyanCt	F04R22	Post	29790	0.0224284036001835	0.77465
RyanCt	F04R22	Post	17620	0.0136042333056905	0.77465
RyanCt	F04R22	Post	34313	0.0224308607935536	0.77465
RyanCt	F04R22	Post	36668	0.0182522246162388	0.77465
RyanCt	F04R22	Post	5844	0.0162155724359162	0.77465
RyanCt	F04R22	Post	30803	0.0143044580662384	0.8062
RyanCt	F04R22	Post	10612	0.0169854370000336	1.1395
RyanCt	F04R22	Post	36617	0.0170914289122379	1.1395
RyanCt	F04R22	Post	16351	0.0222222222222222	0.8062
RyanCt	F04R22	Post	25591	0.0194946565586703	1.42125
RyanCt	F04R22	Post	35457	0.0183235102176541	0.77465
RyanCt	F04R22	Post	8398	0.0220351316951418	0.8062
RyanCt	F04R22	Post	22377	0.0166744042092232	0.8062
RyanCt	F04R22	Post	29340	0.015332405576308	0.77465
RyanCt	F04R22	Post	17892	0.0132632575472366	1.1395
RyanCt	F04R22	Post	7196	0.0219845542567598	0.8062
RyanCt	F04R22	Post	25230	0.0195430818108194	0.8062
RyanCt	F04R22	Post	26749	0.0219585880480893	0.8062
RyanCt	F04R22	Post	29820	0.0221635161281468	1.42125
RyanCt	F04R22	Post	27797	0.0207889134321339	0.77465
RyanCt	F04R22	Post	10714	0.0211479590535953	0.77465
RyanCt	F04R22	Post	11212	0.0207756232686981	0.8062
RyanCt	F04R22	Post	39965	0.0213210118136393	0.77465
RyanCt	F04R22	Post	29028	0.00880585138933035	1.1774
RyanCt	F04R22	Post	18905	0.0133941831380638	0.8062
RyanCt	F04R22	Post	37786	0.0201299125212169	0.8062
RyanCt	F04R22	Post	30981	0.0219148386182046	0.8062
RyanCt	F04R22	Post	28025	0.0223979100305958	1.1395
RyanCt	F04R22	Post	8556	0.0225429292244256	0.8062
RyanCt	F04R22	Post	1691	0.0154235591312512	0.8062
RyanCt	NF118Sr2b	Post	8563	0.0145850371928185	2.83975
RyanCt	NF118Sr2b	Post	35184	0.0181818181818182	0.90625
RyanCt	NF118Sr2b	Post	5979	0.0211311656260307	1.5469
RyanCt	NF118Sr2b	Post	9998	0.0151475518460756	1.3224
RyanCt	NF118Sr2b	Post	38255	0.0151705052778012	0.73005
RyanCt	NF118Sr2b	Post	14308	0.0101424294391781	0.73005
RyanCt	NF118Sr2b	Post	13060	0.0139379391282606	0.73005
RyanCt	NF118Sr2b	Post	9695	0.024746844729766	1.0854
RyanCt	NF118Sr2b	Post	39147	0.0258117982127243	0.90625
RyanCt	NF118Sr2b	Post	19423	0.0198833763502533	0.73005
RyanCt	NF118Sr2b	Post	17344	0.02421875	0.90625
RyanCt	NF118Sr2b	Post	3588	0.0216809118179444	0.90625
RyanCt	NF118Sr2b	Post	34923	0.011378956211966	1.2955
RyanCt	NF118Sr2b	Post	7074	0.0180055475049782	0.90625
RyanCt	NF118Sr2b	Post	39127	0.0167726727221356	0.90625
RyanCt	NF118Sr2b	Post	29836	0.0133228840125392	1.50045
RyanCt	NF118Sr2b	Post	20491	0.0179555025633564	0.73005
RyanCt	NF118Sr2b	Post	25686	0.0141701914342201	3.02575
RyanCt	NF118Sr2b	Post	40457	0.0102482580929827	6.285
RyanCt	NF118Sr2b	Post	29290	0.0176963281106604	5.4815
RyanCt	NF118Sr2b	Post	36506	0.0264403570806132	0.73005
RyanCt	NF118Sr2b	Post	34931	0.0145343162956816	0.90625
RyanCt	NF118Sr2b	Post	25368	0.0236247818559466	0.90625
RyanCt	NF118Sr2b	Post	39866	0.022274004144153	0.90625
RyanCt	NF118Sr2b	Post	22544	0.0212390090563558	1.5469
RyanCt	NF118Sr2b	Post	13986	0.0186295277234565	0.73005
RyanCt	NF118Sr2b	Post	37016	0.0219954511094204	0.90625
RyanCt	NF118Sr2b	Post	16320	0.0154079372212662	2.90725
RyanCt	NF118Sr2b	Post	15132	0.014107682123569	1.2955
RyanCt	NF118Sr2b	Post	5148	0.0142604573967748	1.3224
RyanCt	NF118Sr2b	Post	29101	0.0169831578002744	0.73005
RyanCt	NF118Sr2b	Post	28005	0.0211945954525614	0.90625
RyanCt	NF118Sr2b	Post	9624	0.0207704419562882	0.90625
RyanCt	NF118Sr2b	Post	33244	0.022794014631024	0.73005
RyanCt	NF118Sr2b	Post	35371	0.0216908110814691	0.90625
RyanCt	NF118Sr2b	Post	37593	0.0212350386378808	1.2955
RyanCt	NF118Sr2b	Post	35957	0.0189156152596028	0.90625
RyanCt	NF118Sr2b	Post	17354	0.020268691588785	0.90625
RyanCt	NF118Sr2b	Post	24289	0.022590800846954	0.73005
RyanCt	NF118Sr2b	Post	10129	0.0230108184431285	0.73005
RyanCt	NF118Sr2b	Post	39205	0.0235780357543105	0.73005
RyanCt	NF118Sr2b	Post	19805	0.0226340100977549	1.0854
RyanCt	NF118Sr2b	Post	3124	0.0164492046428098	1.3224
RyanCt	NF118Sr2b	Post	3391	0.0236286549844838	1.3224
RyanCt	NF118Sr2b	Post	25946	0.0133441408689514	0.90625
RyanCt	NF118Sr2b	Post	7345	0.0216238989462936	1.733
RyanCt	NF118Sr2b	Post	5473	0.0142164521268038	1.5469
RyanCt	NF118Sr2b	Post	4602	0.0167721518987342	0.73005
RyanCt	NF118Sr2b	Post	32927	0.0137221825282492	4.8555
RyanCt	NF118Sr2b	Post	14363	0.0144038046306095	1.0854
RyanCt	NF118Sr2b	Post	5873	0.0211816080135201	0.73005
RyanCt	NF118Sr2b	Post	9023	0.0142440847627297	1.0854
RyanCt	NF118Sr2b	Post	40650	0.00417972831765935	3.92165
RyanCt	NF118Sr2b	Post	11598	0.013661436936112	1.5469
RyanCt	NF118Sr2b	Post	6158	0.024024165510096	0.90625
RyanCt	NF118Sr2b	Post	10131	0.0159680638722555	0.73005
RyanCt	NF118Sr2b	Post	11973	0.0213836477987421	1.8808
RyanCt	NF118Sr2b	Post	21268	0.0235413517214614	0.73005
RyanCt	NF118Sr2b	Post	14666	0.0121356452102735	1.86445
RyanCt	NF118Sr2b	Post	13104	0.022349059617458	0.73005
RyanCt	NF118Sr2b	Post	4269	0.0167111702858869	1.0854
RyanCt	NF118Sr2b	Post	39084	0.0140580263867534	2.10815
RyanCt	NF118Sr2b	Post	39533	0.021896414600009	0.90625
RyanCt	NF118Sr2b	Post	21380	0.0148148148148148	0.90625
RyanCt	NF118Sr2b	Post	28122	0.0180073349087556	1.0854
RyanCt	NF118Sr2b	Post	13445	0.0171539602291168	1.2955
RyanCt	NF118Sr2b	Post	17340	0.0213766926588421	0.73005
RyanCt	NF118Sr2b	Post	40800	0.0224814499632972	0.73005
RyanCt	NF118Sr2b	Post	35633	0.0167448542120267	0.90625
RyanCt	NF118Sr2b	Post	13884	0.0216049382716049	0.73005
RyanCt	NF118Sr2b	Post	19799	0.0213766926588421	0.73005
RyanCt	NF118Sr2b	Post	32869	0.0232082336070368	0.73005
RyanCt	NF118Sr2b	Post	11063	0.0136203725179697	1.3224
RyanCt	NF118Sr2b	Post	22418	0.0129080478067478	7.1235
RyanCt	NF118Sr2b	Post	26542	0.0190236778855814	0.90625
RyanCt	NF118Sr2b	Post	30337	0.0241570061743582	0.90625
RyanCt	NF118Sr2b	Post	21468	0.0141422890696671	2.10815
RyanCt	NF118Sr2b	Post	21821	0.0218068535825545	0.73005
RyanCt	NF118Sr2b	Post	18115	0.00731452455590387	0.73005
RyanCt	NF118Sr2b	Post	29588	0.0169358441493596	0.73005
RyanCt	NF118Sr2b	Post	38638	0.0199338418707811	0.90625
RyanCt	NF118Sr2b	Post	21729	0.0214235382971251	1.5469
RyanCt	NF118Sr2b	Post	3627	0.0205696202531646	1.8808
RyanCt	NF118Sr2b	Post	6201	0.0117071896770603	0.90625
RyanCt	NF118Sr2b	Post	8123	0.0139782651339195	2.725
RyanCt	NF118Sr2b	Post	39939	0.0159605302869335	1.95395
RyanCt	NF118Sr2b	Post	5443	0.0115667718191377	1.2955
RyanCt	NF118Sr2b	Post	5503	0.0195662696636287	1.0854
RyanCt	NF118Sr2b	Post	40342	0.0191208833833266	0.73005
RyanCt	NF118Sr2b	Post	5324	0.0194648738308352	0.90625
RyanCt	NF118Sr2b	Post	34610	0.0234686357992513	0.90625
RyanCt	NF118Sr2b	Post	1197	0.0225705329153605	0.73005
RyanCt	NF118Sr2b	Post	12407	0.0082815734989648	0.73005
RyanCt	NF118Sr2b	Post	10725	0.0150054406420956	1.86445
RyanCt	NF118Sr2b	Post	29644	0.0203814181950538	0.73005
RyanCt	NF118Sr2b	Post	1440	0.0119349054646966	5.0825
RyanCt	NF118Sr2b	Post	20938	0.0240346710766687	0.73005
RyanCt	NF118Sr2b	Post	31875	0.0217968194142646	0.90625
RyanCt	NF118Sr2b	Post	11087	0.0244657653178403	0.90625
RyanCt	NF118Sr2b	Post	12302	0.0112866782357782	0.90625
RyanCt	NF118Sr2b	Post	7969	0.0191371411769158	1.0854
RyanCt	NF118Sr2b	Post	9240	0.0210280373831776	0.73005
RyanCt	NF118Sr2b	Post	20466	0.0168923124966444	0.73005
RyanCt	NF118Sr2b	Post	16968	0.0220900051910714	0.73005
RyanCt	NF118Sr2b	Post	22821	0.0249470266184602	0.73005
RyanCt	NF118Sr2b	Post	30082	0.0148523950663999	1.5469
RyanCt	NF118Sr2b	Post	32280	0.0167460498345179	1.95395
RyanCt	NF118Sr2b	Post	2302	0.0173467433414755	0.90625
RyanCt	NF118Sr2b	Post	9066	0.0182954902014463	0.90625
RyanCt	NF118Sr2b	Post	26529	0.0222474422028186	0.90625
RyanCt	NF118Sr2b	Post	35342	0.0204802573203194	0.90625
RyanCt	NF118Sr2b	Post	33494	0.0236874781742576	0.90625
RyanCt	NF118Sr2b	Post	8060	0.014074528168914	1.0854
RyanCt	NF118Sr2b	Post	24169	0.0159336164195007	0.90625
RyanCt	NF118Sr2b	Post	27195	0.00852425020834537	3.43265
RyanCt	NF118Sr2b	Post	35651	0.0141529336836239	2.61975
RyanCt	NF118Sr2b	Post	18863	0.0244751102463672	0.90625
RyanCt	NF118Sr2b	Post	23652	0.0104260010640412	6.6345
RyanCt	NF118Sr2b	Post	9256	0.0163737847072883	0.90625
RyanCt	NF118Sr2b	Post	38226	0.022103813587501	0.90625
RyanCt	NF118Sr2b	Post	10344	0.0155432091897304	2.28545
RyanCt	NF118Sr2b	Post	9161	0.0213657809068524	0.90625
RyanCt	NF118Sr2b	Post	30406	0.027364076014396	0.90625
RyanCt	NF118Sr2b	Post	3572	0.0229751825143382	0.90625
RyanCt	NF118Sr2b	Post	6754	0.0151355849042099	1.2955
RyanCt	NF118Sr2b	Post	35098	0.0217953837302393	1.3224
RyanCt	NF118Sr2b	Post	37927	0.0210608936915888	0.90625
RyanCt	NF118Sr2b	Post	3908	0.0189769568078087	0.73005
RyanCt	NF118Sr2b	Post	4772	0.0184589117778773	1.0854
RyanCt	NF118Sr2b	Post	32290	0.0141629926118668	1.0854
RyanCt	NF118Sr2b	Post	15349	0.0185758513931889	1.0854
RyanCt	NF118Sr2b	Post	27868	0.0219207157784744	0.90625
RyanCt	NF118Sr2b	Post	9697	0.0228900144197533	0.90625
RyanCt	NF118Sr2b	Post	30172	0.016569974265576	0.73005
RyanCt	NF118Sr2b	Post	4995	0.0221791917672544	0.90625
RyanCt	NF118Sr2b	Post	22519	0.0240254902892042	1.2955
RyanCt	NF118Sr2b	Post	13875	0.0224627781094054	0.90625
RyanCt	NF118Sr2b	Post	40074	0.0247745322385247	0.73005
RyanCt	NF118Sr2b	Post	35128	0.0215041952192245	0.90625
RyanCt	NF118Sr2b	Post	35379	0.0184003505088184	0.73005
RyanCt	NF118Sr2b	Post	27725	0.0234008816374865	0.73005
RyanCt	NF118Sr2b	Post	34367	0.0230158424926034	1.3224
RyanCt	NF118Sr2b	Post	5082	0.0151638478295451	4.3183
RyanCt	NF118Sr2b	Post	18794	0.01081330310148	2.10525
RyanCt	NF118Sr2b	Post	5466	0.0229335861036236	1.50045
RyanCt	NF118Sr2b	Post	30824	0.0211311656260307	0.73005
RyanCt	NF118Sr2b	Post	13397	0.0213824199173778	0.73005
RyanCt	NF118Sr2b	Post	30441	0.0223792012179534	0.73005
RyanCt	NF118Sr2b	Post	33033	0.0204967483295832	0.90625
RyanCt	NF118Sr2b	Post	32005	0.0218733737438889	0.73005
RyanCt	NF118Sr2b	Post	21455	0.0230015673981191	1.2955
RyanCt	NF118Sr2b	Post	9738	0.0215059521702406	0.73005
RyanCt	NF118Sr2b	Post	21767	0.0233159599932608	0.73005
RyanCt	NF118Sr2b	Post	14859	0.0199552827481558	0.73005
RyanCt	NF118Sr2b	Post	32931	0.00931197275562563	4.1913
RyanCt	NF118Sr2b	Post	30660	0.019024984216067	0.73005
RyanCt	NF118Sr2b	Post	35860	0.0215114727867146	0.73005
RyanCt	NF118Sr2b	Post	20537	0.0192891867045473	0.73005
RyanCt	NF118Sr2b	Post	756	0.0164957268340588	0.73005
RyanCt	NF118Sr2b	Post	16958	0.0210493168540625	0.90625
RyanCt	NF118Sr2b	Post	37935	0.0217658312730705	0.90625
RyanCt	NF118Sr2b	Post	33337	0.015566649252143	0.90625
RyanCt	NF118Sr2b	Post	9935	0.01576114771386	1.8808
RyanCt	NF118Sr2b	Post	40309	0.0214590903645729	0.73005
RyanCt	NF118Sr2b	Post	4422	0.0227575787057178	1.3224
RyanCt	NF118Sr2b	Post	8424	0.020738448678698	0.73005
RyanCt	NF118Sr2b	Post	11562	0.0207711100138234	1.733
RyanCt	NF118Sr2b	Post	32152	0.0198502926210746	0.73005
RyanCt	NF118Sr2b	Post	37714	0.0206511214254891	0.90625
RyanCt	NF118Sr2b	Post	22246	0.0153028312282159	1.50045
RyanCt	NF118Sr2b	Post	17934	0.0142480177833694	0.73005
RyanCt	NF118Sr2b	Post	21712	0.0226235401353375	0.90625
RyanCt	NF118Sr2b	Post	39310	0.0172084438603412	1.50045
RyanCt	NF118Sr2b	Post	39577	0.0202121473536041	0.73005
RyanCt	NF118Sr2b	Post	9092	0.0143769968051118	0.90625
RyanCt	NF118Sr2b	Post	5745	0.0188546438067942	0.90625
RyanCt	NF118Sr2b	Post	14688	0.0245766136843875	0.90625
RyanCt	NF118Sr2b	Post	2443	0.0236247818559466	0.90625
RyanCt	NF118Sr2b	Post	28554	0.0185020293981402	0.73005
RyanCt	NF118Sr2b	Post	21549	0.0238353231039131	0.90625
RyanCt	NF118Sr2b	Post	12512	0.0181567551690979	1.0854
RyanCt	NF118Sr2b	Post	14745	0.00949492666264818	5.4895
RyanCt	NF118Sr2b	Post	19525	0.0164766751989206	1.0854
RyanCt	NF118Sr2b	Post	21385	0.0213576544540919	0.90625
RyanCt	NF118Sr2b	Post	6026	0.0203447462004514	2.33675
RyanCt	NF118Sr2b	Post	12368	0.0121776807241282	1.2955
RyanCt	NF118Sr2b	Post	35447	0.0140743542870584	0.73005
RyanCt	NF118Sr2b	Post	8253	0.0178905462831237	0.73005
RyanCt	NF118Sr2b	Post	15423	0.0129750299780261	0.90625
RyanCt	NF118Sr2b	Post	17332	0.0184672611217598	1.5469
RyanCt	NF118Sr2b	Post	16570	0.0206141630068104	0.90625
RyanCt	NF118Sr2b	Post	13744	0.0161307049551309	0.73005
RyanCt	NF118Sr2b	Post	13833	0.0198980582416675	1.3224
RyanCt	NF118Sr2b	Post	36757	0.0222918843608499	0.73005
RyanCt	NF118Sr2b	Post	3160	0.0167926700762353	0.73005
RyanCt	NF118Sr2b	Post	4023	0.0129926965796925	0.90625
RyanCt	NF118Sr2b	Post	28208	0.0195780545389526	0.90625
RyanCt	NF118Sr2b	Post	31519	0.0115260598601901	5.922
RyanCt	NF118Sr2b	Post	29304	0.0159057088696164	1.0854
RyanCt	NF118Sr2b	Post	27690	0.0145850371928185	2.3846
RyanCt	NF118Sr2b	Post	39843	0.0192922885816009	0.73005
RyanCt	NF118Sr2b	Post	14915	0.0141853739633472	2.03355
RyanCt	NF118Sr2b	Post	32296	0.024546738646698	0.73005
RyanCt	NF118Sr2b	Post	4484	0.0192604699046272	0.90625
RyanCt	NF118Sr2b	Post	9456	0.0193312434691745	0.90625
RyanCt	NF118Sr2b	Post	22336	0.0162789188978106	3.36755
RyanCt	NF118Sr2b	Post	18256	0.0180764694508912	1.86445
RyanCt	NF118Sr2b	Post	25465	0.0241670932345455	1.8808
RyanCt	NF118Sr2b	Post	32135	0.0141845877416271	0.73005
RyanCt	NF118Sr2b	Post	5811	0.02033248165911	0.73005
RyanCt	NF118Sr2b	Post	39487	0.00417972831765935	3.588
RyanCt	NF118Sr2b	Post	28511	0.0240022210257101	1.5469
RyanCt	NF118Sr2b	Post	3773	0.0230819488382923	0.73005
RyanCt	NF118Sr2b	Post	5025	0.0145918015847241	0.90625
RyanCt	NF118Sr2b	Post	15515	0.0237815890967964	0.90625
RyanCt	NF118Sr2b	Post	11154	0.0208028359022934	0.73005
RyanCt	NF118Sr2b	Post	5760	0.0102358700489542	3.5241
RyanCt	NF118Sr2b	Post	1397	0.0157345223917565	1.7623
RyanCt	NF118Sr2b	Post	17577	0.0269171845052839	0.90625
RyanCt	NF118Sr2b	Post	22274	0.0203507563362898	0.90625
RyanCt	NF118Sr2b	Post	19734	0.0216575527575214	0.73005
RyanCt	NF118Sr2b	Post	33278	0.00675029428686565	3.86415
RyanCt	NF118Sr2b	Post	34628	0.0213524214522242	1.2955
RyanCt	NF118Sr2b	Post	13361	0.0187843944984476	1.0854
RyanCt	NF118Sr2b	Post	26901	0.0223469250400389	0.73005
RyanCt	NF118Sr2b	Post	3451	0.0244512180548746	1.50045
RyanCt	NF118Sr2b	Post	951	0.0206569421754886	1.0854
RyanCt	NF118Sr2b	Post	85	0.0240141962611568	0.90625
RyanCt	NF118Sr2b	Post	19225	0.0142876306876453	1.3224
RyanCt	NF118Sr2b	Post	2917	0.0193540813528384	0.73005
RyanCt	NF118Sr2b	Post	28038	0.0240492052840327	1.2955
RyanCt	NF118Sr2b	Post	10889	0.0224674524617833	0.73005
RyanCt	NF118Sr2b	Post	24427	0.0234685348793015	0.90625
RyanCt	NF118Sr2b	Post	17732	0.00841219768664564	0.73005
RyanCt	NF118Sr2b	Post	19903	0.0117216307694596	0.73005
RyanCt	NF118Sr2b	Post	23694	0.0207319790128086	1.0854
RyanCt	NF118Sr2b	Post	28072	0.021671826625387	0.73005
RyanCt	NF118Sr2b	Post	19422	0.0223731480943996	0.73005
RyanCt	NF118Sr2b	Post	31893	0.0236497345440326	0.73005
RyanCt	NF118Sr2b	Post	2037	0.0142165510787052	1.0854
RyanCt	NF118Sr2b	Post	37226	0.0125391849529781	2.3537
RyanCt	NF118Sr2b	Post	5044	0.0223314897823438	0.90625
RyanCt	NF118Sr2b	Post	4409	0.00852425020834537	3.81095
RyanCt	NF118Sr2b	Post	9072	0.0220745899818014	0.73005
RyanCt	NF118Sr2b	Post	40773	0.0149958446113627	1.0854
RyanCt	NF118Sr2b	Post	26277	0.0228287574632943	1.0854
RyanCt	NF118Sr2b	Post	6194	0.0171461253894081	0.90625
RyanCt	NF118Sr2b	Post	35770	0.0135137213819722	1.0854
RyanCt	NF118Sr2b	Post	15304	0.0210197307158337	0.90625
RyanCt	NF118Sr2b	Post	37281	0.0177769070010449	1.0854
RyanCt	NF118Sr2b	Post	21049	0.0141701914342201	1.2955
RyanCt	NF118Sr2b	Post	28918	0.0142290175209821	2.3537
RyanCt	NF118Sr2b	Post	18359	0.021900462973862	0.73005
RyanCt	NF118Sr2b	Post	40231	0.0248319652404815	0.90625
RyanCt	NF118Sr2b	Post	27104	0.0142339669444242	1.50045
RyanCt	NF118Sr2b	Post	7717	0.0142524526682326	2.5885
RyanCt	NF118Sr2b	Post	28658	0.022022498660794	1.0854
RyanCt	NF118Sr2b	Post	26455	0.022357843108017	0.73005
RyanCt	NF118Sr2b	Post	8238	0.0156739811912226	1.5469
RyanCt	NF118Sr2b	Post	13099	0.0153407567555234	0.90625
RyanCt	NF118Sr2b	Post	38812	0.0226588154369547	0.90625
RyanCt	NF118Sr2b	Post	8618	0.018967610111831	0.90625
RyanCt	NF118Sr2b	Post	22763	0.0141701914342201	2.10525
RyanCt	NF118Sr2b	Post	20876	0.0173052126833639	0.73005
RyanCt	NF118Sr2b	Post	8408	0.0141064159240161	1.733
RyanCt	NF118Sr2b	Post	27065	0.0184603430888614	0.73005
RyanCt	NF118Sr2b	Post	38983	0.0155274434547049	0.73005
RyanCt	NF118Sr2b	Post	34372	0.0238847668652626	1.2955
RyanCt	NF118Sr2b	Post	36726	0.017068254731072	0.73005
RyanCt	NF118Sr2b	Post	2834	0.0117408531476114	1.2955
RyanCt	NF118Sr2b	Post	12390	0.0237230337594998	1.2955
RyanCt	NF118Sr2b	Post	40631	0.0265001756613976	0.90625
RyanCt	NF118Sr2b	Post	9946	0.0142480177833694	1.2955
RyanCt	NF118Sr2b	Post	9593	0.0218060684785894	0.73005
RyanCt	NF118Sr2b	Post	24807	0.0217471787093273	1.50045
RyanCt	NF118Sr2b	Post	1479	0.0137073927498671	1.0854
RyanCt	NF118Sr2b	Post	29152	0.0244707036132531	1.0854
RyanCt	NF118Sr2b	Post	27719	0.0102678571428571	1.0854
RyanCt	NF118Sr2b	Post	36347	0.0195361091448968	0.73005
RyanCt	NF118Sr2b	Post	33815	0.019063691191217	1.6432
RyanCt	NF118Sr2b	Post	1671	0.0213564176558422	0.73005
RyanCt	NF118Sr2b	Post	27925	0.0236252234926051	1.8808
RyanCt	NF118Sr2b	Post	3935	0.024531465138267	0.90625
RyanCt	NF118Sr2b	Post	39520	0.0175960700561389	2.10525
RyanCt	NF118Sr2b	Post	18872	0.0252507458504343	1.0854
RyanCt	NF118Sr2b	Post	23971	0.0231430238576549	0.73005
RyanCt	NF118Sr2b	Post	12631	0.0154320987654321	1.3224
RyanCt	NF118Sr2b	Post	14091	0.0237794092519206	0.73005
RyanCt	NF118Sr2b	Post	40229	0.0187374541011143	1.95395
RyanCt	NF118Sr2b	Post	22470	0.0169471300657336	0.73005
RyanCt	NF118Sr2b	Post	11139	0.016708000015177	0.73005
RyanCt	NF118Sr2b	Post	13109	0.0140908972517159	2.0034
RyanCt	NF118Sr2b	Post	2936	0.0113270106103153	5.3405
RyanCt	NF118Sr2b	Post	35541	0.0261152547143259	0.90625
RyanCt	NF118Sr2b	Post	6477	0.0164833554358562	1.6432
RyanCt	NF118Sr2b	Post	5355	0.013262599469496	3.8551
RyanCt	NF118Sr2b	Post	12609	0.0136698212407992	1.3224
RyanCt	NF118Sr2b	Post	5144	0.0124781290637092	6.213
RyanCt	NF118Sr2b	Post	22888	0.021689312259126	0.90625
RyanCt	NF118Sr2b	Post	39468	0.0216584769231487	0.90625
RyanCt	NF118Sr2b	Post	24554	0.0142339669444242	1.0854
RyanCt	NF118Sr2b	Post	22726	0.0174125979505726	0.90625
RyanCt	NF118Sr2b	Post	34963	0.0116627886852682	6.312
RyanCt	NF118Sr2b	Post	27210	0.0243519661435373	0.90625
RyanCt	NF118Sr2b	Post	20337	0.024245899868369	0.90625
RyanCt	NF118Sr2b	Post	34039	0.0178197064989518	0.73005
RyanCt	NF118Sr2b	Post	22911	0.0221760850357619	0.90625
RyanCt	NF118Sr2b	Post	7187	0.0147658684943278	1.5469
RyanCt	NF118Sr2b	Post	12346	0.0227391394638213	0.73005
RyanCt	NF118Sr2b	Post	12690	0.0166663145337126	1.0854
RyanCt	NF118Sr2b	Post	34621	0.0231920381508144	0.73005
RyanCt	NF118Sr2b	Post	38081	0.0227575787057178	0.90625
RyanCt	NF118Sr2b	Post	7164	0.0140238222708199	0.90625
RyanCt	NF118Sr2b	Post	15710	0.0235456299972429	0.73005
RyanCt	NF118Sr2b	Post	34622	0.0216943912861606	0.90625
RyanCt	NF118Sr2b	Post	20293	0.0181364933192652	0.90625
RyanCt	NF118Sr2b	Post	31019	0.0237245002974384	0.73005
RyanCt	NF118Sr2b	Post	15174	0.00420609884332282	1.3224
RyanCt	NF118Sr2b	Post	35625	0.0140139417372976	5.271
RyanCt	NF118Sr2b	Post	33213	0.0183171893123868	0.90625
RyanCt	NF118Sr2b	Post	20860	0.0193245204095491	1.2955
RyanCt	NF118Sr2b	Post	19291	0.0151482575802659	1.0854
RyanCt	NF118Sr2b	Post	35391	0.0210000764582898	0.90625
RyanCt	NF118Sr2b	Post	3623	0.0145508826583593	0.73005
RyanCt	NF118Sr2b	Post	4264	0.0231440004296917	0.73005
RyanCt	NF118Sr2b	Post	34246	0.0111716867792502	1.50045
RyanCt	NF118Sr2b	Post	35966	0.0154991657263004	0.90625
RyanCt	NF118Sr2b	Post	13518	0.0149499164883467	1.3224
RyanCt	NF118Sr2b	Post	13726	0.0209222290881281	0.73005
RyanCt	NF118Sr2b	Post	5302	0.0122996748336798	7.381
RyanCt	NF118Sr2b	Post	37418	0.0252433561586138	0.90625
RyanCt	NF118Sr2b	Post	24122	0.0047493628419436	3.90565
RyanCt	NF118Sr2b	Post	20751	0.0203958912482009	1.2955
RyanCt	NF118Sr2b	Post	35360	0.023008221446738	1.2955
RyanCt	NF118Sr2b	Post	2769	0.0219241239307048	0.73005
RyanCt	NF118Sr2b	Post	9566	0.0217968194142646	0.90625
RyanCt	NF118Sr2b	Post	1798	0.021183800623053	0.90625
RyanCt	NF118Sr2b	Post	40575	0.0183262630535567	1.2955
RyanCt	NF118Sr2b	Post	22338	0.0122750193093216	4.9696
RyanCt	NF118Sr2b	Post	27136	0.0256419550875127	0.90625
RyanCt	NF118Sr2b	Post	10271	0.0160377245148975	1.0854
RyanCt	NF118Sr2b	Post	20225	0.0199687109842824	2.28545
RyanCt	NF118Sr2b	Post	5016	0.0166803390757451	1.0854
RyanCt	NF118Sr2b	Post	23240	0.0195361091448968	0.73005
RyanCt	NF118Sr2b	Post	29787	0.0209879237596392	0.90625
RyanCt	NF118Sr2b	Post	25820	0.0220900051910714	0.73005
RyanCt	NF118Sr2b	Post	33965	0.0148347170033686	1.7623
RyanCt	NF118Sr2b	Post	11225	0.0165574520717382	0.73005
RyanCt	NF118Sr2b	Post	35909	0.024715542866317	1.0854
RyanCt	NF118Sr2b	Post	37889	0.0102358700489542	3.5473
RyanCt	NF118Sr2b	Post	6167	0.0248952160634993	0.90625
RyanCt	NF118Sr2b	Post	12493	0.020425948678698	0.73005
RyanCt	NF118Sr2b	Post	11642	0.0116403981837195	0.73005
RyanCt	NF118Sr2b	Post	2580	0.0142339669444242	1.2955
RyanCt	NF118Sr2b	Post	24761	0.0172721016517008	0.73005
RyanCt	NF118Sr2b	Post	27593	0.0141065830721003	1.0854
RyanCt	NF118Sr2b	Post	37913	0.0215189873417722	0.90625
RyanCt	NF118Sr2b	Post	30764	0.0210970464135021	0.90625
RyanCt	NF118Sr2b	Post	3927	0.0218490394600208	0.90625
RyanCt	NF118Sr2b	Post	16308	0.0156739811912226	0.73005
RyanCt	NF118Sr2b	Post	30598	0.0177315135725156	1.0854
RyanCt	NF118Sr2b	Post	34818	0.0169965107888064	1.0854
RyanCt	NF118Sr2b	Post	2553	0.0210349462365591	0.73005
RyanCt	NF118Sr2b	Post	36724	0.0142518428923049	1.2955
RyanCt	NF118Sr2b	Post	10942	0.0193402172594307	0.73005
RyanCt	NF118Sr2b	Post	36845	0.0180867984464906	0.90625
RyanCt	NF118Sr2b	Post	28878	0.0195740245310163	0.90625
RyanCt	NF118Sr2b	Post	30481	0.0215453611607535	1.0854
RyanCt	NF118Sr2b	Post	34192	0.0198439132706374	0.90625
RyanCt	NF118Sr2b	Post	8781	0.0192464991221751	1.0854
RyanCt	NF118Sr2b	Post	22492	0.0192901234567901	0.73005
RyanCt	NF118Sr2b	Post	18506	0.0233603543847166	1.0854
