primer	site	class	id	dist.count	hght.count	dist.mean	dist.variance	dist.standard_deviation	dist.min	dist.max	dist.median	dist.harmonic_mean	dist.geometric_mean	hght.mean	hght.variance	hght.standard_deviation	hght.min	hght.max	hght.median	hght.harmonic_mean	hght.geometric_mean	tree.calc_tree_length	tree.calc_redundancy	tree.calc_fiala_stemminess	tree.calc_fp_mean	tree.calc_es_mean	tree.calc_pe_mean	tree.calc_shapley_mean	tree.to_newick
F04R22	RyanCt	mixed	5157	3	5	0.02378	2.43E-06	0.001558076	0.02242	0.02548	0.02344	0.023713237	0.023746387	0.982870129	0.000617566	0.024850882	0.952760599	1.010952984	0.989494076	0.982365318	0.982618058	1.085649355	0.957175322	0.091824874	0.361883118	0.361883118	0.041353103	0.044296252	"((30734:0.049363,26100:0.037963):0.008829,35177:0.036733):0.952761;"
F04R22	RyanCt	mixed	5238	10	9	0.026292	8.65E-05	0.009298547	0.00796	0.03779	0.02773	0.021519346	0.024265366	0.985363368	0.000959381	0.030973877	0.941756129	1.027245901	0.983416119	0.984492464	0.984928783	1.131729691	0.967067577	0.24598132	0.226345938	0.226345938	0.026117609	0.037994712	"(38680:0.024769,((34874:0.038088,(20317:0.000467,16351:0.026104):0.018026):0.040859,34831:0.041159):0.000501):0.941756;"
F04R22	RyanCt	mixed	5277	3	5	0.0166	3.26E-05	0.005708949	0.01001	0.02004	0.01975	0.014967579	0.015823394	0.98875068	0.000431165	0.020764513	0.971621805	1.022736542	0.988614736	0.988407705	0.988578212	1.056246601	0.971876699	0.007537688	0.3520822	0.3520822	0.028038336	0.028208265	"(24251:0.016993,(37321:0.050605,13704:0.016517):0.000510):0.971622;"
F04R22	RyanCt	mixed	5282	10	9	0.01991	9.61E-06	0.003100634	0.01248	0.02246	0.019945	0.01933661	0.019649358	0.986898635	0.000337109	0.018360532	0.958041533	1.008334911	0.98328962	0.986593744	0.986746393	1.117912284	0.970521929	0.10556679	0.223582457	0.223582457	0.026978612	0.03197415	"((34283:0.033867,((33700:0.016866,33391:0.025316):0.008281,36068:0.033597):0.008450):0.008247,34586:0.025248):0.958042;"
F04R22	RyanCt	mixed	5297	3	5	0.018146667	1.79E-06	0.001336575	0.01737	0.01969	0.01738	0.018083714	0.018114726	0.987614375	0.000301226	0.017355866	0.968762122	1.003023388	0.99398745	0.987369276	0.987492002	1.061928123	0.969035938	0.008060453	0.353976041	0.353976041	0.03087279	0.031055334	"((22218:0.033714,3635:0.033679):0.000548,5476:0.025225):0.968762;"
F04R22	RyanCt	mixed	5367	3	5	0.016686667	1.94E-06	0.001393174	0.01508	0.01756	0.01742	0.016605238	0.016646566	0.98892378	0.0002422	0.015562786	0.972059786	1.005681251	0.996893066	0.988727153	0.988825579	1.055381099	0.972309451	0.008537279	0.3517937	0.3517937	0.027607328	0.027773771	"((13873:0.033122,14747:0.024867):0.000499,13172:0.024833):0.972060;"
F04R22	RyanCt	mixed	5409	6	7	0.016863333	2.71E-05	0.00520724	0.01001	0.02381	0.016795	0.015456452	0.016162853	0.988708238	0.000360218	0.018979414	0.968050223	1.026149714	0.988416352	0.988401597	0.988553983	1.079042331	0.973652556	0.048583923	0.269760583	0.269760583	0.025589481	0.027748027	"(((7629:0.016115,3272:0.049465):0.000461,35045:0.016412):0.008173,4261:0.020366):0.968050;"
F04R22	RyanCt	mixed	5453	3	5	0.0267	0.000201795	0.01420545	0.01064	0.03762	0.03184	0.01974027	0.023358475	0.98452583	0.001984511	0.044547846	0.952255001	1.062250732	0.97037415	0.982994423	0.983746706	1.077370849	0.961314576	0.154091392	0.359123616	0.359123616	0.035665566	0.041705283	"(23981:0.007529,(17857:0.091877,14477:0.007591):0.018119):0.952255;"
F04R22	RyanCt	mixed	5541	3	5	0.030313333	0.000170313	0.013050404	0.01535	0.03934	0.03625	0.025390977	0.027973722	0.988101445	0.001314982	0.036262686	0.94056825	1.024053425	0.999938973	0.987023997	0.987564751	1.059492777	0.970253612	0.596583443	0.353164259	0.353164259	0.019851268	0.039641509	"(9077:0.019407,(16446:0.024114,19515:0.016033):0.059371):0.940568;"
F04R22	RyanCt	mixed	5256	3	5	0.013253333	8.23E-06	0.002869431	0.00994	0.01491	0.01491	0.01278	0.013025085	0.990994385	0.000162074	0.012730833	0.973012135	1.000072451	0.999963775	0.99086265	0.990928666	1.045028075	0.977485963	0.199033038	0.348342692	0.348342692	0.021022762	0.024005313	"(3473:0.027060,(40462:0.018004,26749:0.018004):0.008948):0.973012;"
F04R22	RyanCt	mixed	5584	3	5	0.01398	1.92E-06	0.001385641	0.01238	0.01478	0.01478	0.013882883	0.013932311	0.991104769	0.000301353	0.017359531	0.969038169	1.008753732	0.986485676	0.990861393	0.990983098	1.044476155	0.977761922	0.281485781	0.348158718	0.348158718	0.01933016	0.025145995	"((28292:0.022268,32300:0.022268):0.017448,29261:0.013454):0.969038;"
F04R22	RyanCt	mixed	5596	3	5	0.01832	8.67E-06	0.002944486	0.01492	0.02002	0.02002	0.017972226	0.018150935	0.986818368	0.000375408	0.019375455	0.96675727	1.011497847	0.994251076	0.98651406	0.986666201	1.065908162	0.967045919	0.01061008	0.355302721	0.355302721	0.032857864	0.033050297	"((10385:0.026917,30981:0.026917):0.000577,18096:0.044741):0.966757;"
F04R22	RyanCt	mixed	5120	10	9	0.017772	3.81E-05	0.006174773	0.00511	0.02469	0.019705	0.014313919	0.016344948	0.98860784	0.000333237	0.018254778	0.960118906	1.007973146	0.988693187	0.988305311	0.988457057	1.102529438	0.97436764	0.338913838	0.220505888	0.220505888	0.017190657	0.028482107	"((17452:0.028267,(6799:0.018781,11470:0.019280):0.028037):0.000538,(28847:0.000538,25003:0.019088):0.027883):0.960119;"
F04R22	RyanCt	mixed	5688	3	5	0.036833333	0.000463798	0.021535964	0.012	0.05038	0.04812	0.024200602	0.030755421	0.979524728	0.001226492	0.035021302	0.919600816	1.004256492	0.994133539	0.97848227	0.979010321	1.102376358	0.948811821	0.5954147	0.367458786	0.367458786	0.041451177	0.060925181	"((12526:0.016111,12183:0.023587):0.058422,16834:0.084656):0.919601;"
F04R22	RyanCt	mixed	5743	15	11	0.037612667	0.000396345	0.019908405	0.01707	0.06717	0.02713	0.030041008	0.033313952	0.97242246	0.001714793	0.041410058	0.91661402	1.072199844	0.977019156	0.970883752	0.971642681	1.303352943	0.939329411	0.060966886	0.21722549	0.21722549	0.058591011	0.064456487	"(((8878:0.042252,(12343:0.025699,23236:0.033663):0.008207):0.000556,(31369:0.042774,874:0.051572):0.000487):0.025943,34309:0.155586):0.916614;"
F04R22	RyanCt	mixed	4982	3	5	0.014853333	4.03E-09	6.35E-05	0.01478	0.01489	0.01489	0.014853152	0.014853243	0.987900094	0.000274691	0.016573798	0.969423211	1.000286146	0.999427707	0.987676281	0.98778841	1.06049953	0.969750235	0.010709505	0.353499843	0.353499843	0.030140757	0.030358773	"(33452:0.030004,(27451:0.030209,29790:0.030209):0.000654):0.969423;"
F04R22	RyanCt	mixed	4974	6	7	0.018518333	6.27E-05	0.007918524	0.00512	0.02833	0.019105	0.013594429	0.016432868	0.987065592	0.00052896	0.022999134	0.955170074	1.013984669	0.993853227	0.986603546	0.986835006	1.090540855	0.969819715	0.360160873	0.272635214	0.272635214	0.022855465	0.033842695	"((21370:0.000608,34763:0.020131):0.038683,(40789:0.020010,3701:0.050673):0.005266):0.955170;"
F04R22	RyanCt	mixed	5816	15	11	0.016082667	1.99E-05	0.004463076	0.00511	0.02239	0.01724	0.014176673	0.015301784	0.987581929	0.000322567	0.017960156	0.964169026	1.014158135	0.99386027	0.987284366	0.987433246	1.13659878	0.972680244	0.190863916	0.18943313	0.18943313	0.021931496	0.028738292	"((8513:0.020298,7425:0.000572):0.029691,(11603:0.020094,(1524:0.040310,(31276:0.030222,3042:0.020094):0.010006):0.000572):0.000572):0.964169;"
F04R22	ShellfishLab	post	2861	3	5	0.008413333	2.56E-05	0.005057691	0.00275	0.01248	0.01001	0.005518107	0.007003693	0.991164715	0.000510405	0.022592149	0.977515626	1.030442821	0.979047451	0.99076345	0.990962306	1.044176424	0.977911788	0.01476378	0.348058808	0.348058808	0.021956158	0.022220266	"((20565:0.052135,22965:0.000740):0.000792,39770:0.012994):0.977516;"
F04R22	ShellfishLab	post	3149	3	5	0.106386667	0.001186193	0.034441147	0.06681	0.12956	0.12279	0.097307071	0.10205285	0.915508464	0.041573918	0.203896832	0.739743023	1.23468762	0.837799296	0.883598836	0.898770141	1.422457682	0.788771159	0.150314795	0.474152561	0.474152561	0.194886129	0.227571553	"((35291:0.396888,28843:0.157395):0.098056,3852:0.030375):0.739743;"
F04R22	ShellfishLab	post	3539	6	7	0.100281667	0.001558299	0.039475298	0.05351	0.14406	0.100975	0.086238565	0.093268971	0.976841768	0.002538067	0.050379228	0.915195924	1.03370911	0.996133784	0.974605623	0.975724719	1.162107624	0.945964125	0.321278546	0.290526906	0.290526906	0.038651774	0.061727925	"((24022:0.037008,38943:0.037077):0.081436,(34334:0.070070,16420:0.010453):0.010868):0.915196;"
F04R22	ShellfishLab	post	3691	3	5	0.016886667	1.58E-05	0.003969639	0.01369	0.02133	0.01564	0.016316145	0.01659117	0.993194483	0.000122024	0.011046448	0.982824492	1.006677493	0.990586824	0.993096429	0.993145416	1.034027586	0.982986207	0.007445323	0.344675862	0.344675862	0.016959888	0.017067698	"((3921:0.019588,604:0.023530):0.000323,5573:0.007762):0.982824;"
F04R22	ShellfishLab	post	3759	3	5	0.1205	0.000646427	0.025424927	0.09897	0.14855	0.11398	0.11714503	0.118777713	0.934521243	0.01038426	0.101903191	0.834174694	1.061587579	0.926296832	0.925741583	0.930105358	1.327393784	0.836303108	0.013501818	0.442464595	0.442464595	0.162987421	0.164406363	"(27340:0.177941,(24468:0.087865,969:0.223156):0.004257):0.834175;"
F04R22	ShellfishLab	pre	3160	6	7	0.012558333	5.73E-06	0.002393436	0.00896	0.01577	0.012655	0.012151184	0.012358927	0.994619009	5.47E-05	0.007393164	0.987249563	1.004881538	0.994765822	0.994571965	0.994595477	1.037666937	0.987444354	0.01263246	0.259416734	0.259416734	0.01245825	0.012604344	"((18313:0.017350,19667:0.014428):0.000282,(6503:0.010841,14527:0.007214):0.000302):0.987250;"
F04R22	ShellfishLab	pre	3246	6	7	0.01527	3.17E-05	0.005630755	0.00912	0.02152	0.01517	0.013505691	0.014370691	0.993128357	0.000187617	0.013697338	0.976594198	1.015783672	0.98787495	0.992967836	0.993047861	1.048101503	0.983966166	0.096485185	0.262025376	0.262025376	0.015068365	0.017876826	"(((24751:0.000328,35449:0.027956):0.000352,40480:0.020709):0.010882,37169:0.011281):0.976594;"
F04R22	ShellfishLab	pre	3492	3	5	0.087213333	0.004432146	0.066574368	0.01034	0.12577	0.12553	0.026636114	0.05465313	0.975286467	0.003004496	0.054813282	0.878629203	1.007707766	0.997803131	0.972634558	0.973992089	1.123567666	0.938216167	0.860251385	0.374522555	0.374522555	0.041921512	0.081646154	"((6337:0.009455,36524:0.009905):0.119174,40764:0.106405):0.878629;"
F04R22	ShellfishLab	pre	3509	3	5	0.190186667	0.01523674	0.123437191	0.04808	0.27078	0.2517	0.105393744	0.148532476	0.948268488	0.009565267	0.097802184	0.77705311	1.02097847	0.988767965	0.93903749	0.943850239	1.258657558	0.870671221	0.697591043	0.419552519	0.419552519	0.098122742	0.160534816	"((8971:0.024479,6671:0.056689):0.187236,24676:0.213200):0.777053;"
F04R22	ShellfishLab	pre	3721	6	7	0.050735	0.000986312	0.031405611	0.0098	0.07646	0.06775	0.02412875	0.03738478	0.987059896	0.001068976	0.032695196	0.93005492	1.024459807	0.986563636	0.9861147	0.986590106	1.090580729	0.969806424	0.723678966	0.272645182	0.272645182	0.010317825	0.040131452	"((4231:0.004796,18032:0.017132):0.039376,(27861:0.004816,25669:0.014527):0.079878):0.930055;"
F04R22	ShellfishLab	pre	3728	6	7	0.165151667	0.006451084	0.080318638	0.00246	0.20773	0.195275	0.013893346	0.095063394	0.949195215	0.008256248	0.090863896	0.800971076	1.012143085	1.00491561	0.94105983	0.945237928	1.355633493	0.881455502	0.532464756	0.338908373	0.338908373	0.086938191	0.138665604	"((39917:0.169401,(33171:0.000297,9839:0.004262):0.172366):0.034544,19574:0.173793):0.800971;"
F04R22	ShellfishLab	pre	3847	3	5	0.031813333	4.77E-05	0.006907824	0.02455	0.0383	0.03259	0.030760675	0.031292833	0.97989226	0.000837394	0.028937764	0.942181122	1.00748869	0.988540203	0.979202231	0.979548264	1.100538699	0.949730651	0.156357388	0.366846233	0.366846233	0.04775284	0.052785859	"(38001:0.061790,(30085:0.050209,34185:0.031260):0.015099):0.942181;"
F04R22	ShellfishLab	pre	5469	10	9	0.084076	0.001356443	0.036829924	0.02749	0.15311	0.08848	0.066650681	0.075795832	0.950354487	0.006119951	0.078230115	0.853596612	1.090120137	0.939198624	0.944910903	0.947585531	1.446809616	0.888297596	0.056688076	0.289361923	0.289361923	0.107598297	0.118642601	"((26743:0.071725,(1277:0.181735,(3058:0.030380,28587:0.048932):0.000433):0.025995):0.028794,23106:0.205220):0.853597;"
F04R22	ShellfishLab	pre	5463	3	5	0.027553333	7.34E-05	0.008569856	0.01772	0.03343	0.03151	0.025405941	0.026526676	0.983007509	0.000619799	0.02489577	0.949243635	1.010223516	0.991735809	0.982498926	0.982753894	1.084962455	0.957518772	0.221441125	0.361654152	0.361654152	0.039722849	0.045239607	"((789:0.032247,33751:0.025942):0.016550,18309:0.060980):0.949244;"
F04R22	ShellfishLab	pre	5357	10	9	0.035366	0.000220212	0.014839537	0.01004	0.0611	0.03543	0.027667934	0.031910749	0.970240929	0.002234571	0.047271248	0.89837902	1.060304923	0.952067524	0.968225372	0.969227934	1.267831638	0.93304209	0.081851947	0.253566328	0.253566328	0.063152823	0.073890524	"((12148:0.064013,(27149:0.000602,(34126:0.041987,21345:0.108237):0.000602):0.021209):0.031878,3787:0.100924):0.898379;"
F04R22	ShellfishLab	pre	5345	15	11	0.113632667	0.004821339	0.06943586	0.02036	0.20271	0.15209	0.065556372	0.088945238	0.957823693	0.033327095	0.182557101	0.670115324	1.198139623	1.042950026	0.92319396	0.940922202	1.46393938	0.907212124	0.288074278	0.243989897	0.243989897	0.055146884	0.132304009	"((23701:0.051192,7773:0.056159):0.057172,(39614:0.029013,((4568:0.071757,9333:0.122253):0.027051,33392:0.000506):0.034898):0.343822):0.670115;"
F04R22	ShellfishLab	pre	5625	3	5	0.073506667	0.00029547	0.017189233	0.05382	0.08554	0.08116	0.07043538	0.072025286	0.950308305	0.009520051	0.097570751	0.813570687	1.052747137	0.937970839	0.942032194	0.946209952	1.248458474	0.875770763	0.369493908	0.416152825	0.416152825	0.103495878	0.144962596	"(11163:0.098211,(38754:0.097501,24333:0.114776):0.124400):0.813571;"
F04R22	ShellfishLab	pre	5633	6	7	0.0267	4.23E-05	0.00650203	0.01663	0.03461	0.02816	0.02516177	0.025964724	0.975531383	0.001857094	0.04309401	0.905758761	1.032742888	0.97267592	0.973880181	0.974708946	1.171280321	0.94290656	0.207508547	0.29282008	0.29282008	0.0496511	0.06638039	"(((4140:0.060067,29441:0.024947):0.022391,19292:0.063645):0.044526,22550:0.049945):0.905759;"
F04R22	ShellfishLab	pre	5640	3	5	0.028166667	2.47E-06	0.001571539	0.0272	0.02998	0.02732	0.028110023	0.028138034	0.976583992	0.002729587	0.052245453	0.920966719	1.03181136	0.961953242	0.974366346	0.975471592	1.117080039	0.941459981	0.227518681	0.372360013	0.372360013	0.051708932	0.065371107	"(32714:0.015968,(2288:0.069301,32268:0.069858):0.040987):0.920967;"
F04R22	ShellfishLab	pre	5645	10	9	0.026016	4.46E-05	0.006681155	0.01881	0.03409	0.026535	0.024474597	0.025235406	0.977290292	0.001043942	0.032310094	0.925851614	1.013777421	0.971241306	0.976335593	0.976813748	1.204387373	0.948903157	0.107891415	0.240877475	0.240877475	0.04650437	0.055707152	"(((8647:0.063225,19516:0.020644):0.000624,(21492:0.042046,10318:0.042536):0.022294):0.023096,29840:0.064072):0.925852;"
F04R22	ShellfishLab	pre	4992	6	7	0.02993	0.000100763	0.010038089	0.01484	0.04329	0.029125	0.026611561	0.028351942	0.970218506	0.00306585	0.055370122	0.908011869	1.073644456	0.96110062	0.967615134	0.968899428	1.208470461	0.930509846	0.205105427	0.302117615	0.302117615	0.058241165	0.075114648	"((6749:0.053520,19643:0.026544):0.014405,(16046:0.112544,28289:0.040356):0.053089):0.908012;"
F04R22	ShellfishLab	pre	6068	3	5	0.069146667	0.00030542	0.017476271	0.05155	0.0865	0.06939	0.066122064	0.067636411	0.920376495	0.016436697	0.128205681	0.738488934	1.081722208	0.945370135	0.905399824	0.912995015	1.398117527	0.800941236	0.275881444	0.466039176	0.466039176	0.17824133	0.219876198	"((727:0.218329,10374:0.109514):0.124905,13543:0.206881):0.738489;"
F04R22	ShellfishLab	pre	6096	15	11	0.025384667	5.19E-05	0.007203488	0.0097	0.03958	0.02752	0.022817456	0.024241067	0.958633704	0.003116529	0.055825884	0.892672152	1.062479817	0.969011974	0.955738405	0.957175727	1.455029257	0.908994149	0.083759775	0.242504876	0.242504876	0.085859695	0.093726184	"(((40522:0.075255,((23285:0.045106,15410:0.030071):0.029993,23448:0.152602):0.001163):0.014880,19368:0.075177):0.001163,8834:0.136947):0.892672;"
F04R22	ShellfishLab	pre	4517	3	5	0.09842	0.001393898	0.037334942	0.05584	0.12555	0.11387	0.086567075	0.092766353	0.849266847	0.096446935	0.310559068	0.591926134	1.376727959	0.795110563	0.780148157	0.811150373	1.753665766	0.623167117	0.065183482	0.584555255	0.584555255	0.366419222	0.387246544	"(2350:0.203184,(12436:0.173753,9374:0.722320):0.062482):0.591926;"
F04R22	ShellfishLab	pre	4509	6	7	0.05261	0.000196405	0.014014443	0.03111	0.07421	0.05251	0.049158477	0.05094529	0.888429372	0.027283158	0.165176143	0.738313587	1.135973826	0.875923264	0.863802703	0.875781999	1.780994398	0.739668534	0.002464494	0.4452486	0.4452486	0.259976206	0.260670203	"(5878:0.397660,(7280:0.136321,(16963:0.335300,26362:0.170624):0.001487):0.001289):0.738314;"
F04R22	ShellfishLab	pre	4492	15	11	0.203484667	0.009653767	0.098253584	0.01053	0.33166	0.21879	0.08399735	0.160732729	0.798532566	0.120791162	0.34755023	0.118329685	1.426428848	0.81171776	0.522015998	0.694113919	3.216141769	0.556771646	0.253281948	0.536023628	0.536023628	0.328847181	0.516302014	"(((6007:0.032489,(18561:0.032803,33596:0.412551):0.000880):0.317536,7817:0.933127):0.374973,(31444:0.344746,3746:0.217367):0.431341):0.118330;"
F04R22	ShellfishLab	mixed	2952	3	5	0.136673333	0.009126758	0.095534069	0.02649	0.1964	0.18713	0.062259235	0.099111098	0.919458592	0.049072044	0.221522108	0.793295813	1.313261727	0.829591169	0.886857225	0.901554713	1.402707041	0.798646479	0.119641077	0.467569014	0.467569014	0.199569965	0.203137076	"((10699:0.025594,32267:0.053150):0.010701,19717:0.519966):0.793296;"
F04R22	ShellfishLab	mixed	3147	6	7	0.163625	0.005585507	0.074736247	0.06681	0.27572	0.148345	0.133359106	0.148588273	0.870977052	0.054966738	0.234449862	0.643204194	1.23563326	0.771994836	0.823041669	0.845794406	1.903160634	0.698946455	0.103947335	0.475790158	0.475790158	0.282791449	0.31498911	"(23826:0.592429,((35291:0.365715,28843:0.145032):0.090354,3852:0.027989):0.038436):0.643204;"
F04R22	ShellfishLab	mixed	3244	10	9	0.084094	0.007924375	0.089018959	0.00912	0.19406	0.02121	0.021476442	0.040129318	0.971887315	0.006779783	0.08233944	0.759735513	1.02794866	0.999658237	0.964350216	0.968358588	1.253014164	0.936746459	0.317497997	0.250602833	0.250602833	0.050671186	0.09865573	"((((24751:0.000332,35449:0.028290):0.000356,40480:0.020957):0.011012,37169:0.011416):0.228554,5901:0.192361):0.759736;"
F04R22	ShellfishLab	mixed	3485	6	7	0.060796667	0.001109849	0.0333144	0.00473	0.08455	0.078175	0.020727784	0.043907974	0.985490743	0.000899369	0.029989482	0.931614661	1.0110402	0.994374795	0.984688532	0.985092962	1.101564799	0.966145067	0.615262999	0.2753912	0.2753912	0.01658973	0.042487535	"((7437:0.034508,240:0.023897):0.028252,(14892:0.003868,29196:0.004086):0.075339):0.931615;"
F04R22	ShellfishLab	mixed	3538	10	9	0.175298	0.010610741	0.103008451	0.05351	0.31217	0.144035	0.119584515	0.146075976	0.966273322	0.016779817	0.129536931	0.714478994	1.086193703	0.984067084	0.948385406	0.957745527	1.303540099	0.924114975	0.376817906	0.26070802	0.26070802	0.048977134	0.117812221	"(((38943:0.038959,24022:0.038887):0.085571,(34334:0.073627,16420:0.010984):0.011420):0.247184,11402:0.082429):0.714479;"
F04R22	ShellfishLab	mixed	3845	6	7	0.096288333	0.005011208	0.070789886	0.02455	0.16302	0.097805	0.051638412	0.070923464	0.939000293	0.023651976	0.153791988	0.852808811	1.28313511	0.89524339	0.922233182	0.929879648	1.426997949	0.85766735	0.079745437	0.356749487	0.356749487	0.140016078	0.143547284	"(10885:0.430326,(38001:0.055958,(30085:0.045470,34185:0.028310):0.013674):0.000451):0.852809;"
NF118Sr2b	BelleairBlvd	post	47	3	5	0.01602	0.000127183	0.01127754	0.0031	0.02389	0.02107	0.007283321	0.011598828	0.992490377	0.000316694	0.017795895	0.962752768	1.00891236	0.999699117	0.992230718	0.99236128	1.037548115	0.981225942	0.792919172	0.345849372	0.345849372	0.012616333	0.024931783	"(35509:0.028200,(34227:0.000436,34021:0.009213):0.036946):0.962753;"
NF118Sr2b	BelleairBlvd	post	122	3	5	0.057773333	0.001991792	0.0446295	0.00624	0.08371	0.08337	0.016286898	0.035182274	0.970932685	0.017788282	0.133372718	0.796093551	1.071828697	1.058569874	0.955317873	0.963261382	1.145336575	0.927331712	0.912568306	0.381778858	0.381778858	0.028922234	0.116414342	"((17199:0.013259,7696:0.011889):0.262476,14023:0.061619):0.796094;"
NF118Sr2b	BelleairBlvd	post	440	3	5	0.04716	0.000750791	0.027400568	0.0161	0.06791	0.05747	0.031834442	0.039755779	0.986181349	0.00098371	0.031364153	0.962855241	1.03971786	0.972301623	0.98540941	0.985791051	1.069093257	0.965453371	0.176891616	0.356364419	0.356364419	0.033680585	0.035412672	"(29951:0.076863,(23087:0.019929,3080:0.004250):0.005196):0.962855;"
NF118Sr2b	BelleairBlvd	pre	40	3	5	0.0449	0.000248244	0.01575577	0.02672	0.05459	0.05339	0.040282719	0.042704125	0.972796133	0.002609861	0.051086797	0.93086327	1.056881181	0.967477611	0.970739786	0.971752979	1.136019333	0.931990334	0.0133743	0.378673111	0.378673111	0.067633978	0.068385354	"((27078:0.123764,40129:0.042524):0.002254,34893:0.036614):0.930863;"
NF118Sr2b	BelleairBlvd	pre	101	3	5	0.022233333	2.18E-05	0.004666608	0.01817	0.02733	0.0212	0.021614547	0.021916783	0.987175461	0.000394709	0.019867282	0.967736342	1.011204131	0.985539638	0.986856332	0.987015763	1.064122696	0.967938652	0.007646095	0.354707565	0.354707565	0.031993911	0.032128785	"((600:0.017399,40206:0.035115):0.000405,20739:0.043468):0.967736;"
NF118Sr2b	BelleairBlvd	pre	112	3	5	0.008166667	1.94E-05	0.004406658	0.00341	0.01211	0.00898	0.006157761	0.007184418	0.992680398	0.000284482	0.016866585	0.981385496	1.020597647	0.982647496	0.992454743	0.992566969	1.036598008	0.981700996	0.03943662	0.345532669	0.345532669	0.018193837	0.018404171	"(34141:0.039212,(31475:0.014738,35190:0.000631):0.000631):0.981385;"
NF118Sr2b	BelleairBlvd	pre	285	3	5	0.01334	3.54E-06	0.001880319	0.01144	0.0152	0.01338	0.013161331	0.013250794	0.996421746	2.72E-05	0.005219939	0.990960153	1.002682793	0.997622273	0.996399864	0.996410806	1.017891271	0.991054365	0.01035503	0.33929709	0.33929709	0.008914231	0.008977039	"(13948:0.008735,(35958:0.011534,8339:0.006474):0.000188):0.990960;"
NF118Sr2b	BelleairBlvd	pre	302	15	11	0.084716667	0.000494315	0.022233198	0.05557	0.12334	0.08137	0.07921976	0.081957083	0.977941984	0.00141131	0.037567406	0.926688888	1.042573308	0.975093683	0.976643062	0.977290271	1.242638179	0.951472364	0.107034548	0.207106363	0.207106363	0.042403079	0.052658215	"(10419:0.048405,(37164:0.020980,(32048:0.076120,((18790:0.054354,13027:0.024830):0.028226,8419:0.029730):0.011539):0.014451):0.007315):0.926689;"
NF118Sr2b	BelleairBlvd	pre	269	3	5	0.031733333	0.000128144	0.011320054	0.02467	0.04479	0.02574	0.029495186	0.030524806	0.992471336	0.000546615	0.02337979	0.96823769	1.027553257	0.994118991	0.992035208	0.992252518	1.037643319	0.98117834	0.408139802	0.345881106	0.345881106	0.014508109	0.02313521	"(9571:0.005993,(32649:0.033434,18962:0.004097):0.025881):0.968238;"
NF118Sr2b	BelleairBlvd	pre	226	10	9	0.087086	0.001132993	0.033659967	0.04099	0.14075	0.07883	0.075827528	0.081316143	0.978210324	0.003560067	0.059666295	0.907604334	1.101315377	0.966469825	0.975106246	0.976636808	1.196107083	0.950973229	0.127661273	0.239221417	0.239221417	0.041316585	0.05770055	"((((35231:0.016712,12737:0.111791):0.023054,25145:0.051818):0.026175,35938:0.017546):0.032690,29198:0.008715):0.907604;"
NF118Sr2b	BelleairBlvd	pre	354	3	5	0.029573333	5.38E-05	0.007331851	0.02131	0.0353	0.03211	0.02819605	0.028906765	0.99082275	0.000223888	0.014962897	0.976932523	1.01301043	0.991264203	0.990643136	0.990732749	1.045886248	0.977056876	0.004958165	0.348628749	0.348628749	0.022901673	0.022984575	"((12949:0.035829,1218:0.014083):0.000249,13584:0.018793):0.976933;"
NF118Sr2b	BelleairBlvd	pre	214	6	7	0.116256667	0.001179192	0.034339367	0.05842	0.15369	0.125225	0.104865879	0.111059163	0.969630509	0.005166688	0.071879674	0.889386625	1.08035779	0.942243291	0.965240504	0.967404897	1.212586439	0.929137854	0.153882887	0.30314661	0.30314661	0.06068876	0.080799954	"(11343:0.031836,(21366:0.014048,(1403:0.086345,23447:0.110526):0.041636):0.038809):0.889387;"
NF118Sr2b	BelleairBlvd	pre	563	15	11	0.233031333	0.081555859	0.285579865	0.00971	0.64893	0.05216	0.035926208	0.085227135	0.963642269	0.011076549	0.105245183	0.64996945	1.033077004	0.990669742	0.94899323	0.957116712	1.399935046	0.920012991	0.324182795	0.233322508	0.233322508	0.066515474	0.124994266	"(21699:0.331309,(12030:0.024517,((39648:0.010690,(37603:0.000165,14099:0.032235):0.010183):0.000165,7393:0.000176):0.022393):0.318132):0.649969;"
NF118Sr2b	BelleairBlvd	mixed	9	3	5	0.02858	0.00039238	0.019808574	0.00594	0.04272	0.03708	0.01371572	0.021111502	0.975419791	0.003833064	0.061911744	0.931957538	1.083260337	0.945809517	0.97249253	0.973920451	1.122901047	0.938549477	0.33258427	0.374300349	0.374300349	0.059253211	0.063647836	"(37046:0.151303,(24274:0.000668,13662:0.025789):0.013184):0.931958;"
NF118Sr2b	BelleairBlvd	mixed	38	6	7	0.042503333	0.000211517	0.014543617	0.02672	0.05878	0.04275	0.038312197	0.040365618	0.972409903	0.002056983	0.045353971	0.933663942	1.062111611	0.972265589	0.970676467	0.97153007	1.193130682	0.935623106	0.011029216	0.298282671	0.298282671	0.063848838	0.064866685	"(23222:0.051489,((27078:0.124376,40129:0.042734):0.002265,34893:0.036796):0.001806):0.933664;"
NF118Sr2b	BelleairBlvd	mixed	70	3	5	0.015993333	2.91E-06	0.001705061	0.01493	0.01796	0.01509	0.015879101	0.01593499	0.990333242	0.000191656	0.013844	0.975590527	1.003547712	0.993389733	0.990178067	0.990255711	1.048333788	0.975833106	0.008830022	0.349444596	0.349444596	0.024086035	0.024247754	"((35058:0.027472,37085:0.026987):0.000485,16105:0.017799):0.975591;"
