primer	site	class	id	dist.count	dist.mean	dist.variance	dist.standard_deviation	dist.min	dist.max	dist.median	dist.harmonic_mean	dist.geometric_mean	hght.count	hght.mean	hght.variance	hght.standard_deviation	hght.min	hght.max	hght.median	hght.harmonic_mean	hght.geometric_mean	tree.calc_tree_length	tree.calc_redundancy	tree.calc_gamma	tree.calc_fiala_stemminess	tree.calc_imbalance	tree.calc_i2	tree.calc_fp_mean	tree.calc_es_mean	tree.calc_pe_mean	tree.calc_shapley_mean	tree.to_newick
F04R22	BelleairBlvd	post	94	6	0.00761166666666667	7.42805666666669e-06	0.00272544614084863	0.00252	0.00953	0.008405	0.00608354007936231	0.00697986516310759	7	0.997592373919316	2.45439050387356e-05	0.0049541805617817	0.989943915299515	1.00327743511564	0.998820496323958	0.997571264643092	0.997581822735349	1.01685338256479	0.994382205811736	-2.374650212	0.341612329579135	1	0.666666666666667	0.254213345641198	0.254213345641198	0.0045082215602083	0.00672736681631911	((40226:0.008895,(9080:0.004438,30539:0.000261):0.004438):0.004438,39165:0.004438):0.989944;
F04R22	BelleairBlvd	post	152	3	0.06494	0.000952741300000001	0.0308665077389717	0.03066	0.09053	0.07363	0.0524079086720302	0.0589033267726035	5	0.977389809728716	0.00281245165951427	0.0530325528285625	0.937425628327945	1.0698703078236	0.961927713739678	0.975224341467145	0.976284531476748	1.11305095135642	0.94347452432179	-1.656747910	0.0835200398307194	1	1	0.371016983785473	0.371016983785473	0.0545091770135942	0.0585417743428249	(38736:0.030776,(2047:0.120347,40167:0.012404):0.012098):0.937426;
F04R22	BelleairBlvd	post	210	6	0.0111733333333333	6.85386666666667e-06	0.00261798905014262	0.00746	0.01498	0.01121	0.0106396199093937	0.0109094360818912	7	0.995498876751604	4.09360241205488e-05	0.00639812661023122	0.989206517821576	1.00373693495457	0.994404082174631	0.995463684238091	0.995481271353391	1.03150786273878	0.989497379087075	-2.444714909	0.0123827074597115	1	0.666666666666667	0.257876965684694	0.257876965684694	0.0104330671320447	0.0105753362292998	(6985:0.013885,((15708:0.004628,11415:0.013961):0.000266,18327:0.009257):0.000304):0.989207;
F04R22	BelleairBlvd	post	287	3	0.0184933333333333	5.07654333333332e-05	0.0071249865496949	0.01031	0.02332	0.02185	0.0161601842696505	0.0173838600720556	5	0.993968648249471	0.000178735182057244	0.0133691877859967	0.974287536504313	1.00741834782317	0.995555704743043	0.993823916388716	0.993896427323643	1.03015675875264	0.984921620623678	-1.638995702	0.505989458552947	1	1	0.343385586250881	0.343385586250881	0.0115336846698667	0.0186230740827767	(36930:0.013836,(2646:0.011863,17416:0.008902):0.021268):0.974288;
F04R22	BelleairBlvd	post	357	6	0.0135316666666667	6.62261666666661e-06	0.00257344451400581	0.00992	0.01725	0.013565	0.0131140561767267	0.0133240029380657	7	0.991176180216385	0.000137085058449819	0.0117083328638119	0.973925769340217	1.00615472173666	0.997796658400748	0.991057287273563	0.99111679029622	1.0617667384853	0.979411087171565	-2.372361727	0.0687922380516304	1	0.666666666666667	0.265441684621326	0.265441684621326	0.0198382048050734	0.0219602422862718	(18229:0.023871,(21283:0.016066,(11582:0.023741,18942:0.015675):0.000520):0.007968):0.973926;
F04R22	BelleairBlvd	pre	19	3	0.06644	0.0001112061	0.0105454302899408	0.05595	0.07704	0.06633	0.0653174897158687	0.0658782601290338	5	0.972648156502481	0.00476075860231973	0.0689982507192735	0.891522782266333	1.05373415904524	0.971718000246073	0.968727250123066	0.970687163460941	1.13675921748759	0.931620391256203	-1.565279615	0.368082222724192	1	1	0.378919739162531	0.378919739162531	0.0550137390805069	0.0817454784070869	(31308:0.027363,(40749:0.082016,11578:0.055662):0.080195):0.891523;
F04R22	BelleairBlvd	pre	29	10	0.131844	0.00254296095999999	0.0504277796457468	0.05655	0.23006	0.135635	0.11383850906753	0.122941686957265	9	0.951269570951902	0.0123999299367685	0.11135497266296	0.780999713355928	1.16160402650615	0.935323823494697	0.940079455178253	0.945610484930065	1.43857386143288	0.890356534641779	-2.057520438	0.125696078868832	1	0.5	0.287714772286577	0.287714772286577	0.0957770583573608	0.131514829615391	(24212:0.104288,((11291:0.056423,(40540:0.201915,7814:0.103403):0.024365):0.049910,18758:0.012857):0.104414):0.781000;
F04R22	BelleairBlvd	pre	7	10	0.06135	0.000525690733333335	0.0229279465572767	0.02997	0.1069	0.0661	0.0536493254574331	0.057464396843677	9	0.964720171619661	0.00357119169791953	0.059759448607894	0.907694491766042	1.06510505394662	0.958063600227144	0.961558245209186	0.963117482594907	1.31751845542306	0.920620386144236	-2.586319850	0.0968535884112694	0.333333333333333	0.222222222222222	0.263503691084611	0.263503691084611	0.0717035775127769	0.0819647927314026	((19198:0.146508,(11778:0.106502,37014:0.020415):0.050511):0.000398,(25810:0.035122,3727:0.049972):0.000398):0.907694;
F04R22	BelleairBlvd	pre	131	3	0.0112466666666667	1.6800333333333e-06	0.00129616099823027	0.00975	0.012	0.01199	0.0111399813384686	0.0111944221800803	5	0.995997775831986	3.69369664461328e-05	0.00607757899546627	0.987664815323751	1.00168090858542	0.996657356691358	0.995968054012324	0.995982923775283	1.02001112084007	0.989994439579965	-1.700403878	0.199507389162562	1	1	0.34000370694669	0.34000370694669	0.00922901900129743	0.0107821018387734	(8275:0.008993,(5727:0.009338,7424:0.009357):0.004659):0.987665;
F04R22	BelleairBlvd	pre	194	10	0.084056	0.00229155722666667	0.0478702123106496	0.01027	0.1222	0.1082	0.0358375531739883	0.0611935121990387	9	0.972138486227977	0.00747783274239389	0.0864744629494389	0.910321558700284	1.11570046771494	0.929288541545744	0.965791178808756	0.968881770082497	1.2507536239482	0.937311594012949	-2.992994117	0.119442821764704	1	0.5	0.250150724789641	0.250150724789641	0.0467677490142037	0.0680864130495838	((34508:0.023966,(7860:0.018143,(18315:0.092682,4930:0.098786):0.105769):0.000281):0.000543,9289:0.000262):0.910322;
