file	tree_length	tree_height	number_of_terminals	imbalance	i2	gamma	fiala_stemminess	rohlf_stemminess	fp	es	pe	shapley	avtd
./PostF0-BayfrontPark.txt	13.4907447818372	1	26	-0.193333333333333	0.0534087301587301	-4.801901744821746735513338760821164740122	0.269597057419004	0.129901032266684	0.518874799301433	0.518874799301433	0.465002886339344	0.511218194632936	15.7041166705528
./PostF0-Bellair.txt	16.4219321114533	1	57	-0.00324675324675325	0.0212314811599423	-3.078129939342452816239666554157764773461	0.358904889620247	0.19216717950842	0.28810407213076	0.28810407213076	0.243913193170806	0.28657304777978	25.4745340554414
./PostF0-RyanCt.txt	195.12905873967	1	1364	0.00199633054407279	0.000850396021502417	42.31071787830077233013311139118459856525	0.379054575377138	0.0238944932184335	0.143056494677177	0.143056494677178	0.126022222548688	0.142966248763364	669.632099930111
./PostF0-Shellfish.txt	31.2833736840395	0.999999999999999	113	0.0326576576576577	0.00992350749522809	-8.374550213310925562608323764666646283335	0.347909379504703	0.0675261430153389	0.276844014903005	0.276844014903005	0.250548655156894	0.276126332199678	42.6595075326988
./PostNF-BayfrontPark.txt	12.0083516746035	1	30	0.0467980295566502	0.0391039174290406	-0.8205557079250566051929464329974515242527	0.298718976294319	0.330612014256849	0.400278389153449	0.400278389153449	0.32975814438497	0.397898268146866	18.8617895681377
./PostNF-BelleairBlvd.txt	15.6805284208495	1	42	-0.0463414634146341	0.0312935394404111	-2.729648520430446370577017060307682741523	0.278254883782411	0.238040661796879	0.37334591478213	0.37334591478213	0.333599021125158	0.372260288253383	23.3536244937933
./PostNF-RyanCt.txt*	261.380618664297	1	1166	0.00196746456646461	0.00101224465776388	127.8963912980101895795031661014299697249	0.384299389088011	0.205458330624603	0.224168626641765	0.224168626641765	0.189611735318755	0.224168626641764	917.237752803669
./PostNF-ShellfishLab.txt	16.130335711169	1	30	-0.0369458128078818	0.033793273463697	-4.044618546109522862626403093520280156702	0.239973827318084	0.387874528799816	0.537677857038968	0.537677857038967	0.468099832319953	0.536154526441789	20.7652532838039
./PreF0-BayfrontPark.txt*	1153.6903224625	1	3502	0.00273407597829192	0.00034392083721863	70.58694219882640078422886436401772941091	0.291705567661649	0.0497843646722153	0.329437556385641	0.329437556385641	0.308458199631822	0.329437556385641	2714.59668786615
./PreF0-Belleair.txt	95.8545046214354	1	218	0.0407492746202424	0.00513152262775739	-9.6088757461766012526775143025643775207	0.277189601325218	0.172249852467216	0.439699562483649	0.439699562483649	0.401475070227645	0.439699562483649	163.15674918216
./PreF0-RyanCt.txt	189.084838654988	1	1663	0.00894738863036852	0.000728038526447252	63.70779130985442976046842971107684893735	0.348023967275488	0.0133201124719942	0.113701045493077	0.113701045493077	0.103295539391717	0.113518788747523	628.627621975763
./PreF0-Shellfish.txt*	825.488759411165	1	2986	0.00693570623447892	0.000396873953361159	57.1011747670148779941741346804161081746	0.342220997700365	0.0419842220454696	0.276453033962211	0.276453033962212	0.260395304640175	0.276453033962211	1881.46062530068
./PreNF-BayfrontPark.txt	498.941994169401	1	2137	0.00144155285986194	0.000512941312145469	49.71425549398084509072604529461412715969	0.349400355785157	0.0435383780898437	0.233477769849976	0.233477769849976	0.205928197304381	0.233450416821785	1417.38493840333
./PreNF-BelleairBlvd.txt	127.594245838694	1	271	-0.0148423516453256	0.0042891645982098	-2.249419887049803448880879962609848919764	0.308904340396834	0.0962501664679079	0.470827475419534	0.470827475419534	0.435907510315557	0.470827475419534	225.299860060678
./PreNF-RyanCt.txt	127.754893398881	0.999999999999999	558	-0.00266716608759671	0.00223650095968029	14.88284828228583493613066471839368307289	0.317741162457754	0.132222803268623	0.228951421861795	0.228951421861795	0.209780632392706	0.228951421861795	300.551221415039
./PreNF-ShellfishLab.txt	290.323205850261	1	873	-0.00228567817230011	0.00136137520487333	23.92377850308464268053690812123204882566	0.351018324293453	0.0557233882325169	0.332558082302702	0.332558082302701	0.305099178657308	0.332558082302702	695.113508761943
