child	parent	length
n18		0.06713
11275	n18	0.35055
n386	n18	0.08617
n387	n386	0.00991
n388	n387	0.01085
n442	n388	0.05426
n470	n442	0.10899
n476	n470	0.02983
36583	n476	0.00588
n478	n476	0.00288
26856	n478	0.00014
14006	n478	0.00582
n484	n470	0.01054
n485	n484	0.00014
27654	n485	0.01203
n495	n485	0.00447
40456	n495	0.01105
277	n495	0.0255
26113	n484	0.15893
n503	n442	0.03689
n504	n503	0.01509
n531	n504	0.01093
17465	n531	0.05804
n537	n531	0.02662
n538	n537	0.00153
13308	n538	0.02655
30525	n538	0.03507
n605	n537	0.01464
n606	n605	0.00578
38601	n606	0.01476
5921	n606	0.00584
n625	n605	0.00029
n630	n625	0.01522
n631	n630	0.03127
27951	n631	0.04544
40703	n631	0.03032
18865	n630	0.09545
n671	n625	0.00784
n672	n671	0.00101
n673	n672	0.00665
26892	n673	0.06009
n711	n673	0.02557
26758	n711	0.04751
n726	n711	0.01233
6476	n726	0.05021
n728	n726	0.00016
14396	n728	0.02354
n730	n728	0.0101
n733	n730	0.00981
n738	n733	0.01356
15629	n738	0.01124
17798	n738	0.03987
n745	n733	0.00014
n746	n745	0.01397
n751	n746	0.02511
21103	n751	0.00574
19338	n751	0.01526
1560	n746	0.04092
35426	n745	0.02025
16132	n730	0.02313
n784	n672	0.00504
n789	n784	0.009
16538	n789	0.0176
39464	n789	0.00289
n796	n784	0.00279
n797	n796	0.00219
37253	n797	0.00873
n811	n797	0.03553
39013	n811	0.02354
n823	n811	0.00461
n825	n823	0.00028
12143	n825	0.02753
38168	n825	0.03791
n855	n823	0.00014
900	n855	0.03212
27547	n855	0.01223
24860	n796	0.03539
n981	n671	0.01058
n984	n981	0.0217
n985	n984	0.00768
n986	n985	0.00016
n988	n986	0.0003
n989	n988	0.00015
28375	n989	0.01491
13858	n989	0.02438
25971	n988	0.01443
n1036	n986	0.00258
30360	n1036	0.02127
26896	n1036	0.02329
39897	n985	0.07265
n1114	n984	0.01155
30608	n1114	0.01483
2852	n1114	0.02419
40118	n981	0.01796
5026	n504	0.05967
n1197	n503	0.0123
31061	n1197	0.0721
n1268	n1197	0.03829
n1271	n1268	0.03122
20652	n1271	0.0729
3548	n1271	0.08471
n1282	n1268	0.0658
32286	n1282	0.00014
32583	n1282	0.00324
15662	n388	0.18496
n1732	n387	0.2203
n1735	n1732	0.02416
n1740	n1735	0.04355
n1743	n1740	0.00524
26350	n1743	0.00293
n1745	n1743	0.00015
32202	n1745	0.00587
n1749	n1745	0.00617
2514	n1749	0.00296
35170	n1749	0.07027
n1763	n1740	0.05932
7131	n1763	0.02046
32748	n1763	0.04944
6490	n1735	0.10418
n1845	n1732	0.08876
28204	n1845	0.02707
n1847	n1845	0.0085
15163	n1847	0.00309
26417	n1847	0.00015
n2812	n386	0.08393
n2813	n2812	0.01236
n2814	n2813	0.00882
n2925	n2814	0.02211
n2926	n2925	0.0157
n2928	n2926	0.00866
n2930	n2928	0.06697
22867	n2930	0.18043
n2932	n2930	0.00014
n2948	n2932	0.03815
11305	n2948	0.01501
n2957	n2948	0.039
30152	n2957	0.02626
n2960	n2957	0.0003
8397	n2960	0.00859
n2964	n2960	0.00028
12005	n2964	0.00285
n2966	n2964	0.00016
27736	n2966	0.00394
31471	n2966	0.04123
32147	n2932	0.0347
n3018	n2928	0.0018
21334	n3018	0.09852
n3028	n3018	0.03491
31497	n3028	0.06908
