child	parent	length
n2		0
n4	n2	0.04215
n1235	n4	0.0463
n1237	n1235	0.01802
12329	n1237	0.13008
14299	n1237	0.21264
n1755	n1235	0.2083
30499	n1755	0.00971
n1757	n1755	0.00624
n1758	n1757	0.00015
n1759	n1758	0.00619
1363	n1759	0.00626
25733	n1759	0.01913
2200	n1758	0.00014
160	n1757	0.00015
n2253	n4	0.02129
27074	n2253	0.19618
11438	n2253	0.24207
n2756	n2	0.02127
15938	n2756	0.49952
n2812	n2756	0.03456
n2813	n2812	0.01236
n3256	n2813	0.0837
9663	n3256	0.18431
10412	n3256	0.14692
n4617	n2813	0.01374
n4618	n4617	0.00945
21353	n4618	0.13598
n4726	n4618	0.07752
n4778	n4726	0.09284
4885	n4778	0.01844
n4780	n4778	0.01057
31584	n4780	0.0003
n4784	n4780	0.01907
22164	n4784	0.00015
12376	n4784	0.00884
1940	n4726	0.14609
n5722	n4617	0.11625
n5723	n5722	0.07167
n5724	n5723	0.01386
n5725	n5724	0.00304
n5726	n5725	0.00015
n5727	n5726	0.00015
3111	n5727	0.0066
33006	n5727	0.00667
n5730	n5726	0.00219
10528	n5730	0.00865
21972	n5730	0.00015
n5733	n5725	0.00015
n5734	n5733	0.00016
n5735	n5734	0.00015
9488	n5735	0.01158
n5737	n5735	0.00014
n5738	n5737	0.00567
n5739	n5738	0.00575
21824	n5739	0.00572
n5741	n5739	0.00015
24454	n5741	0.00573
22799	n5741	0.00573
n5744	n5738	0.00015
21097	n5744	0.00575
4941	n5744	0.00574
n5747	n5737	0.00014
n5748	n5747	0.00011
n5749	n5748	0.00015
n5750	n5749	0.00014
n5751	n5750	0.00015
27858	n5751	0.01446
n5753	n5751	0.00015
n5754	n5753	0.00016
n5755	n5754	0.00015
n5756	n5755	0.00014
n5757	n5756	0.01016
n5758	n5757	0.02012
33761	n5758	0.00664
38492	n5758	0.02067
n5761	n5757	0.0075
17371	n5761	0.0491
6487	n5761	0.01055
29421	n5756	0.01961
15579	n5755	0.02375
n5766	n5754	0.00016
17432	n5766	0.01433
n5768	n5766	0.00865
33737	n5768	0.00289
3613	n5768	0.00871
37857	n5753	0.0203
26824	n5750	0.01156
n5773	n5749	0.00574
35097	n5773	0.00871
36336	n5773	0.00872
19890	n5748	0.01458
19174	n5747	0.00014
n5778	n5734	0.0081
n5779	n5778	0.00282
15233	n5779	0.01419
n5781	n5779	0.00316
17612	n5781	0.03256
9513	n5781	0.00015
n5784	n5778	0.00606
n5785	n5784	0.00015
17786	n5785	0.00568
n5787	n5785	0.01445
26368	n5787	0.00291
n5789	n5787	0.00566
9776	n5789	0.01477
35262	n5789	0.00862
15448	n5784	0.00015
n5793	n5733	0.00538
n5794	n5793	0.00015
n5795	n5794	0.00853
n5796	n5795	0.00016
2360	n5796	0.00573
27618	n5796	0.00859
19908	n5795	0.00573
16456	n5794	0.01437
n5801	n5793	0.00015
n5802	n5801	0.0035
328	n5802	0.01851
n5804	n5802	0.02088
n5805	n5804	0.00016
2918	n5805	0.03586
n5807	n5805	0.00015
3312	n5807	0.00554
n5809	n5807	0.01179
38454	n5809	0.01125
n5811	n5809	0.00819
1327	n5811	0.01742
n5813	n5811	0.01081
28238	n5813	0.08071
n5815	n5813	0.04582
30416	n5815	0.02483
4667	n5815	0.01785
28696	n5804	0.03198
n5819	n5801	0.00015
11909	n5819	0.00014
n5821	n5819	0.00014
38281	n5821	0.01155
n5823	n5821	0.00015
27123	n5823	0.01156
13748	n5823	0.03103
n5826	n5724	0.02387
36693	n5826	0.0183
n5828	n5826	0.02047
34338	n5828	0.01649
n5830	n5828	0.01331
32559	n5830	0.01764
n5832	n5830	0.05057
29757	n5832	0.01936
34196	n5832	0.00539
n5835	n5723	0.00014
40295	n5835	0.0152
5663	n5835	0.02737
269	n5722	0.02394
n5990	n2812	0.07531
34443	n5990	0.16055
n6092	n5990	0.06846
n6093	n6092	0.08997
15575	n6093	0.16864
n6108	n6093	0.24972
32252	n6108	0.08101
28212	n6108	0.02819
n6414	n6092	0.06912
n6422	n6414	0.46721
16009	n6422	0.05541
n6431	n6422	0.02059
9014	n6431	0.01035
27311	n6431	0.00808
n6728	n6414	0.02197
n6753	n6728	0.04876
n6754	n6753	0.02053
30775	n6754	0.04997
n6785	n6754	0.09534
n6786	n6785	0.04143
24246	n6786	0.20032
n6890	n6786	0.0546
38921	n6890	0.10167
n6893	n6890	0.00366
795	n6893	0.00557
n6895	n6893	0.00014
30209	n6895	0.00014
n6897	n6895	0.00014
n6899	n6897	0.0003
n6900	n6899	0.0177
15281	n6900	0.00884
3971	n6900	0.0029
39349	n6899	0.02744
n6905	n6897	0.00016
n6906	n6905	0.00304
27265	n6906	0.01577
n6908	n6906	0.00015
24673	n6908	0.00879
n6910	n6908	0.00435
38741	n6910	0.00436
13479	n6910	0.00586
n6913	n6905	0.00913
11708	n6913	0.00292
n6915	n6913	0.00301
10695	n6915	0.01474
37972	n6915	0.00016
30590	n6785	0.30166
n7017	n6753	0.01599
n7018	n7017	0.01273
n7021	n7018	0.26243
15882	n7021	0.02852
n7025	n7021	0.05063
n7026	n7025	0.00216
15855	n7026	0.00014
n7028	n7026	0.00014
8588	n7028	0.01675
n7030	n7028	0.02191
n7031	n7030	0.00442
18023	n7031	0.00829
849	n7031	0.03982
n7036	n7030	0.00015
25346	n7036	0.00014
n7038	n7036	0.00015
9341	n7038	0.01386
5043	n7038	0.00014
n7041	n7025	0.00012
24747	n7041	0.00893
18893	n7041	0.05946
n7046	n7018	0.14357
1866	n7046	0.00014
2650	n7046	0.02493
n7135	n7017	0.06688
n7138	n7135	0.09922
13690	n7138	0.0262
13792	n7138	0.00779
n7141	n7135	0.09046
n7143	n7141	0.15618
2590	n7143	0.01445
29021	n7143	0.00015
n7161	n7141	0.04385
29713	n7161	0.11032
n7163	n7161	0.04478
30636	n7163	0.1318
n7165	n7163	0.0621
15675	n7165	0.20143
n7167	n7165	0.0745
26518	n7167	0.04136
n7169	n7167	0.01521
12342	n7169	0.07507
n7171	n7169	0.07756
32832	n7171	0.04123
n7173	n7171	0.03846
27637	n7173	0.00149
9834	n7173	0.03194
n7200	n6728	0.01134
n7201	n7200	0.05373
14461	n7201	0.06626
n7208	n7201	0.07929
n7209	n7208	0.05839
n7210	n7209	0.01944
n7237	n7210	0.01158
4308	n7237	0.00014
7349	n7237	0.01679
n7244	n7210	0.03863
4953	n7244	0.02326
11675	n7244	0.07144
24508	n7209	0.01421
24153	n7208	0.24003
n8524	n7200	0.02686
n8571	n8524	0.03123
34712	n8571	0.16138
n8861	n8571	0.01754
n8862	n8861	0.02291
n8876	n8862	0.16144
n8877	n8876	0.00789
25499	n8877	0.00016
n8879	n8877	0.01987
n8880	n8879	0.0117
n8881	n8880	0.00402
n8882	n8881	0.00684
2574	n8882	0.00648
n8884	n8882	0.03614
n8885	n8884	0.02399
34501	n8885	0.00519
10624	n8885	0.07516
36681	n8884	0.01326
36559	n8881	0.00014
36328	n8880	0.00743
n8891	n8879	0.00016
24915	n8891	0.0204
7329	n8891	0.04149
n8894	n8876	0.00376
n8895	n8894	0.0001
n8896	n8895	0.00059
15200	n8896	0.011
n8898	n8896	0.00133
n8899	n8898	0.01607
n8900	n8899	0.0015
n8901	n8900	0.00134
n8902	n8901	0.00015
2180	n8902	0.01186
n8904	n8902	0.00014
n8905	n8904	0.00015
37716	n8905	0.00851
8673	n8905	0.01497
n8908	n8904	0.00014
n8909	n8908	0.00964
12064	n8909	0.00415
n8911	n8909	0.00014
n8912	n8911	0.00014
36632	n8912	0.01046
16402	n8912	0.01108
n8915	n8911	0.00461
30504	n8915	0.04899
7159	n8915	0.01277
n8918	n8908	0.0021
1784	n8918	0.00633
7841	n8918	0.00826
20108	n8901	0.04064
37942	n8900	0.01097
9731	n8899	0.00579
n8924	n8898	0.00989
n8925	n8924	0.0071
20124	n8925	0.00015
2608	n8925	0.00821
n8928	n8924	0.00016
21538	n8928	0.01095
n8930	n8928	0.00014
6465	n8930	0.01376
n8932	n8930	0.01234
29380	n8932	0.01797
30853	n8932	0.03284
n8935	n8895	0.00425
n8936	n8935	0.00014
15621	n8936	0.01641
n8938	n8936	0.00011
n8939	n8938	0.00566
24928	n8939	0.00546
n8941	n8939	0.00014
33316	n8941	0.0082
n8943	n8941	0.0001
623	n8943	0.00546
n8945	n8943	0.0001
n8946	n8945	0.00426
25655	n8946	0.01034
9	n8946	0.01835
n8949	n8945	0.0001
n8950	n8949	0.0608
3317	n8950	0.02601
n8952	n8950	0.01982
1956	n8952	0.01785
35456	n8952	0.01939
35658	n8949	0.00222
31677	n8938	0.00541
9717	n8935	0.00634
n8958	n8894	0.00221
12640	n8958	0.01774
n8962	n8958	0.00502
n8963	n8962	0.01132
n8964	n8963	0.0001
12282	n8964	0.01097
n8966	n8964	0.0075
37731	n8966	0.00014
n8968	n8966	0.00014
n8969	n8968	0.00376
17747	n8969	0.01375
24979	n8969	0.01537
n8972	n8968	0.0001
n8973	n8972	0.00015
29106	n8973	0.00856
n8975	n8973	0.01274
n8976	n8975	0.00014
33594	n8976	0.00899
n8978	n8976	0.00014
n8979	n8978	0.00015
36244	n8979	0.01084
n8981	n8979	0.00015
n8982	n8981	0.00014
n8983	n8982	0.01586
n8984	n8983	0.00052
n8985	n8984	0.00014
n8986	n8985	0.00014
n8987	n8986	0.00013
n8988	n8987	0.01007
n8989	n8988	0.0083
n8990	n8989	0.00015
n8991	n8990	0.00015
n8992	n8991	0.00013
n8993	n8992	0.00352
28689	n8993	0.01406
n8995	n8993	0.00728
30840	n8995	0.01091
3941	n8995	0.00014
3866	n8992	0.0109
36396	n8991	0.00595
9201	n8990	0.02057
4753	n8989	0.02924
7917	n8988	0.01091
37181	n8987	0.01095
n9004	n8986	0.00552
38280	n9004	0.00833
4577	n9004	0.00554
31434	n8985	0.00014
n9008	n8984	0.02218
n9009	n9008	0.00011
n9010	n9009	0.00684
n9011	n9010	0.00014
n9014	n9011	0.0188
5786	n9014	0.00603
n9016	n9014	0.00782
n9017	n9016	0.00015
40171	n9017	0.0089
30613	n9017	0.03984
n9020	n9016	0.00626
15750	n9020	0.03014
3467	n9020	0.01862
8232	n9011	0.01004
n9024	n9010	0.00255
20997	n9024	0.01092
5751	n9024	0.00017
n9027	n9009	0.00447
n9028	n9027	0.0034
n9029	n9028	0.00014
n9030	n9029	0.00329
6445	n9030	0.0164
n9032	n9030	0.00015
n9033	n9032	0.00014
n9034	n9033	0.00015
31872	n9034	0.008
917	n9034	0.02883
n9037	n9033	0.03483
n9038	n9037	0.00014
9314	n9038	0.01497
n9040	n9038	0.02012
18424	n9040	0.00794
3713	n9040	0.03088
n9043	n9037	0.00195
8022	n9043	0.03196
6423	n9043	0.01401
n9046	n9032	0.00271
23567	n9046	0.00014
n9048	n9046	0.00304
n9049	n9048	0.0031
17170	n9049	0.00546
37461	n9049	0.00546
5459	n9048	0.01028
n9053	n9029	0.00543
26443	n9053	0.01373
5538	n9053	0.00276
22244	n9028	0.00839
7220	n9027	0.00714
n9058	n9008	0.00323
11809	n9058	0.01093
n9060	n9058	0.00015
7038	n9060	0.00819
n9062	n9060	0.00165
n9063	n9062	0.00171
n9064	n9063	0.03604
34666	n9064	0.0779
n9066	n9064	0.02597
