child	parent	length
15621	n1825	0.01641
n1824	n1825	0.00011
n1823	n1824	0.00566
24928	n1823	0.00546
n1822	n1823	0.00014
33316	n1822	0.0082
n1821	n1822	0.0001
623	n1821	0.00546
n1820	n1821	0.0001
n1816	n1820	0.00426
25655	n1816	0.01034
9	n1816	0.01835
n1819	n1820	0.0001
n1818	n1819	0.0608
3317	n1818	0.02601
n1817	n1818	0.01982
1956	n1817	0.01785
35456	n1817	0.01939
35658	n1819	0.00222
31677	n1824	0.00541
9717	n1826	0.00634
n1914	n1915	0.00221
12640	n1914	0.01774
n1913	n1914	0.00502
n1909	n1913	0.01132
n1902	n1909	0.0001
12282	n1902	0.01097
n1901	n1902	0.0075
37731	n1901	0.00014
n1900	n1901	0.00014
n1829	n1900	0.00376
17747	n1829	0.01375
24979	n1829	0.01537
n1899	n1900	0.0001
n1892	n1899	0.00015
29106	n1892	0.00856
n1891	n1892	0.01274
n1879	n1891	0.00014
33594	n1879	0.00899
n1878	n1879	0.00014
n1876	n1878	0.00015
36244	n1876	0.01084
n1875	n1876	0.00015
n1874	n1875	0.00014
n1873	n1874	0.01586
n1872	n1873	0.00052
n1840	n1872	0.00014
n1839	n1840	0.00014
n1837	n1839	0.00013
n1836	n1837	0.01007
n1835	n1836	0.0083
n1834	n1835	0.00015
n1833	n1834	0.00015
n1832	n1833	0.00013
n1831	n1832	0.00352
28689	n1831	0.01406
n1830	n1831	0.00728
30840	n1830	0.01091
3941	n1830	0.00014
3866	n1832	0.0109
36396	n1833	0.00595
9201	n1834	0.02057
4753	n1835	0.02924
7917	n1836	0.01091
37181	n1837	0.01095
n1838	n1839	0.00552
38280	n1838	0.00833
4577	n1838	0.00554
31434	n1840	0.00014
n1871	n1872	0.02218
n1864	n1871	0.00011
n1848	n1864	0.00684
n1846	n1848	0.00014
n1844	n1846	0.0188
5786	n1844	0.00603
n1843	n1844	0.00782
n1841	n1843	0.00015
40171	n1841	0.0089
30613	n1841	0.03984
n1842	n1843	0.00626
15750	n1842	0.03014
3467	n1842	0.01862
8232	n1846	0.01004
n1847	n1848	0.00255
20997	n1847	0.01092
5751	n1847	0.00017
n1863	n1864	0.00447
n1862	n1863	0.0034
n1861	n1862	0.00014
n1859	n1861	0.00329
6445	n1859	0.0164
n1858	n1859	0.00015
n1854	n1858	0.00014
n1849	n1854	0.00015
31872	n1849	0.008
917	n1849	0.02883
n1853	n1854	0.03483
n1851	n1853	0.00014
9314	n1851	0.01497
n1850	n1851	0.02012
18424	n1850	0.00794
3713	n1850	0.03088
n1852	n1853	0.00195
8022	n1852	0.03196
6423	n1852	0.01401
n1857	n1858	0.00271
23567	n1857	0.00014
n1856	n1857	0.00304
n1855	n1856	0.0031
17170	n1855	0.00546
37461	n1855	0.00546
5459	n1856	0.01028
n1860	n1861	0.00543
26443	n1860	0.01373
5538	n1860	0.00276
22244	n1862	0.00839
7220	n1863	0.00714
n1870	n1871	0.00323
11809	n1870	0.01093
n1869	n1870	0.00015
7038	n1869	0.00819
n1868	n1869	0.00165
n1867	n1868	0.00171
n1866	n1867	0.03604
34666	n1866	0.0779
n1865	n1866	0.02597
13246	n1865	0.02311
5728	n1865	0.04408
10144	n1867	0.00536
5491	n1868	0.02564
28319	n1873	0.01093
13508	n1874	0.01092
20223	n1875	0.01367
n1877	n1878	0.00808
1474	n1877	0.00807
3274	n1877	0.00272
n1890	n1891	0.00015
24970	n1890	0.0043
n1889	n1890	0.00015
n1887	n1889	0.00767
37709	n1887	0.03571
n1886	n1887	0.00026
17531	n1886	0.0115
n1885	n1886	0.00357
37210	n1885	0.01033
n1884	n1885	0.00729
9703	n1884	0.00583
n1883	n1884	0.00015
40134	n1883	0.00543
n1882	n1883	0.00015
n1881	n1882	0.0183
n1880	n1881	0.00793
32903	n1880	0.00763
5474	n1880	0.02214
39718	n1881	0.00856
37622	n1882	0.02748
n1888	n1889	0.00533
30271	n1888	0.01314
621	n1888	0.0099
n1898	n1899	0.00261
n1897	n1898	0.00262
n1896	n1897	0.00015
29154	n1896	0.01065
n1895	n1896	0.00588
26773	n1895	0.01987
n1894	n1895	0.00014
13699	n1894	0.0054
n1893	n1894	0.00636
214	n1893	0.033
29789	n1893	0.01098
11846	n1897	0.03835
17929	n1898	0.00824
n1908	n1909	0.02324
n1907	n1908	0.00015
27291	n1907	0.0082
n1906	n1907	0.00016
38691	n1906	0.01095
n1905	n1906	0.00015
4341	n1905	0.00638
n1904	n1905	0.00015
14368	n1904	0.01252
n1903	n1904	0.00538
26167	n1903	0.00551
34548	n1903	0.04707
17730	n1908	0.01097
n1912	n1913	0.00319
n1910	n1912	0.0169
22906	n1910	0.06971
32352	n1910	0.0041
38461	n1912	0.03085
40739	n2081	0.11948
n2389	n2390	0.00419
n2348	n2389	0.08403
n2315	n2348	0.00057
n2243	n2315	0.00363
33341	n2243	0.00578
n2242	n2243	0.00015
n2241	n2242	0.00373
n2099	n2241	0.00014
n2095	n2099	0.02463
n2092	n2095	0.00014
n2091	n2092	0.00016
n2089	n2091	0.00264
15542	n2089	0.00852
5879	n2089	0.00861
n2090	n2091	0.00704
20261	n2090	0.00861
7003	n2090	0.00832
2766	n2092	0.03384
n2094	n2095	0.00289
32982	n2094	0.0086
n2093	n2094	0.00014
32744	n2093	0.00874
9829	n2093	0.00861
n2098	n2099	0.00393
13890	n2098	0.01704
29222	n2098	0.02822
n2240	n2241	0.00708
n2100	n2240	0.00268
6562	n2100	0.00863
9100	n2100	0.00863
n2239	n2240	0.00012
n2115	n2239	0.00012
32979	n2115	0.01429
n2114	n2115	0.00172
n2105	n2114	0.00893
n2103	n2105	0.00015
23820	n2103	0.00566
n2102	n2103	0.00392
2513	n2102	0.02226
n2101	n2102	0.00742
23776	n2101	0.01352
38568	n2101	0.01695
n2104	n2105	0.00194
25501	n2104	0.05359
35615	n2104	0.03588
n2113	n2114	0.00016
n2109	n2113	0.00232
n2106	n2109	0.00014
3481	n2106	0.01445
20263	n2106	0.0086
n2108	n2109	0.00233
11501	n2108	0.00232
n2107	n2108	0.00015
37357	n2107	0.00622
13710	n2107	0.01143
n2112	n2113	0.01426
35433	n2112	0.00449
n2111	n2112	0.04534
26700	n2111	0.01944
n2110	n2111	0.01194
25956	n2110	0.06423
5475	n2110	0.03624
n2238	n2239	0.00159
n2131	n2238	0.0057
n2126	n2131	0.00474
n2123	n2126	0.00401
2751	n2123	0.02435
n2122	n2123	0.02175
31382	n2122	0.02001
n2120	n2122	0.0003
27227	n2120	0.01143
n2119	n2120	0.00016
n2116	n2119	0.00574
28897	n2116	0.01148
39158	n2116	0.00862
n2118	n2119	0.00015
6870	n2118	0.01655
n2117	n2118	0.00015
5671	n2117	0.02985
7116	n2117	0.01078
n2125	n2126	0.0096
24134	n2125	0.02365
n2124	n2125	0.00015
25538	n2124	0.01378
38446	n2124	0.00968
n2130	n2131	0.04106
30392	n2130	0.06747
n2129	n2130	0.01067
18859	n2129	0.00432
n2128	n2129	0.01172
25540	n2128	0.01423
13580	n2128	0.06441
n2237	n2238	0.00853
n2136	n2237	0.00132
n2135	n2136	0.00216
n2132	n2135	0.00837
28218	n2132	0.0061
38920	n2132	0.01423
n2134	n2135	0.00861
21355	n2134	0.0128
n2133	n2134	0.01105
2694	n2133	0.01694
34352	n2133	0.03573
35289	n2136	0.01131
n2236	n2237	0.00014
n2190	n2236	0.00552
n2157	n2190	0.0008
8701	n2157	0.01151
n2156	n2157	0.00073
7250	n2156	0.00871
n2155	n2156	0.0001
n2138	n2155	0.00207
7124	n2138	0.00863
n2137	n2138	0.00415
22402	n2137	0.0057
6575	n2137	0.00014
n2154	n2155	0.0001
n2150	n2154	0.00056
n2149	n2150	0.00016
n2146	n2149	0.00013
1596	n2146	0.0022
n2145	n2146	0.002
n2139	n2145	0.0033
23946	n2139	0.01989
313	n2139	0.00863
n2144	n2145	0.00016
n2141	n2144	0.00896
15156	n2141	0.0115
n2140	n2141	0.00016
14772	n2140	0.00014
30938	n2140	0.00859
n2143	n2144	0.00252
6275	n2143	0.00893
n2142	n2143	0.00417
24648	n2142	0.00422
35293	n2142	0.00862
n2148	n2149	0.01129
17349	n2148	0.01991
n2147	n2148	0.0054
32193	n2147	0.0096
38249	n2147	0.00447
26513	n2150	0.01047
n2153	n2154	0.00206
5585	n2153	0.0022
n2152	n2153	0.00015
27449	n2152	0.01132
n2151	n2152	0.00016
29329	n2151	0.0086
17669	n2151	0.0086
n2189	n2190	0.00014
n2165	n2189	0.00937
n2160	n2165	0.00016
35904	n2160	0.0022
n2159	n2160	0.00016
3660	n2159	0.00283
n2158	n2159	0.00015
23081	n2158	0.03243
40359	n2158	0.01434
n2164	n2165	0.00016
20300	n2164	0.0057
n2163	n2164	0.00801
34897	n2163	0.01157
n2162	n2163	0.00266
16694	n2162	0.00015
n2161	n2162	0.00572
4682	n2161	0.00572
9375	n2161	0.00572
n2188	n2189	0.00014
n2185	n2188	0.00014
n2183	n2185	0.00014
n2170	n2183	0.00207
29180	n2170	0.00857
n2169	n2170	0.00416
37890	n2169	0.00219
n2168	n2169	0.00014
21427	n2168	0.01148
n2167	n2168	0.00566
34139	n2167	0.00014
n2166	n2167	0.00285
14812	n2166	0.00571
19471	n2166	0.00571
n2182	n2183	0.01069
30852	n2182	0.00855
n2181	n2182	0.00708
9170	n2181	0.01731
n2180	n2181	0.01073
n2177	n2180	0.00307
36734	n2177	0.00286
n2176	n2177	0.01228
n2175	n2176	0.00015
23993	n2175	0.0172
n2174	n2175	0.00605
34730	n2174	0.01166
n2173	n2174	0.00016
n2171	n2173	0.00533
33557	n2171	0.00573
4176	n2171	0.00014
n2172	n2173	0.00436
18549	n2172	0.06553
21189	n2172	0.02187
26019	n2176	0.00287
n2179	n2180	0.00766
35413	n2179	0.00015
n2178	n2179	0.00358
36357	n2178	0.01754
26964	n2178	0.03614
n2184	n2185	0.00387
10014	n2184	0.01586
12023	n2184	0.00881
n2187	n2188	0.00947
22464	n2187	0.00281
n2186	n2187	0.00015
13438	n2186	0.02795
22514	n2186	0.01306
n2235	n2236	0.00333
n2212	n2235	0.01599
n2211	n2212	0.00015
n2197	n2211	0.00213
n2192	n2197	0.00428
20297	n2192	0.00531
n2191	n2192	0.00016
10223	n2191	0.01325
34476	n2191	0.01643
n2196	n2197	0.00014
35104	n2196	0.00861
n2195	n2196	0.00014
38349	n2195	0.00859
n2194	n2195	0.00014
2476	n2194	0.00861
n2193	n2194	0.00014
13754	n2193	0.00411
16882	n2193	0.01144
n2210	n2211	0.00011
n2204	n2210	0.00261
n2203	n2204	0.00029
n2198	n2203	0.00016
17549	n2198	0.00318
34054	n2198	0.00825
n2202	n2203	0.00367
8839	n2202	0.01154
n2201	n2202	0.00016
36220	n2201	0.0086
n2200	n2201	0.00013
24758	n2200	0.01539
14743	n2200	0.01261
7115	n2204	0.01443
n2209	n2210	0.01449
n2208	n2209	0.00327
22272	n2208	0.01429
n2207	n2208	0.00275
n2205	n2207	0.01822
14675	n2205	0.00843
14860	n2205	0.03773
2908	n2207	0.01051
35207	n2209	0.00861
7402	n2212	0.00868
n2234	n2235	0.02024
n2232	n2234	0.00136
n2231	n2232	0.00012
n2229	n2231	0.00015
n2225	n2229	0.00014
n2215	n2225	0.00554
26316	n2215	0.00276
n2214	n2215	0.00015
16775	n2214	0.00863
n2213	n2214	0.00309
14706	n2213	0.00575
34132	n2213	0.00345
n2224	n2225	0.00617
n2218	n2224	0.01228
n2216	n2218	0.00958
12676	n2216	0.01945
6515	n2216	0.02833
n2217	n2218	0.01259
10738	n2217	0.00622
2782	n2217	0.02649
n2223	n2224	0.00015
26627	n2223	0.01144
n2222	n2223	0.00016
n2221	n2222	0.00014
n2220	n2221	0.02815
n2219	n2220	0.00015
31834	n2219	0.04792
40042	n2219	0.02537
11964	n2220	0.01718
7259	n2221	0.01982
13094	n2222	0.02336
n2228	n2229	0.00016
16699	n2228	0.00014
n2227	n2228	0.00016
n2226	n2227	0.00178
9515	n2226	0.01172
1766	n2226	0.00214
24986	n2227	0.02471
n2230	n2231	0.00344
2885	n2230	0.00999
8252	n2230	0.02833
16125	n2232	0.0087
n2233	n2234	0.01195
17319	n2233	0.0084
25548	n2233	0.00694
1985	n2242	0.01706
n2314	n2315	0.00483
n2293	n2314	0.00014
n2290	n2293	0.01475
4275	n2290	0.01146
n2289	n2290	0.00327
n2288	n2289	0.00012
11737	n2288	0.01148
n2287	n2288	0.00013
n2286	n2287	0.00011
n2246	n2286	0.00664
n2245	n2246	0.00014
38756	n2245	0.02488
n2244	n2245	0.00281
35071	n2244	0.00853
9619	n2244	0.00854
1463	n2246	0.00282
n2285	n2286	0.00011
n2247	n2285	0.04098
25981	n2247	0.05589
6892	n2247	0.03574
n2284	n2285	0.00014
n2249	n2284	0.063
109	n2249	0.04946
n2248	n2249	0.06321
16813	n2248	0.00606
37423	n2248	0.0518
n2283	n2284	0.00016
n2255	n2283	0.0026
n2250	n2255	0.02047
13989	n2250	0.05193
31525	n2250	0.01113
n2254	n2255	0.00539
n2253	n2254	0.0026
29360	n2253	0.00304
n2252	n2253	0.00569
19713	n2252	0.0143
23232	n2252	0.00016
40570	n2254	0.00573
n2282	n2283	0.00014
n2277	n2282	0.00011
n2269	n2277	0.0001
n2256	n2269	0.01333
33954	n2256	0.01786
36382	n2256	0.00621
n2268	n2269	0.00248
34407	n2268	0.00859
n2267	n2268	0.00259
n2257	n2267	0.00014
36730	n2257	0.0057
37158	n2257	0.00569
n2266	n2267	0.00259
n2259	n2266	0.00011
n2258	n2259	0.00015
12944	n2258	0.01438
32089	n2258	0.01146
3916	n2259	0.00858
n2265	n2266	0.00259
n2262	n2265	0.00498
34568	n2262	0.00571
n2261	n2262	0.00014
n2260	n2261	0.00532
21200	n2260	0.00532
29242	n2260	0.00573
37700	n2261	0.00855
n2264	n2265	0.00016
8912	n2264	0.00573
n2263	n2264	0.00015
21066	n2263	0.00014
36284	n2263	0.01206
n2276	n2277	0.0232
31407	n2276	0.08089
n2275	n2276	0.01443
n2271	n2275	0.00576
26911	n2271	0.04035
13454	n2271	0.04383
n2274	n2275	0.01502
17848	n2274	0.02357
n2273	n2274	0.06237
18293	n2273	0.00966
n2272	n2273	0.0735
31708	n2272	0.00015
8536	n2272	0.02002
n2281	n2282	0.00679
n2278	n2281	0.01072
29337	n2278	0.04207
34720	n2278	0.01074
n2280	n2281	0.00483
21374	n2280	0.01154
n2279	n2280	0.01703
37657	n2279	0.01721
13442	n2279	0.01409
25486	n2287	0.01149
8980	n2289	0.00894
n2292	n2293	0.0001
n2291	n2292	0.00248
11033	n2291	0.00859
17289	n2291	0.00563
1897	n2292	0.0337
n2313	n2314	0.00731
n2312	n2313	0.00362
4351	n2312	0.01096
n2311	n2312	0.00015
23040	n2311	0.00282
n2310	n2311	0.0001
n2309	n2310	0.00016
n2308	n2309	0.00484
13193	n2308	0.02137
n2307	n2308	0.00015
3379	n2307	0.0114
n2306	n2307	0.00015
n2305	n2306	0.00299
n2294	n2305	0.00321
19586	n2294	0.01156
29418	n2294	0.00685
n2304	n2305	0.00015
1969	n2304	0.00953
n2303	n2304	0.00012
n2301	n2303	0.00015
n2300	n2301	0.00014
20594	n2300	0.01158
n2299	n2300	0.00015
n2296	n2299	0.00698
10498	n2296	0.00567
n2295	n2296	0.00015
27664	n2295	0.00567
23250	n2295	0.00696
n2298	n2299	0.00798
12413	n2298	0.03037
n2297	n2298	0.00407
2469	n2297	0.00978
28138	n2297	0.00857
13091	n2301	0.01729
n2302	n2303	0.00848
35286	n2302	0.02343
3850	n2302	0.00011
24265	n2306	0.01337
32925	n2309	0.00859
29313	n2310	0.0085
12871	n2313	0.00572
n2347	n2348	0.01276
n2339	n2347	0.00011
n2338	n2339	0.00406
n2316	n2338	0.00742
29759	n2316	0.01032
29704	n2316	0.04723
n2337	n2338	0.0028
n2336	n2337	0.00013
37426	n2336	0.01144
n2335	n2336	0.0001
14104	n2335	0.01146
n2334	n2335	0.00011
n2318	n2334	0.00284
907	n2318	0.00856
n2317	n2318	0.00014
17743	n2317	0.00859
26504	n2317	0.0086
n2333	n2334	0.0001
n2332	n2333	0.00016
n2329	n2332	0.00102
27453	n2329	0.06337
n2328	n2329	0.00016
n2326	n2328	0.00015
n2323	n2326	0.00014
n2320	n2323	0.00316
n2319	n2320	0.00596
39612	n2319	0.01568
452	n2319	0.07374
34429	n2320	0.01184
n2322	n2323	0.00014
n2321	n2322	0.00332
30975	n2321	0.00863
39529	n2321	0.00666
19367	n2322	0.02366
n2325	n2326	0.00547
25731	n2325	0.01689
n2324	n2325	0.00412
9956	n2324	0.01443
39133	n2324	0.01265
9890	n2328	0.01443
n2331	n2332	0.00566
17048	n2331	0.00584
19074	n2331	0.01154
10382	n2333	0.00014
18657	n2337	0.01148
4516	n2339	0.01433
n2346	n2347	0.0104
n2341	n2346	0.00015
n2340	n2341	0.00015
24739	n2340	0.02373
5984	n2340	0.00574
31059	n2341	0.01156
n2345	n2346	0.01231
30918	n2345	0.0235
n2343	n2345	0.00618
11583	n2343	0.03509
n2342	n2343	0.0028
19582	n2342	0.0059
12951	n2342	0.02647
32522	n2389	0.12137
n6641	n6653	0.01415
n5989	n6641	0.03059
n5764	n5989	0.06912
n2412	n5764	0.46721
16009	n2412	0.05541
n2410	n2412	0.02059
9014	n2410	0.01035
27311	n2410	0.00808
n5763	n5764	0.03697
n5587	n5763	0.04093
34443	n5587	0.16055
n5535	n5587	0.10043
n3999	n5535	0.00999
15938	n3999	0.49952
n3937	n3999	0.05343
n3743	n3937	0.0463
n3431	n3743	0.01802
12329	n3431	0.13008
14299	n3431	0.21264
n3496	n3743	0.2083
30499	n3496	0.00971
n3495	n3496	0.00624
n3494	n3495	0.00015
n3493	n3494	0.00619
1363	n3493	0.00626
25733	n3493	0.01913
2200	n3494	0.00014
160	n3495	0.00015
n3898	n3937	0.02129
27074	n3898	0.19618
11438	n3898	0.24207
n5534	n5535	0.01236
n4430	n5534	0.0837
9663	n4430	0.18431
10412	n4430	0.14692
n5533	n5534	0.01374
n5450	n5533	0.00945
21353	n5450	0.13598
n5021	n5450	0.07752
n4973	n5021	0.09284
4885	n4973	0.01844
n4972	n4973	0.01057
31584	n4972	0.0003
n4971	n4972	0.01907
22164	n4971	0.00015
12376	n4971	0.00884
1940	n5021	0.14609
n5510	n5533	0.11625
n5507	n5510	0.07167
n5505	n5507	0.01386
n5500	n5505	0.00304
n5453	n5500	0.00015
n5451	n5453	0.00015
3111	n5451	0.0066
33006	n5451	0.00667
n5452	n5453	0.00219
10528	n5452	0.00865
21972	n5452	0.00015
n5499	n5500	0.00015
n5482	n5499	0.00016
n5474	n5482	0.00015
9488	n5474	0.01158
n5473	n5474	0.00014
n5457	n5473	0.00567
n5455	n5457	0.00575
21824	n5455	0.00572
n5454	n5455	0.00015
24454	n5454	0.00573
22799	n5454	0.00573
n5456	n5457	0.00015
21097	n5456	0.00575
4941	n5456	0.00574
n5472	n5473	0.00014
n5471	n5472	0.00011
n5470	n5471	0.00015
n5468	n5470	0.00014
n5467	n5468	0.00015
27858	n5467	0.01446
n5466	n5467	0.00015
n5465	n5466	0.00016
n5462	n5465	0.00015
n5461	n5462	0.00014
n5460	n5461	0.01016
n5458	n5460	0.02012
33761	n5458	0.00664
38492	n5458	0.02067
n5459	n5460	0.0075
17371	n5459	0.0491
6487	n5459	0.01055
29421	n5461	0.01961
15579	n5462	0.02375
n5464	n5465	0.00016
17432	n5464	0.01433
n5463	n5464	0.00865
33737	n5463	0.00289
3613	n5463	0.00871
37857	n5466	0.0203
26824	n5468	0.01156
n5469	n5470	0.00574
35097	n5469	0.00871
36336	n5469	0.00872
19890	n5471	0.01458
19174	n5472	0.00014
n5481	n5482	0.0081
n5476	n5481	0.00282
15233	n5476	0.01419
n5475	n5476	0.00316
17612	n5475	0.03256
9513	n5475	0.00015
n5480	n5481	0.00606
n5479	n5480	0.00015
17786	n5479	0.00568
n5478	n5479	0.01445
26368	n5478	0.00291
n5477	n5478	0.00566
9776	n5477	0.01477
35262	n5477	0.00862
15448	n5480	0.00015
n5498	n5499	0.00538
n5485	n5498	0.00015
n5484	n5485	0.00853
n5483	n5484	0.00016
2360	n5483	0.00573
27618	n5483	0.00859
19908	n5484	0.00573
16456	n5485	0.01437
n5497	n5498	0.00015
n5493	n5497	0.0035
328	n5493	0.01851
n5492	n5493	0.02088
n5491	n5492	0.00016
2918	n5491	0.03586
n5490	n5491	0.00015
3312	n5490	0.00554
n5489	n5490	0.01179
38454	n5489	0.01125
n5488	n5489	0.00819
1327	n5488	0.01742
n5487	n5488	0.01081
28238	n5487	0.08071
n5486	n5487	0.04582
30416	n5486	0.02483
4667	n5486	0.01785
28696	n5492	0.03198
n5496	n5497	0.00015
11909	n5496	0.00014
n5495	n5496	0.00014
38281	n5495	0.01155
n5494	n5495	0.00015
27123	n5494	0.01156
13748	n5494	0.03103
n5504	n5505	0.02387
36693	n5504	0.0183
n5503	n5504	0.02047
34338	n5503	0.01649
n5502	n5503	0.01331
32559	n5502	0.01764
n5501	n5502	0.05057
29757	n5501	0.01936
34196	n5501	0.00539
n5506	n5507	0.00014
40295	n5506	0.0152
5663	n5506	0.02737
269	n5510	0.02394
n5762	n5763	0.08997
15575	n5762	0.16864
n5613	n5762	0.24972
32252	n5613	0.08101
28212	n5613	0.02819
n5987	n5989	0.04876
n5906	n5987	0.02053
30775	n5906	0.04997
n5878	n5906	0.09534
n5855	n5878	0.04143
24246	n5855	0.20032
n5854	n5855	0.0546
38921	n5854	0.10167
n5851	n5854	0.00366
795	n5851	0.00557
n5850	n5851	0.00014
30209	n5850	0.00014
n5849	n5850	0.00014
n5841	n5849	0.0003
n5840	n5841	0.0177
15281	n5840	0.00884
3971	n5840	0.0029
39349	n5841	0.02744
n5848	n5849	0.00016
n5845	n5848	0.00304
27265	n5845	0.01577
n5844	n5845	0.00015
24673	n5844	0.00879
n5843	n5844	0.00435
38741	n5843	0.00436
13479	n5843	0.00586
n5847	n5848	0.00913
11708	n5847	0.00292
n5846	n5847	0.00301
10695	n5846	0.01474
37972	n5846	0.00016
30590	n5878	0.30166
n5986	n5987	0.01599
n5955	n5986	0.01273
n5917	n5955	0.26243
15882	n5917	0.02852
n5916	n5917	0.05063
n5914	n5916	0.00216
15855	n5914	0.00014
n5913	n5914	0.00014
8588	n5913	0.01675
n5912	n5913	0.02191
n5909	n5912	0.00442
18023	n5909	0.00829
849	n5909	0.03982
n5911	n5912	0.00015
25346	n5911	0.00014
n5910	n5911	0.00015
9341	n5910	0.01386
5043	n5910	0.00014
n5915	n5916	0.00012
24747	n5915	0.00893
18893	n5915	0.05946
n5919	n5955	0.14357
1866	n5919	0.00014
2650	n5919	0.02493
n5984	n5986	0.06688
n5964	n5984	0.09922
13690	n5964	0.0262
13792	n5964	0.00779
n5983	n5984	0.09046
n5966	n5983	0.15618
2590	n5966	0.01445
29021	n5966	0.00015
n5982	n5983	0.04385
29713	n5982	0.11032
n5981	n5982	0.04478
30636	n5981	0.1318
n5980	n5981	0.0621
15675	n5980	0.20143
n5979	n5980	0.0745
26518	n5979	0.04136
n5978	n5979	0.01521
12342	n5978	0.07507
n5977	n5978	0.07756
32832	n5977	0.04123
n5976	n5977	0.03846
27637	n5976	0.00149
9834	n5976	0.03194
n6640	n6641	0.05373
14461	n6640	0.06626
n6606	n6640	0.07929
n6018	n6606	0.05839
n6017	n6018	0.01944
n6005	n6017	0.01158
4308	n6005	0.00014
7349	n6005	0.01679
n6016	n6017	0.03863
4953	n6016	0.02326
11675	n6016	0.07144
24508	n6018	0.01421
24153	n6606	0.24003
20354	n8279	0.10341
9423	n8884	0.22202
15920	n8912	0.01452
