child	parent	length
n12163	n11963	0.21629
8572	n12163	0.18384
16641	n12163	0.00692
n13105	n11963	0.03581
n13196	n13105	0.05699
n13205	n13196	0.03343
39124	n13205	0.05563
n13241	n13205	0.06438
n13242	n13241	0.00015
16718	n13242	0.05161
34950	n13242	0.02249
n13277	n13241	0.00016
40005	n13277	0.01263
29377	n13277	0.01215
n13364	n13196	0.00655
n13372	n13364	0.00151
23775	n13372	0.00605
n13406	n13372	0.02491
35363	n13406	0.02323
13915	n13406	0.00599
25847	n13364	0.0219
2005	n13105	0.46469
n13800	n11962	0.01856
n13801	n13800	0.07558
n13850	n13801	0.03276
n13935	n13850	0.01087
n13936	n13935	0.00365
n13937	n13936	0.01172
n13952	n13937	0.00369
8925	n13952	0.08268
n14009	n13952	0.01526
31425	n14009	0.00014
32961	n14009	0.05398
n14099	n13937	0.00775
n14100	n14099	0.00015
2212	n14100	0.01197
n14102	n14100	0.00015
n14109	n14102	0.00044
n14112	n14109	0.00362
32263	n14112	0.03566
13945	n14112	0.02893
28419	n14109	0.01201
17507	n14102	0.00014
19866	n14099	0.01347
n14140	n13936	0.00014
24900	n14140	0.02139
2068	n14140	0.04483
12017	n13935	0.03676
n14144	n13850	0.01848
n14147	n14144	0.01248
n14166	n14147	0.01667
28750	n14166	0.07251
21306	n14166	0.03364
5141	n14147	0.01219
n14208	n14144	0.04625
38251	n14208	0.00584
n14210	n14208	0.00014
n14211	n14210	0.0239
24395	n14211	0.03193
12452	n14211	0.0124
n14240	n14210	0.00595
31721	n14240	0.00598
13187	n14240	0.00598
23441	n13801	0.1183
n14374	n13800	0.03625
n14377	n14374	0.10744
n14382	n14377	0.28897
12030	n14382	0.02227
n14384	n14382	0.02034
n14385	n14384	0.00015
39648	n14385	0.00971
n14387	n14385	0.00925
37603	n14387	0.00015
14099	n14387	0.02928
7393	n14384	0.00016
21699	n14377	0.30094
n14654	n14374	0.07036
n14659	n14654	0.01611
n14800	n14659	0.14226
n14803	n14800	0.05256
n14934	n14803	0.02244
n14935	n14934	0.00015
n15004	n14935	0.01676
n15007	n15004	0.02505
10151	n15007	0.00014
n15009	n15007	0.01336
31840	n15009	0.00649
n15011	n15009	0.00016
15736	n15011	0.00985
n15013	n15011	0.00012
11863	n15013	0.00983
n15015	n15013	0.00015
934	n15015	0.00986
n15017	n15015	0.00014
11666	n15017	0.00508
2076	n15017	0.00016
22704	n15004	0.01255
n15051	n14935	0.00025
n15065	n15051	0.00099
n15145	n15065	0.01946
17323	n15145	0.01705
n15157	n15145	0.02549
n15158	n15157	0.00011
24591	n15158	0.00724
n15160	n15158	0.00619
29997	n15160	0.00015
35397	n15160	0.01201
15802	n15157	0.02904
n15204	n15065	0.00029
17027	n15204	0.05311
n15235	n15204	0.01164
15918	n15235	0.0093
6981	n15235	0.07717
28635	n15051	0.03101
626	n14934	0.06392
n15317	n14803	0.0426
n15318	n15317	0.02714
n15323	n15318	0.03617
n15324	n15323	0.00016
n15325	n15324	0.00465
n15326	n15325	0.00014
24973	n15326	0.00467
3715	n15326	0.00699
n15329	n15325	0.00016
n15330	n15329	0.0062
8364	n15330	0.0062
n15332	n15330	0.00014
33052	n15332	0.00619
n15334	n15332	0.00014
n15335	n15334	0.00014
17138	n15335	0.00931
7630	n15335	0.00621
n15338	n15334	0.00014
27856	n15338	0.0062
17228	n15338	0.00933
n15341	n15329	0.00015
31928	n15341	0.00624
21602	n15341	0.01262
n15344	n15324	0.00015
30814	n15344	0.00234
n15346	n15344	0.00015
n15347	n15346	0.00015
11043	n15347	0.0125
n15349	n15347	0.00015
14591	n15349	0.00953
30812	n15349	0.00907
28578	n15346	0.00014
9907	n15323	0.00612
n15354	n15318	0.0227
n15357	n15354	0.00272
3882	n15357	0.0332
9642	n15357	0.07334
15129	n15354	0.32827
n15407	n15317	0.0221
7385	n15407	0.01309
n15427	n15407	0.00479
5915	n15427	0.00921
n15429	n15427	0.00086
n15433	n15429	0.01647
18543	n15433	0.03767
3461	n15433	0.01273
20887	n15429	0.00892
20841	n14800	0.12586
n15635	n14659	0.10589
18179	n15635	0.08886
29756	n15635	0.02976
n15638	n14654	0.00464
n15639	n15638	0.02902
n15694	n15639	0.021
n15717	n15694	0.00694
n15736	n15717	0.06227
n15737	n15736	0.04821
14399	n15737	0.08629
39919	n15737	0.11514
n15769	n15736	0.05474
7348	n15769	0.00693
n15771	n15769	0.01209
37493	n15771	0.02564
34147	n15771	0.04825
40521	n15717	0.19023
n16127	n15694	0.0284
n16129	n16127	0.03327
6873	n16129	0.07062
n16346	n16129	0.08709
11070	n16346	0.01247
n16350	n16346	0.02325
n16351	n16350	0.00016
n16352	n16351	0.00015
n16355	n16352	0.00728
35890	n16355	0.0059
8743	n16355	0.00714
21891	n16352	0.02081
n16359	n16351	0.00641
25393	n16359	0.01543
13378	n16359	0.01996
5795	n16350	0.02093
27565	n16127	0.10827
n16555	n15639	0.00912
n16556	n16555	0.00962
n16559	n16556	0.01112
6162	n16559	0.02828
36743	n16559	0.00748
n16562	n16556	0.00014
n16565	n16562	0.00764
n16575	n16565	0.02677
21366	n16575	0.00969
n16577	n16575	0.02872
23447	n16577	0.07624
1403	n16577	0.05956
11343	n16565	0.02196
n16582	n16562	0.00012
n16585	n16582	0.01934
n16586	n16585	0.00318
n16587	n16586	0.00016
1218	n16587	0.00906
12949	n16587	0.02305
13584	n16586	0.01209
n16591	n16585	0.00012
9277	n16591	0.02392
n16599	n16591	0.00012
n16600	n16599	0.00552
29198	n16600	0.00606
n16602	n16600	0.02273
35938	n16602	0.0122
n16604	n16602	0.0182
n16605	n16604	0.01603
12737	n16605	0.07773
35231	n16605	0.01162
25145	n16604	0.03603
n16617	n16599	0.00015
n16618	n16617	0.00015
n16619	n16618	0.00499
40201	n16619	0.00688
n16621	n16619	0.00015
40266	n16621	0.01208
23843	n16621	0.01723
n16624	n16618	0.00015
20249	n16624	0.02141
n16626	n16624	0.00014
n16627	n16626	0.00014
n16628	n16627	0.00015
n16629	n16628	0.00012
23602	n16629	0.00014
n16631	n16629	0.00016
n16632	n16631	0.003
n16633	n16632	0.00015
26050	n16633	0.00904
29613	n16633	0.00905
6820	n16632	0.00902
n16637	n16631	0.00014
3580	n16637	0.01209
n16643	n16637	0.00014
n16644	n16643	0.00014
n16645	n16644	0.00014
15573	n16645	0.01206
n16647	n16645	0.00016
5218	n16647	0.03433
33434	n16647	0.02056
3251	n16644	0.01207
n16653	n16643	0.00015
11184	n16653	0.01203
26931	n16653	0.01202
26175	n16628	0.01209
22564	n16627	0.01208
12066	n16626	0.01207
n16663	n16617	0.00472
n16664	n16663	0.01494
28598	n16664	0.00274
3083	n16664	0.01449
n16667	n16663	0.00678
n16668	n16667	0.00016
n16669	n16668	0.00016
22174	n16669	0.01367
6962	n16669	0.00453
n16672	n16668	0.00149
n16673	n16672	0.00709
n16674	n16673	0.00742
n16675	n16674	0.01804
n16676	n16675	0.0053
n16677	n16676	0.01047
n16678	n16677	0.00836
8419	n16678	0.02154
n16680	n16678	0.02045
18790	n16680	0.03938
13027	n16680	0.01799
32048	n16677	0.05515
37164	n16676	0.0152
10419	n16675	0.03507
n16686	n16674	0.01427
n16687	n16686	0.01497
n16688	n16687	0.00015
n16689	n16688	0.00013
n16690	n16689	0.0032
25198	n16690	0.0097
28351	n16690	0.00969
n16693	n16689	0.00016
n16695	n16693	0.00725
n16696	n16695	0.004
33017	n16696	0.00967
15435	n16696	0.00985
n16704	n16695	0.046
13948	n16704	0.00649
n16706	n16704	0.00014
35958	n16706	0.00857
8339	n16706	0.00481
n16713	n16693	0.00316
28917	n16713	0.00971
14560	n16713	0.0097
38435	n16688	0.01414
n16717	n16687	0.01033
11694	n16717	0.02198
24533	n16717	0.01292
38558	n16686	0.00282
n16721	n16673	0.0181
9571	n16721	0.00411
n16723	n16721	0.01775
18962	n16723	0.00281
32649	n16723	0.02293
24717	n16672	0.00937
n16727	n16667	0.0134
n16728	n16727	0.00014
28042	n16728	0.00873
n16730	n16728	0.00014
8210	n16730	0.00588
n16732	n16730	0.00015
25579	n16732	0.00589
n16734	n16732	0.00014
n16735	n16734	0.00428
29295	n16735	0.01653
27375	n16735	0.00948
n16738	n16734	0.02993
n16739	n16738	0.00726
18504	n16739	0.00769
18796	n16739	0.01649
n16742	n16738	0.00014
16343	n16742	0.01741
40513	n16742	0.02647
n16745	n16727	0.01199
n16746	n16745	0.00426
n16747	n16746	0.00014
1554	n16747	0.00288
n16749	n16747	0.01563
14577	n16749	0.00281
23909	n16749	0.04451
4018	n16746	0.01464
25248	n16745	0.09793
n16754	n16582	0.00368
n16755	n16754	0.00369
n16756	n16755	0.00014
n16757	n16756	0.02
11262	n16757	0.01162
n16761	n16757	0.01464
25439	n16761	0.02399
n16763	n16761	0.00015
28558	n16763	0.00677
n16765	n16763	0.00015
6826	n16765	0.01009
n16767	n16765	0.00754
n16768	n16767	0.00015
n16769	n16768	0.01907
21598	n16769	0.01741
30263	n16769	0.00284
n16772	n16768	0.00858
10050	n16772	0.00674
22748	n16772	0.01364
n16775	n16767	0.00014
26723	n16775	0.02277
31797	n16775	0.01177
n16778	n16756	0.00636
8790	n16778	0.01191
n16782	n16778	0.00081
n16783	n16782	0.00011
n16784	n16783	0.00509
28654	n16784	0.01537
n16786	n16784	0.00015
n16787	n16786	0.00507
23134	n16787	0.00899
n16789	n16787	0.00498
21528	n16789	0.00599
12193	n16789	0.0051
n16792	n16786	0.00497
19283	n16792	0.00893
34386	n16792	0.00909
3025	n16783	0.02697
n16798	n16782	0.00587
n16799	n16798	0.00459
23666	n16799	0.0089
n16801	n16799	0.0141
38042	n16801	0.09114
n16803	n16801	0.00495
18579	n16803	0.00597
5066	n16803	0.01678
n16806	n16798	0.00839
n16807	n16806	0.00227
29019	n16807	0.00681
12446	n16807	0.00894
n16810	n16806	0.00016
32450	n16810	0.00225
n16812	n16810	0.00014
n16813	n16812	0.00227
18136	n16813	0.00453
22362	n16813	0.01383
n16816	n16812	0.00015
31514	n16816	0.00951
n16818	n16816	0.00335
1846	n16818	0.01263
37273	n16818	0.00949
n16821	n16755	0.00034
37056	n16821	0.01195
n16823	n16821	0.00019
n16824	n16823	0.00058
n16825	n16824	0.00015
n16826	n16825	0.0011
n16829	n16826	0.00563
19286	n16829	0.01842
n16831	n16829	0.00285
13822	n16831	0.01187
5097	n16831	0.00896
3112	n16826	0.01303
18797	n16825	0.01488
13891	n16824	0.00014
n16843	n16823	0.00297
12070	n16843	0.00895
3761	n16843	0.00895
25316	n16754	0.00901
29533	n16555	0.01705
23936	n15638	0.52186
