child	parent	length
n8884		0.04556
n8279	n8884	0.0194
n7787	n8279	0.03015
n542	n7787	0.05812
23433	n542	0.0364
n541	n542	0.03049
n540	n541	0.02833
n471	n540	0.01788
36758	n471	0.01563
n470	n471	0.01604
n466	n470	0.0248
n464	n466	0.00291
11773	n464	0.01833
n463	n464	0.00292
3841	n463	0.00913
39452	n463	0.02829
n465	n466	0.00016
21720	n465	0.01214
11197	n465	0.01213
n469	n470	0.00583
13150	n469	0.02005
n468	n469	0.00016
24028	n468	0.01293
n467	n468	0.00916
17842	n467	0.0063
9940	n467	0.00298
n539	n540	0.01803
n500	n539	0.00714
n499	n500	0.00014
n485	n499	0.00622
28864	n485	0.01515
n484	n485	0.00014
27099	n484	0.02946
n483	n484	0.00015
n482	n483	0.00015
n479	n482	0.00014
n478	n479	0.00014
n473	n478	0.003
n472	n473	0.00015
5055	n472	0.00908
25696	n472	0.00904
39270	n473	0.00903
n477	n478	0.00015
n476	n477	0.00015
n474	n476	0.00289
11768	n474	0.01534
34751	n474	0.01536
n475	n476	0.00605
3762	n475	0.0154
5823	n475	0.01216
21772	n477	0.01206
7099	n479	0.00014
n481	n482	0.00153
5068	n481	0.01189
n480	n481	0.00164
34118	n480	0.0091
5838	n480	0.00908
37717	n483	0.01208
n498	n499	0.00014
n497	n498	0.00014
34002	n497	0.01195
n496	n497	0.00014
31615	n496	0.02118
n495	n496	0.00015
24727	n495	0.00014
n494	n495	0.00015
15393	n494	0.01199
n493	n494	0.00011
33014	n493	0.03356
n492	n493	0.00011
n491	n492	0.00228
n490	n491	0.02045
n488	n490	0.00603
16321	n488	0.01673
n487	n488	0.00015
n486	n487	0.00575
17705	n486	0.00583
20623	n486	0.00606
11088	n487	0.00697
n489	n490	0.01111
21281	n489	0.0366
25890	n489	0.0042
10507	n491	0.00633
5463	n492	0.06598
40697	n498	0.01192
34862	n500	0.01232
n538	n539	0.01723
n503	n538	0.00014
13197	n503	0.01528
n502	n503	0.00516
26762	n502	0.01217
n501	n502	0.00015
1947	n501	0.01512
30170	n501	0.00905
n537	n538	0.02747
n512	n537	0.04321
n506	n512	0.00554
34906	n506	0.00956
n505	n506	0.00014
n504	n505	0.01377
6358	n504	0.02244
9204	n504	0.02323
40041	n505	0.00954
n511	n512	0.02176
29617	n511	0.07776
n510	n511	0.00014
n509	n510	0.00948
n507	n509	0.03701
14909	n507	0.1012
37203	n507	0.03991
n508	n509	0.01041
9810	n508	0.00901
12931	n508	0.01505
11481	n510	0.01735
n536	n537	0.0305
29584	n536	0.00907
n535	n536	0.00874
5909	n535	0.02363
n534	n535	0.00413
n513	n534	0.00326
16295	n513	0.00014
6668	n513	0.00333
n533	n534	0.02979
n532	n533	0.04308
n531	n532	0.02174
n530	n531	0.01043
n528	n530	0.01131
n526	n528	0.00015
n525	n526	0.00342
1330	n525	0.00869
n524	n525	0.00343
25513	n524	0.00576
n523	n524	0.00015
n522	n523	0.00691
40731	n522	0.00574
n521	n522	0.00015
n514	n521	0.00016
28410	n514	0.0086
341	n514	0.00855
n520	n521	0.00015
24041	n520	0.00574
n519	n520	0.00014
7130	n519	0.00864
n518	n519	0.00678
n516	n518	0.00477
38610	n516	0.02028
n515	n516	0.02814
28360	n515	0.00506
35398	n515	0.01844
n517	n518	0.00758
19897	n517	0.05106
21415	n517	0.02228
17430	n523	0.00577
18395	n526	0.0116
n527	n528	0.0027
34057	n527	0.01763
40180	n527	0.02654
n529	n530	0.00562
29382	n529	0.02207
39999	n529	0.0382
1147	n531	0.0208
29897	n532	0.0029
24713	n533	0.00015
40821	n541	0.00015
n7785	n7787	0.05571
n599	n7785	0.03071
n566	n599	0.04631
n558	n566	0.03042
7129	n558	0.33631
n556	n558	0.12006
