child	parent	length
n2		0
n5	n2	0.0271
n6	n5	0.01412
n81	n6	0.05237
n83	n81	0.01927
n87	n83	0.01412
18802	n87	0.0096
36938	n87	0.0099
n114	n83	0.02185
n131	n114	0.01053
n132	n131	0.01634
21220	n132	0.02676
n134	n132	0.00244
n136	n134	0.00891
4278	n136	0.00959
n141	n136	0.00028
n146	n141	0.00057
38192	n146	0.05044
16219	n146	0.0097
22916	n141	0.01922
5820	n134	0.10601
10658	n131	0.09365
38067	n114	0.01964
34149	n81	0.09625
n364	n6	0.03217
n370	n364	0.065
n371	n370	0.01096
35663	n371	0.07177
n385	n371	0.00616
n387	n385	0.0034
23264	n387	0.01342
22002	n387	0.01243
n435	n385	0.02152
30632	n435	0.02865
n455	n435	0.00031
15248	n455	0.02547
n471	n455	0.00942
8115	n471	0.01169
16912	n471	0.00491
36446	n370	0.02596
n748	n364	0.02588
n752	n748	0.0481
n754	n752	0.06527
19400	n754	0.03583
n764	n754	0.01108
24141	n764	0.06609
n1398	n764	0.02285
n1427	n1398	0.04205
n1428	n1427	0.00308
n1458	n1428	0.00809
16099	n1458	0.01737
n1464	n1458	0.00028
32941	n1464	0.00735
39634	n1464	0.00737
34277	n1428	0.01936
n1507	n1427	0.00739
33807	n1507	0.06212
n1575	n1507	0.00315
37962	n1575	0.00735
32094	n1575	0.01267
n1600	n1398	0.04452
n1601	n1600	0.04828
556	n1601	0.01248
n1603	n1601	0.00524
25129	n1603	0.01803
27685	n1603	0.03356
n1606	n1600	0.00069
n1607	n1606	0.00039
n1608	n1607	0.00012
n1609	n1608	0.00129
38781	n1609	0.00978
n1611	n1609	0.0001
n1612	n1611	0.00031
n1613	n1612	0.00023
21537	n1613	0.07141
25664	n1613	0.03185
n1620	n1612	0.00719
n1621	n1620	0.00014
10755	n1621	0.00014
n1623	n1621	0.00015
29764	n1623	0.01237
n1625	n1623	0.00016
5184	n1625	0.01006
n1627	n1625	0.00239
29562	n1627	0.00491
37187	n1627	0.00992
30937	n1620	0.00244
18823	n1611	0.00014
38176	n1608	0.00991
26171	n1607	0.01238
n1634	n1606	0.00669
n1635	n1634	0.00014
9271	n1635	0.01509
27636	n1635	0.00491
