child	parent	length
n2		0
n5	n2	0.0271
n6	n5	0.01412
n35	n6	0.03715
n36	n35	0.0152
7412	n36	0.01412
n38	n36	0.00329
24444	n38	0.00016
26619	n38	0.02713
n41	n35	0.00733
n42	n41	0.00652
n43	n42	0.00378
n44	n43	0.01145
n45	n44	0.04447
16310	n45	0.04075
n49	n45	0.00015
17931	n49	0.04909
n51	n49	0.03893
12917	n51	0.03058
n55	n51	0.03932
n56	n55	0.01401
34041	n56	0.02926
6020	n56	0.03856
20606	n55	0.11629
n60	n44	0.00582
30187	n60	0.09122
15357	n60	0.04949
n71	n43	0.00277
12886	n71	0.00015
n73	n71	0.00814
35355	n73	0.00985
n75	n73	0.00015
8830	n75	0.01224
n77	n75	0.01818
40409	n77	0.00487
31741	n77	0.02002
n80	n42	0.0002
n81	n80	0.00117
n82	n81	0.01112
n83	n82	0.00815
n84	n83	0.0102
37293	n84	0.03646
n86	n84	0.00378
6037	n86	0.01247
35138	n86	0.02562
n95	n83	0.00014
10809	n95	0.01467
n97	n95	0.00297
n98	n97	0.00309
n99	n98	0.01887
27489	n99	0.01186
n101	n99	0.00314
n102	n101	0.0022
3743	n102	0.01805
n104	n102	0.01222
1241	n104	0.00242
34802	n104	0.0172
4121	n101	0.01238
n115	n98	0.02523
n116	n115	0.03699
n117	n116	0.01496
17369	n117	0.01556
33296	n117	0.00524
n120	n116	0.01898
10470	n120	0.03996
n123	n120	0.01286
16342	n123	0.02614
24434	n123	0.01007
n131	n115	0.00095
n134	n131	0.01878
n135	n134	0.00333
n136	n135	0.00558
949	n136	0.0096
n140	n136	0.00014
n142	n140	0.00028
n143	n142	0.00016
14276	n143	0.00958
n145	n143	0.00014
n146	n145	0.00013
17635	n146	0.00959
22378	n146	0.01175
882	n145	0.00014
4597	n142	0.00957
n156	n140	0.00277
15489	n156	0.00957
n158	n156	0.00014
24476	n158	0.00826
19083	n158	0.00484
1419	n135	0.01717
39579	n134	0.14991
n241	n131	0.04027
2564	n241	0.02301
2111	n241	0.05813
24488	n97	0.00982
n248	n82	0.00014
13666	n248	0.03831
20514	n248	0.00914
n269	n81	0.00482
n270	n269	0.00424
32071	n270	0.00212
n272	n270	0.0137
