child	parent	length
n12908		0
n12814	n12908	0.00164
n12614	n12814	0.00397
n6	n12614	0.02402
39910	n6	0.00973
6626	n6	0.0027
n12613	n12614	0.00016
n12496	n12613	0.00674
n12482	n12496	0.02329
n12481	n12482	0.01576
n11	n12481	0.01971
1314	n11	0.00476
24071	n11	0.00731
n12479	n12481	0.01154
n12081	n12479	0.01424
n1194	n12081	0.00583
n1187	n1194	0.00022
n1182	n1187	0.0015
18963	n1182	0.05035
n1180	n1182	0.00176
n499	n1180	0.01387
6096	n499	0.09831
n490	n499	0.01869
20464	n490	0.08535
n489	n490	0.00156
n442	n489	0.00671
n178	n442	0.02504
19208	n178	0.04266
n170	n178	0.00234
n160	n170	0.00834
4591	n160	0.00839
40003	n160	0.02862
15401	n170	0.03792
n427	n442	0.01435
n208	n427	0.00356
7756	n208	0.02322
425	n208	0.1044
n417	n427	0.01698
n239	n417	0.00183
n212	n239	0.01048
9299	n212	0.01246
17582	n212	0.02061
n223	n239	0.04707
33612	n223	0.01179
18285	n223	0.02122
n405	n417	0.10437
n382	n405	0.00599
10361	n382	0.0387
n314	n382	0.07572
32222	n314	0.01774
40771	n314	0.07786
22841	n405	0.10167
n484	n489	0.02293
19162	n484	0.05738
23780	n484	0.0215
n1179	n1180	0.0007
n1174	n1179	0.00072
n1151	n1174	0.01806
6984	n1151	0.07058
n1146	n1151	0.00649
n623	n1146	0.01945
n572	n623	0.00491
n559	n572	0.00364
n542	n559	0.02636
39362	n542	0.00591
n541	n542	0.00015
7859	n541	0.00779
n540	n541	0.0053
5219	n540	0.03178
1420	n540	0.03171
n556	n559	0.00822
22981	n556	0.00549
21976	n556	0.00992
38562	n572	0.14692
n622	n623	0.0001
n615	n622	0.00532
14832	n615	0.00859
n614	n615	0.0024
31697	n614	0.0073
12482	n614	0.00732
n621	n622	0.00728
34531	n621	0.01291
2370	n621	0.0048
n1145	n1146	0.00372
n636	n1145	0.14766
14880	n636	0.00014
22657	n636	0.00015
n1144	n1145	0.00029
n653	n1144	0.00323
13140	n653	0.02736
37094	n653	0.02689
n1142	n1144	0.03023
n1015	n1142	0.01914
n935	n1015	0.04384
n671	n935	0.02414
17051	n671	0.03377
n670	n671	0.02655
17829	n670	0.02367
n665	n670	0.00655
22871	n665	0.00629
n664	n665	0.00523
18673	n664	0.00443
10514	n664	0.0308
n934	n935	0.00686
n902	n934	0.01268
n853	n902	0.01164
n826	n853	0.00761
n787	n826	0.02248
n752	n787	0.00563
n750	n752	0.00376
n709	n750	0.01003
n702	n709	0.00773
n692	n702	0.0344
13678	n692	0.031
n691	n692	0.02098
n687	n691	0.02341
14485	n687	0.01013
35627	n687	0.01038
30639	n691	0.01842
n700	n702	0.02984
501	n700	0.00942
22027	n700	0.04207
n708	n709	0.00015
n703	n708	0.01222
26837	n703	0.01023
27915	n703	0.01029
3581	n708	0.02496
n749	n750	0.00342
n715	n749	0.00436
25620	n715	0.05089
17140	n715	0.03243
n733	n749	0.10085
2943	n733	0.02721
n726	n733	0.06843
10183	n726	0.01565
23392	n726	0.12517
30744	n752	0.02175
n778	n787	0.05596
n765	n778	0.07087
16145	n765	0.10671
7920	n765	0.01974
n777	n778	0.01201
8507	n777	0.02175
15803	n777	0.04464
n825	n826	0.02424
33206	n825	0.10875
n824	n825	0.04538
n799	n824	0.06148
10512	n799	0.05218
19666	n799	0.43794
n822	n824	0.05306
25012	n822	0.02246
33283	n822	0.04402
n852	n853	0.01646
n828	n852	0.02478
5307	n828	0.02497
15077	n828	0.04247
n851	n852	0.01773
n839	n851	0.02108
n832	n839	0.02146
11436	n832	0.01459
n831	n832	0.0167
8306	n831	0.01095
34134	n831	0.01312
10308	n839	0.01341
n850	n851	0.02313
16692	n850	0.07158
n846	n850	0.01644
7772	n846	0.00513
18079	n846	0.01029
n898	n902	0.01703
20468	n898	0.06207
n895	n898	0.01236
n882	n895	0.00728
37202	n882	0.01009
2220	n882	0.00015
19038	n895	0.034
n921	n934	0.08637
26170	n921	0.01279
30277	n921	0.03157
17330	n1015	0.02339
n1137	n1142	0.00932
n1118	n1137	0.00372
11889	n1118	0.02155
n1103	n1118	0.09325
n1046	n1103	0.04527
16575	n1046	0.03611
7891	n1046	0.12355
21987	n1103	0.16318
n1134	n1137	0.006
n1126	n1134	0.0083
39182	n1126	0.01464
37318	n1126	0.06394
n1132	n1134	0.02331
13757	n1132	0.02162
25224	n1132	0.00455
n1172	n1174	0.00206
n1160	n1172	0.02516
15638	n1160	0.00014
36664	n1160	0.00014
10951	n1172	0.01239
11112	n1179	0.03894
10435	n1187	0.01469
8683	n1194	0.01932
n12080	n12081	0.00213
n12074	n12080	0.00213
n11257	n12074	0.05251
n11203	n11257	0.02606
15450	n11203	0.02565
n11202	n11203	0.01293
n11198	n11202	0.00059
n1432	n11198	0.00136
n1341	n1432	0.00566
n1267	n1341	0.01459
18490	n1267	0.0149
n1266	n1267	0.00015
25124	n1266	0.02365
31431	n1266	0.11064
n1340	n1341	0.01307
n1286	n1340	0.07319
16737	n1286	0.03914
25450	n1286	0.01243
n1339	n1340	0.01943
22134	n1339	0.03912
n1336	n1339	0.04946
2286	n1336	0.15548
18270	n1336	0.03255
n1419	n1432	0.09438
2528	n1419	0.02345
n1418	n1419	0.07837
6115	n1418	0.0456
n1417	n1418	0.01277
n1402	n1417	0.00208
n1401	n1402	0.01202
n1346	n1401	0.0319
437	n1346	0.01999
33645	n1346	0.02368
n1400	n1401	0.01449
n1358	n1400	0.0083
n1356	n1358	0.00014
n1354	n1356	0.00015
n1353	n1354	0.00014
n1352	n1353	0.00015
n1347	n1352	0.00551
15415	n1347	0.00725
29894	n1347	0.02645
n1351	n1352	0.00015
25212	n1351	0.01705
n1350	n1351	0.00016
10832	n1350	0.01011
n1349	n1350	0.00193
7752	n1349	0.01059
n1348	n1349	0.00075
32069	n1348	0.00969
32076	n1348	0.00724
18633	n1353	0.00014
409	n1354	0.01696
n1355	n1356	0.00238
8189	n1355	0.00484
9541	n1355	0.01213
n1357	n1358	0.00244
3782	n1357	0.02001
16088	n1357	0.00726
n1399	n1400	0.02099
n1388	n1399	0.00457
n1360	n1388	0.04346
29482	n1360	0.0217
n1359	n1360	0.00564
5810	n1359	0.00473
11992	n1359	0.01206
n1387	n1388	0.00015
n1362	n1387	0.0001
13602	n1362	0.01207
n1361	n1362	0.00173
9502	n1361	0.00569
11884	n1361	0.0076
n1386	n1387	0.00016
n1384	n1386	0.00014
36865	n1384	0.0038
n1383	n1384	0.00014
7229	n1383	0.0203
n1382	n1383	0.00015
n1381	n1382	0.00015
n1380	n1381	0.00016
n1363	n1380	0.00238
13331	n1363	0.00963
10225	n1363	0.0072
n1379	n1380	0.00015
27743	n1379	0.0096
n1378	n1379	0.00014
n1376	n1378	0.0111
n1364	n1376	0.00015
14854	n1364	0.00707
32596	n1364	0.00235
n1375	n1376	0.01037
547	n1375	0.01127
n1374	n1375	0.00627
n1371	n1374	0.01812
18858	n1371	0.00459
n1370	n1371	0.03892
3414	n1370	0.01522
n1369	n1370	0.00763
17936	n1369	0.00943
n1368	n1369	0.00922
22707	n1368	0.00514
n1367	n1368	0.00439
14011	n1367	0.03739
n1366	n1367	0.05622
40592	n1366	0.03428
n1365	n1366	0.05044
23874	n1365	0.16692
28252	n1365	0.0213
n1373	n1374	0.00957
39813	n1373	0.0161
n1372	n1373	0.01459
15988	n1372	0.04151
11531	n1372	0.0254
n1377	n1378	0.00242
37673	n1377	0.00965
17587	n1377	0.00742
38511	n1381	0.00014
15206	n1382	0.00961
n1385	n1386	0.00185
11357	n1385	0.00567
36694	n1385	0.00722
n1398	n1399	0.00554
16631	n1398	0.01936
n1397	n1398	0.01251
n1389	n1397	0.00646
4445	n1389	0.01447
32364	n1389	0.00793
n1396	n1397	0.00015
n1395	n1396	0.00378
n1390	n1395	0.00475
18812	n1390	0.01464
20448	n1390	0.02471
n1394	n1395	0.00016
n1391	n1394	0.03061
24485	n1391	0.01522
37331	n1391	0.05631
n1393	n1394	0.00016
9337	n1393	0.05449
n1392	n1393	0.00016
4344	n1392	0.04008
11206	n1392	0.03843
6261	n1396	0.01451
