child	parent	length
9206	n3340	0.00476
5480	n3341	0.00716
31802	n3342	0.00819
n3344	n3345	0.00236
32813	n3344	0.00717
19580	n3344	0.00958
18505	n3346	0.01196
n3348	n3349	0.00238
1041	n3348	0.00718
26212	n3348	0.00717
37695	n3350	0.01682
17915	n3351	0.00957
n3392	n3393	0.00298
n3353	n3392	0.00202
24275	n3353	0.00399
27968	n3353	0.00245
n3391	n3392	0.00015
n3357	n3391	0.00777
29125	n3357	0.00664
n3356	n3357	0.012
19948	n3356	0.00725
n3355	n3356	0.00016
14277	n3355	0.00413
6200	n3355	0.02466
n3390	n3391	0.00014
n3389	n3390	0.00014
32892	n3389	0.00476
n3388	n3389	0.00014
n3387	n3388	0.00016
24958	n3387	0.00476
n3386	n3387	0.00015
n3359	n3386	0.00238
10693	n3359	0.00238
n3358	n3359	0.00235
6195	n3358	0.0048
901	n3358	0.00959
n3385	n3386	0.00014
33189	n3385	0.00477
n3384	n3385	0.00014
33069	n3384	0.00475
n3383	n3384	0.00014
n3361	n3383	0.00237
25614	n3361	0.00475
n3360	n3361	0.00014
32175	n3360	0.00719
35902	n3360	0.00475
n3382	n3383	0.00014
n3381	n3382	0.00014
7800	n3381	0.00718
n3380	n3381	0.00014
5309	n3380	0.00475
n3379	n3380	0.00014
3564	n3379	0.00475
n3378	n3379	0.00014
n3377	n3378	0.00014
32960	n3377	0.00715
n3376	n3377	0.00014
24536	n3376	0.00475
n3375	n3376	0.00014
6208	n3375	0.00476
n3374	n3375	0.00014
17005	n3374	0.00475
n3373	n3374	0.00014
n3372	n3373	0.00014
n3371	n3372	0.00014
n3370	n3371	0.00014
n3369	n3370	0.00014
n3368	n3369	0.00014
n3367	n3368	0.00014
n3366	n3367	0.00014
32811	n3366	0.00475
n3365	n3366	0.00014
n3364	n3365	0.00014
25385	n3364	0.00475
n3363	n3364	0.00014
32897	n3363	0.00475
n3362	n3363	0.01702
26781	n3362	0.0061
3465	n3362	0.00613
20627	n3365	0.00475
1291	n3367	0.00476
16011	n3368	0.00475
23574	n3369	0.00475
10682	n3370	0.00475
13488	n3371	0.00477
28862	n3372	0.00475
25034	n3373	0.00475
37469	n3378	0.00475
30021	n3382	0.00715
5822	n3388	0.00475
25125	n3390	0.00721
n3472	n3473	0.00016
n3471	n3472	0.0116
n3397	n3471	0.0047
39599	n3397	0.01918
n3396	n3397	0.00475
4688	n3396	0.00954
n3395	n3396	0.00016
n3394	n3395	0.00833
29636	n3394	0.00294
34151	n3394	0.02666
5907	n3395	0.01043
n3470	n3471	0.00015
n3418	n3470	0.00672
n3407	n3418	0.00014
n3404	n3407	0.00016
22900	n3404	0.00955
n3403	n3404	0.00015
n3402	n3403	0.00016
n3400	n3402	0.00016
n3398	n3400	0.00268
32497	n3398	0.00821
36882	n3398	0.00716
n3399	n3400	0.00495
306	n3399	0.00482
3848	n3399	0.00499
n3401	n3402	0.00481
15541	n3401	0.00474
16115	n3401	0.02446
28538	n3403	0.00014
n3406	n3407	0.00219
36514	n3406	0.01227
n3405	n3406	0.00016
19034	n3405	0.00715
19153	n3405	0.02234
n3417	n3418	0.00122
n3416	n3417	0.0001
n3408	n3416	0.00237
20302	n3408	0.00717
29822	n3408	0.00717
n3415	n3416	0.00043
n3410	n3415	0.00833
39221	n3410	0.00014
n3409	n3410	0.00332
5006	n3409	0.00644
10661	n3409	0.02155
n3414	n3415	0.00246
22276	n3414	0.00956
n3413	n3414	0.00015
n3412	n3413	0.00015
21104	n3412	0.00715
n3411	n3412	0.00246
21738	n3411	0.00745
36523	n3411	0.00717
22784	n3413	0.00715
26699	n3417	0.00955
n3469	n3470	0.00592
31826	n3469	0.00715
n3468	n3469	0.00015
12447	n3468	0.00715
n3467	n3468	0.0059
n3424	n3467	0.0032
28934	n3424	0.02174
n3423	n3424	0.01044
n3422	n3423	0.00769
12797	n3422	0.01511
n3421	n3422	0.00377
14529	n3421	0.00717
n3420	n3421	0.00015
27904	n3420	0.01887
n3419	n3420	0.00015
15285	n3419	0.01051
24549	n3419	0.01075
34940	n3423	0.00868
n3466	n3467	0.00016
n3435	n3466	0.02972
n3434	n3435	0.00789
n3427	n3434	0.00542
15898	n3427	0.00962
n3426	n3427	0.00439
31244	n3426	0.02347
n3425	n3426	0.0031
39883	n3425	0.00698
663	n3425	0.00698
n3433	n3434	0.01624
n3429	n3433	0.00015
n3428	n3429	0.00014
26769	n3428	0.02122
14026	n3428	0.007
26142	n3429	0.007
n3432	n3433	0.00386
n3430	n3432	0.01723
7537	n3430	0.02697
23615	n3430	0.01621
n3431	n3432	0.00287
894	n3431	0.00719
31242	n3431	0.00884
36579	n3435	0.00723
n3465	n3466	0.00016
n3457	n3465	0.00015
n3456	n3457	0.00534
n3436	n3456	0.0023
26815	n3436	0.02876
8519	n3436	0.00714
n3455	n3456	0.00178
n3441	n3455	0.01636
1438	n3441	0.00585
n3440	n3441	0.01095
n3439	n3440	0.01381
n3437	n3439	0.01287
15218	n3437	0.00014
30159	n3437	0.01429
n3438	n3439	0.03768
38022	n3438	0.02204
5622	n3438	0.06846
25171	n3440	0.02707
n3454	n3455	0.0001
n3444	n3454	0.01524
24611	n3444	0.01058
n3443	n3444	0.00015
40555	n3443	0.01902
n3442	n3443	0.00014
16798	n3442	0.01883
10730	n3442	0.02386
n3453	n3454	0.00016
31012	n3453	0.03609
n3452	n3453	0.00436
n3451	n3452	0.02299
n3446	n3451	0.00356
4138	n3446	0.00704
n3445	n3446	0.00014
12528	n3445	0.00947
35956	n3445	0.01818
n3450	n3451	0.00085
n3448	n3450	0.02859
n3447	n3448	0.0184
28227	n3447	0.00847
24645	n3447	0.00397
19005	n3448	0.00016
n3449	n3450	0.00776
31023	n3449	0.01869
2274	n3449	0.08472
17197	n3452	0.00958
23881	n3457	0.04101
n3463	n3465	0.04032
n3458	n3463	0.00049
26672	n3458	0.06715
23521	n3458	0.01254
n3462	n3463	0.00435
n3461	n3462	0.00299
17462	n3461	0.03312
n3460	n3461	0.02645
5647	n3460	0.01381
n3459	n3460	0.04093
4376	n3459	0.03963
824	n3459	0.00322
30576	n3462	0.03164
19800	n3472	0.02646
n3517	n3518	0.00801
n3516	n3517	0.00126
n3477	n3516	0.00963
24036	n3477	0.01471
12185	n3477	0.00234
n3515	n3516	0.0001
17541	n3515	0.0096
n3514	n3515	0.0001
20120	n3514	0.00014
n3513	n3514	0.0001
31219	n3513	0.00959
n3512	n3513	0.00029
n3478	n3512	0.00382
4146	n3478	0.00188
30200	n3478	0.00482
n3511	n3512	0.00592
n3506	n3511	0.00051
n3505	n3506	0.00111
n3502	n3505	0.00015
n3497	n3502	0.00681
13716	n3497	0.01198
n3496	n3497	0.00351
n3494	n3496	0.00424
40035	n3494	0.0172
n3493	n3494	0.00646
n3486	n3493	0.00015
n3485	n3486	0.00823
4263	n3485	0.00944
n3484	n3485	0.00015
9997	n3484	0.01173
n3483	n3484	0.00899
n3482	n3483	0.03172
n3481	n3482	0.01201
n3480	n3481	0.00014
30312	n3480	0.01784
n3479	n3480	0.01868
26563	n3479	0.03119
12753	n3479	0.00015
37140	n3481	0.02985
33663	n3482	0.00697
28667	n3483	0.00197
24772	n3486	0.02505
n3492	n3493	0.00015
36273	n3492	0.00869
n3491	n3492	0.00976
5827	n3491	0.0099
n3490	n3491	0.0063
n3489	n3490	0.00219
11986	n3489	0.02376
n3488	n3489	0.00365
21905	n3488	0.01808
n3487	n3488	0.01679
18283	n3487	0.02466
27243	n3487	0.01327
835	n3490	0.03259
n3495	n3496	0.0179
7427	n3495	0.0092
28308	n3495	0.05509
n3501	n3502	0.0057
n3498	n3501	0.0056
675	n3498	0.00238
25001	n3498	0.00962
n3500	n3501	0.0112
9777	n3500	0.01212
n3499	n3500	0.00014
4101	n3499	0.0165
31599	n3499	0.0201
n3504	n3505	0.00015
17557	n3504	0.00472
n3503	n3504	0.00014
35572	n3503	0.01187
5100	n3503	0.00472
1023	n3506	0.00689
n3510	n3511	0.00068
n3509	n3510	0.00015
n3507	n3509	0.00235
27193	n3507	0.00474
29766	n3507	0.0095
n3508	n3509	0.00016
28279	n3508	0.01181
30071	n3508	0.00234
30560	n3510	0.00753
39769	n3517	0.00195
n3522	n3523	0.007
18322	n3522	0.00016
n3521	n3522	0.00015
n3519	n3521	0.0049
14715	n3519	0.00014
24617	n3519	0.03377
n3520	n3521	0.00237
20140	n3520	0.01217
37252	n3520	0.00726
n3606	n3607	0.00023
n3593	n3606	0.00057
n3589	n3593	0.00028
n3585	n3589	0.00022
n3524	n3585	0.00187
22306	n3524	0.00189
27730	n3524	0.00578
n3584	n3585	0.00222
n3525	n3584	0.00953
40299	n3525	0.02199
1807	n3525	0.007
n3583	n3584	0.00042
n3552	n3583	0.00013
n3530	n3552	0.00187
37244	n3530	0.00961
n3529	n3530	0.00294
35280	n3529	0.0093
n3528	n3529	0.00291
n3527	n3528	0.00014
n3526	n3527	0.01603
10520	n3526	0.00014
33190	n3526	0.05538
17438	n3527	0.00014
38752	n3528	0.00572
n3551	n3552	0.00014
n3550	n3551	0.00015
8094	n3550	0.00958
n3549	n3550	0.00016
22524	n3549	0.00756
n3548	n3549	0.00014
n3547	n3548	0.00015
n3544	n3547	0.00014
2155	n3544	0.00376
n3543	n3544	0.00016
n3541	n3543	0.00015
453	n3541	0.00754
n3540	n3541	0.00016
n3539	n3540	0.00014
n3536	n3539	0.00475
n3531	n3536	0.0023
39190	n3531	0.00235
36550	n3531	0.00479
n3535	n3536	0.00015
n3533	n3535	0.00015
n3532	n3533	0.00247
1356	n3532	0.0051
13057	n3532	0.00238
26454	n3533	0.00716
n3534	n3535	0.00016
16975	n3534	0.00957
5224	n3534	0.00711
n3538	n3539	0.0028
33411	n3538	0.00964
n3537	n3538	0.00014
9707	n3537	0.01752
34696	n3537	0.01442
13791	n3540	0.00961
n3542	n3543	0.00187
17381	n3542	0.01203
10251	n3542	0.00566
n3546	n3547	0.00188
8070	n3546	0.00014
n3545	n3546	0.00014
7316	n3545	0.0072
25631	n3545	0.00718
33712	n3548	0.00014
27952	n3551	0.00716
n3581	n3583	0.00029
n3553	n3581	0.00279
11310	n3553	0.00717
3327	n3553	0.00901
n3580	n3581	0.00011
n3555	n3580	0.00238
39404	n3555	0.00721
6674	n3555	0.0072
n3579	n3580	0.00012
n3577	n3579	0.00778
n3576	n3577	0.00264
n3575	n3576	0.00013
n3573	n3575	0.00011
n3557	n3573	0.00237
32173	n3557	0.00718
n3556	n3557	0.00238
31017	n3556	0.00239
35213	n3556	0.00478
n3572	n3573	0.00011
n3570	n3572	0.00016
n3560	n3570	0.01352
17881	n3560	0.00718
n3559	n3560	0.00015
n3558	n3559	0.00014
7911	n3558	0.00717
37460	n3558	0.04585
14429	n3559	0.01204
n3569	n3570	0.0076
n3567	n3569	0.00014
n3566	n3567	0.00014
n3564	n3566	0.01062
20155	n3564	0.00724
n3563	n3564	0.0164
18263	n3563	0.03412
n3562	n3563	0.00014
3316	n3562	0.03081
16283	n3562	0.01905
13621	n3566	0.00719
27584	n3567	0.02242
n3568	n3569	0.00471
15127	n3568	0.01669
21259	n3568	0.0024
n3571	n3572	0.00524
20508	n3571	0.00016
24420	n3571	0.02519
n3574	n3575	0.00238
38778	n3574	0.00719
34951	n3574	0.0072
215	n3576	0.00959
37828	n3577	0.00959
25273	n3579	0.00959
n3588	n3589	0.00596
26543	n3588	0.00188
n3587	n3588	0.00015
n3586	n3587	0.02148
27436	n3586	0.0042
36601	n3586	0.02826
34578	n3587	0.00729
n3592	n3593	0.00379
n3590	n3592	0.00189
14744	n3590	0.00381
10630	n3590	0.00718
n3591	n3592	0.00016
22668	n3591	0.00718
23186	n3591	0.00718
n3605	n3606	0.00183
n3598	n3605	0.00015
4122	n3598	0.00718
n3597	n3598	0.00014
32909	n3597	0.00719
n3596	n3597	0.00015
27214	n3596	0.00718
n3595	n3596	0.00765
24774	n3595	0.00478
n3594	n3595	0.00014
40024	n3594	0.00718
22740	n3594	0.0164
n3604	n3605	0.00016
33265	n3604	0.00372
n3603	n3604	0.008
20676	n3603	0.00475
n3602	n3603	0.00203
n3601	n3602	0.00201
36815	n3601	0.01345
n3600	n3601	0.00014
27878	n3600	0.00015
9609	n3600	0.00971
22067	n3602	0.00187
n3609	n3610	0.00395
n3608	n3609	0.02302
1455	n3608	0.02021
30329	n3608	0.00345
34912	n3609	0.00899
n3651	n3652	0.00015
n3646	n3651	0.00015
n3615	n3646	0.00014
20978	n3615	0.00627
n3614	n3615	0.00355
7405	n3614	0.00753
n3613	n3614	0.00016
2479	n3613	0.00965
n3612	n3613	0.00237
40113	n3612	0.02431
40695	n3612	0.00014
n3645	n3646	0.00188
7170	n3645	0.01132
n3644	n3645	0.00015
n3643	n3644	0.00016
21732	n3643	0.00478
n3642	n3643	0.00014
n3640	n3642	0.00011
n3639	n3640	0.00067
n3637	n3639	0.00018
n3636	n3637	0.00014
n3635	n3636	0.00014
n3634	n3635	0.00014
n3633	n3634	0.00014
n3632	n3633	0.00014
n3631	n3632	0.00014
n3630	n3631	0.00014
n3629	n3630	0.00014
n3628	n3629	0.00014
n3627	n3628	0.00014
n3626	n3627	0.00014
23146	n3626	0.00477
n3625	n3626	0.00014
13102	n3625	0.00478
n3624	n3625	0.00014
n3623	n3624	0.00014
n3622	n3623	0.00014
n3621	n3622	0.00014
23516	n3621	0.00479
n3620	n3621	0.00015
26967	n3620	0.00478
n3619	n3620	0.01094
18913	n3619	0.00964
n3618	n3619	0.00016
26014	n3618	0.00718
n3617	n3618	0.00016
10036	n3617	0.00717
n3616	n3617	0.00016
13967	n3616	0.00718
27306	n3616	0.03475
29260	n3622	0.00477
26752	n3623	0.00717
17512	n3624	0.00478
15610	n3627	0.00478
12889	n3628	0.00478
178	n3629	0.00477
36773	n3630	0.00478
6154	n3631	0.00477
11192	n3632	0.00478
28614	n3633	0.00384
23813	n3634	0.00478
13885	n3635	0.00477
37139	n3636	0.00478
12028	n3637	0.00479
n3638	n3639	0.00477
26128	n3638	0.00478
31513	n3638	0.00478
21152	n3640	0.00477
n3641	n3642	0.00239
25423	n3641	0.00238
18965	n3641	0.00719
37017	n3644	0.00562
n3650	n3651	0.00016
n3648	n3650	0.00016
37669	n3648	0.00717
n3647	n3648	0.00015
8861	n3647	0.00717
34914	n3647	0.00959
n3649	n3650	0.00237
7387	n3649	0.00963
24732	n3649	0.00238
n3693	n3694	0.01068
2171	n3693	0.01199
n3692	n3693	0.0025
33002	n3692	0.02663
n3691	n3692	0.01476
n3664	n3691	0.00014
n3662	n3664	0.00015
n3657	n3662	0.01803
7128	n3657	0.02376
n3656	n3657	0.0242
n3654	n3656	0.02402
4614	n3654	0.05087
3814	n3654	0.01684
n3655	n3656	0.0234
4390	n3655	0.10615
20784	n3655	0.08807
n3661	n3662	0.00167
n3659	n3661	0.01713
2776	n3659	0.00729
n3658	n3659	0.00014
9814	n3658	0.00953
35253	n3658	0.03888
n3660	n3661	0.00549
40082	n3660	0.02463
26982	n3660	0.02901
n3663	n3664	0.00712
6823	n3663	0.01203
15702	n3663	0.01949
n3690	n3691	0.03974
n3680	n3690	0.02889
n3665	n3680	0.00808
29748	n3665	0.00485
12173	n3665	0.00886
n3679	n3680	0.02556
n3677	n3679	0.03097
n3667	n3677	0.01566
n3666	n3667	0.02811
19517	n3666	0.02466
25818	n3666	0.06059
2713	n3667	0.02421
n3676	n3677	0.04737
n3672	n3676	0.04408
n3671	n3672	0.02046
n3668	n3671	0.03254
2392	n3668	0.014
5127	n3668	0.01485
n3670	n3671	0.05581
31938	n3670	0.00964
n3669	n3670	0.03571
24152	n3669	0.12064
19168	n3669	0.06215
14184	n3672	0.05805
n3675	n3676	0.024
34976	n3675	0.0136
n3674	n3675	0.04281
n3673	n3674	0.04425
21587	n3673	0.05431
18414	n3673	0.00014
14128	n3674	0.16504
n3678	n3679	0.0287
15930	n3678	0.08816
11429	n3678	0.04777
n3689	n3690	0.02474
16875	n3689	0.05694
n3688	n3689	0.00415
n3682	n3688	0.03501
23007	n3682	0.02718
n3681	n3682	0.03934
6245	n3681	0.01012
24905	n3681	0.03926
n3687	n3688	0.00624
40653	n3687	0.01893
n3686	n3687	0.01503
30426	n3686	0.04833
n3685	n3686	0.02631
n3683	n3685	0.02388
5776	n3683	0.06257
20277	n3683	0.04404
n3684	n3685	0.01099
28310	n3684	0.07847
40209	n3684	0.02949
2670	n3695	0.08014
32420	n3708	0.16654
n4589	n4601	0.10936
n4244	n4589	0.01425
n4232	n4244	0.00594
n4167	n4232	0.00335
n3726	n4167	0.00696
9715	n3726	0.01219
10966	n3726	0.00015
n4166	n4167	0.0042
n3727	n4166	0.01852
23857	n3727	0.02517
26684	n3727	0.01212
n4165	n4166	0.00404
n4162	n4165	0.00016
4295	n4162	0.03197
n4161	n4162	0.00558
n4052	n4161	0.00014
n4050	n4052	0.00014
n4048	n4050	0.00016
n3729	n4048	0.00218
n3728	n3729	0.00014
36204	n3728	0.00656
7181	n3728	0.00657
12813	n3729	0.00657
n4047	n4048	0.00015
n4046	n4047	0.00014
n4042	n4046	0.00014
n4039	n4042	0.00015
n3736	n4039	0.00177
n3732	n3736	0.00357
12968	n3732	0.00661
n3731	n3732	0.00015
9208	n3731	0.00202
n3730	n3731	0.01051
32187	n3730	0.02918
34202	n3730	0.04093
n3735	n3736	0.00016
n3733	n3735	0.00443
33932	n3733	0.00211
38612	n3733	0.0223
n3734	n3735	0.00216
4743	n3734	0.00439
10276	n3734	0.00439
n4038	n4039	0.00015
n4011	n4038	0.00014
n3983	n4011	0.00015
n3941	n3983	0.00013
n3743	n3941	0.00277
18746	n3743	0.00587
n3740	n3743	0.00436
8806	n3740	0.00438
n3739	n3740	0.0021
n3738	n3739	0.00016
427	n3738	0.0043
n3737	n3738	0.0044
13032	n3737	0.00014
30078	n3737	0.00882
10084	n3739	0.00661
