child	parent	length
n2		0
n6	n2	0.04122
n7	n6	0.00576
n13	n7	0.09206
n14	n13	0.01121
15899	n14	0.00736
n16	n14	0.00015
15854	n16	0.08682
33993	n16	0.06493
n19	n13	0.02072
n20	n19	0.01878
n21	n20	0.05696
9539	n21	0.00322
36210	n21	0.07995
n24	n20	0.00016
31757	n24	0.00014
4659	n24	0.01201
n27	n19	0.00427
40162	n27	0.01991
n29	n27	0.00015
39454	n29	0.00014
37928	n29	0.0111
n81	n7	0.04661
n82	n81	0.01112
n83	n82	0.00815
12611	n83	0.02395
n108	n83	0.01352
n109	n108	0.05422
3601	n109	0.07833
n111	n109	0.03719
9229	n111	0.01384
28651	n111	0.01
n180	n108	0.05985
38865	n180	0.03748
n184	n180	0.00016
3081	n184	0.0122
36684	n184	0.01189
n248	n82	0.00014
30864	n248	0.03787
11366	n248	0.01852
n276	n81	0.02657
27576	n276	0.13165
n311	n276	0.15328
34660	n311	0.00228
n313	n311	0.01631
16804	n313	0.0492
n315	n313	0.00014
25357	n315	0.00014
11400	n315	0.00963
n362	n6	0.00879
n363	n362	0.00602
n364	n363	0.01736
n710	n364	0.16584
n711	n710	0.01269
n712	n711	0.00849
34572	n712	0.00282
36727	n712	0.07268
n715	n711	0.02238
23542	n715	0.02712
n717	n715	0.00674
n718	n717	0.00192
n719	n718	0.00014
n720	n719	0.00015
n721	n720	0.05312
22574	n721	0.01043
33500	n721	0.05692
38223	n720	0.01249
35258	n719	0.00014
n726	n718	0.00014
39941	n726	0.00577
26843	n726	0.00578
9185	n717	0.01283
5674	n710	0.0242
n748	n364	0.02588
n751	n748	0.03079
n767	n751	0.13817
19483	n767	0.12859
n783	n767	0.00016
156	n783	0.08337
n872	n783	0.01984
n875	n872	0.00051
n877	n875	0.02101
21493	n877	0.07913
n885	n877	0.00707
30956	n885	0.00782
n887	n885	0.0022
35108	n887	0.03017
n889	n887	0.00473
40411	n889	0.00015
n891	n889	0.00189
20280	n891	0.00386
38261	n891	0.00387
n925	n875	0.04596
7312	n925	0.17971
10953	n925	0.29325
7476	n872	0.09662
5418	n751	0.21432
n1934	n748	0.03912
n1935	n1934	0.01779
n1936	n1935	0.00821
n1937	n1936	0.02175
n1938	n1937	0.00571
n1939	n1938	0.01382
n1940	n1939	0.01599
n1941	n1940	0.02585
n2183	n1941	0.0891
n2184	n2183	0.01002
n2185	n2184	0.04045
30076	n2185	0.08816
n2191	n2185	0.0484
n2192	n2191	0.01127
20089	n2192	0.03057
n2194	n2192	0.0098
27607	n2194	0.00605
n2196	n2194	0.00283
23913	n2196	0.02046
n2198	n2196	0.00651
39913	n2198	0.00016
12697	n2198	0.0626
n2201	n2191	0.01847
26272	n2201	0.06809
n2203	n2201	0.00271
n2204	n2203	0.00016
n2205	n2204	0.00014
n2206	n2205	0.00014
n2207	n2206	0.00014
n2208	n2207	0.00015
23840	n2208	0.00481
26499	n2208	0.01945
15162	n2207	0.0048
23401	n2206	0.00481
n2213	n2205	0.00014
10790	n2213	0.00479
n2215	n2213	0.00015
1927	n2215	0.00479
40361	n2215	0.00964
n2218	n2204	0.00015
n2219	n2218	0.00238
10069	n2219	0.0024
22730	n2219	0.0024
4305	n2218	0.00479
n2223	n2203	0.00012
34675	n2223	0.00377
n2225	n2223	0.00014
6070	n2225	0.00377
n2227	n2225	0.00014
n2229	n2227	0.00578
n2230	n2229	0.00014
n2231	n2230	0.00015
39825	n2231	0.05448
n2233	n2231	0.00506
16277	n2233	0.00344
n2235	n2233	0.02334
39682	n2235	0.00014
n2237	n2235	0.03336
n2238	n2237	0.0137
n2239	n2238	0.05816
20381	n2239	0.09802
28679	n2239	0.01739
n2242	n2238	0.00196
25785	n2242	0.0094
25833	n2242	0.00733
19696	n2237	0.00579
37947	n2230	0.00945
n2247	n2229	0.00015
n2248	n2247	0.00189
3622	n2248	0.0019
37378	n2248	0.00722
n2251	n2247	0.00014
8843	n2251	0.00014
n2253	n2251	0.00016
24123	n2253	0.00014
12662	n2253	0.08826
29906	n2227	0.01143
17363	n2184	0.15839
n2264	n2183	0.08174
24538	n2264	0.14579
n2266	n2264	0.04954
19623	n2266	0.02103
23077	n2266	0.03408
n2326	n1941	0.04802
n2327	n2326	0.01292
20392	n2327	0.01236
n2329	n2327	0.00499
n2332	n2329	0.02176
5557	n2332	0.01087
24478	n2332	0.01184
29062	n2329	0.03671
23307	n2326	0.03922
n2344	n1940	0.01047
n2346	n2344	0.10111
n2347	n2346	0.07988
n2348	n2347	0.06437
n2349	n2348	0.00015
2397	n2349	0.00014
11785	n2349	0.01174
n2352	n2348	0.00231
3357	n2352	0.00011
3864	n2352	0.08783
n2355	n2347	0.01081
n2356	n2355	0.0513
30680	n2356	0.00228
n2358	n2356	0.00015
16361	n2358	0.00014
32128	n2358	0.00821
n2361	n2355	0.00926
n2362	n2361	0.00477
5060	n2362	0.02275
n2364	n2362	0.00221
n2365	n2364	0.00015
4177	n2365	0.00374
24364	n2365	0.00013
n2368	n2364	0.00015
5398	n2368	0.00014
13463	n2368	0.00554
n2371	n2361	0.00227
14829	n2371	0.06473
n2373	n2371	0.00014
10743	n2373	0.04883
7462	n2373	0.00014
n2377	n2346	0.26176
2516	n2377	0.00578
3362	n2377	0.01346
n2454	n2344	0.02294
n2457	n2454	0.29022
n2458	n2457	0.03198
33065	n2458	0.03993
n2465	n2458	0.01117
5927	n2465	0.00466
n2467	n2465	0.00015
2394	n2467	0.00699
n2469	n2467	0.00014
n2470	n2469	0.00015
7576	n2470	0.00465
n2472	n2470	0.00014
n2473	n2472	0.00014
26053	n2473	0.00465
n2475	n2473	0.00014
31929	n2475	0.00465
n2477	n2475	0.00014
n2478	n2477	0.00015
4024	n2478	0.00466
n2480	n2478	0.00236
12217	n2480	0.00237
32660	n2480	0.03274
5328	n2477	0.00466
31157	n2472	0.00465
31489	n2469	0.00465
n2508	n2457	0.03028
13407	n2508	0.00683
n2510	n2508	0.00015
9235	n2510	0.00459
n2512	n2510	0.00014
6996	n2512	0.00472
n2516	n2512	0.00015
24938	n2516	0.01162
n2518	n2516	0.01925
27785	n2518	0.00429
34774	n2518	0.06722
n2548	n2454	0.04143
n2549	n2548	0.0023
4809	n2549	0.18264
36406	n2549	0.0144
n3391	n2548	0.0399
4301	n3391	0.0217
20449	n3391	0.0031
n3401	n1939	0.03216
n3402	n3401	0.00764
n3403	n3402	0.00487
n3404	n3403	0.01112
n3405	n3404	0.01522
n3414	n3405	0.06998
39384	n3414	0.1232
1256	n3414	0.0368
