child	parent	length
n416	n417	0.03787
8448	n416	0.03708
n415	n416	0.00011
n414	n415	0.00014
n409	n414	0.00289
8940	n409	0.08192
n408	n409	0.04581
17463	n408	0.00931
n406	n408	0.01739
n405	n406	0.00016
n382	n405	0.00599
n262	n382	0.00791
n247	n262	0.02473
5560	n247	0.00014
n246	n247	0.00438
28194	n246	0.02215
17075	n246	0.00014
n261	n262	0.00253
n258	n261	0.00016
n252	n258	0.0225
15159	n252	0.01316
n251	n252	0.01968
n250	n251	0.00016
29405	n250	0.01696
37372	n250	0.03563
34722	n251	0.00828
n257	n258	0.00014
n256	n257	0.01147
14324	n256	0.02298
n255	n256	0.0265
39784	n255	0.04135
n254	n255	0.01781
16632	n254	0.00014
18471	n254	0.00014
6252	n257	0.03548
n260	n261	0.00729
36798	n260	0.02862
16497	n260	0.00238
n381	n382	0.00166
n347	n381	0.01577
n282	n347	0.00803
n277	n282	0.0202
n274	n277	0.00435
n271	n274	0.00607
n270	n271	0.00015
17722	n270	0.0088
n269	n270	0.00015
n264	n269	0.0096
7254	n264	0.01327
10177	n264	0.0088
36783	n269	0.01844
17458	n271	0.0088
n273	n274	0.0079
14994	n273	0.00417
32831	n273	0.01332
30830	n277	0.02068
n281	n282	0.00861
29917	n281	0.0087
n280	n281	0.0087
40255	n280	0.00014
n278	n280	0.16503
4921	n278	0.00437
11102	n278	0.00903
n345	n347	0.00596
n323	n345	0.00568
18030	n323	0.01727
n322	n323	0.00012
n296	n322	0.05658
25893	n296	0.01031
n293	n296	0.00045
9987	n293	0.00902
n292	n293	0.00015
n286	n292	0.04462
12882	n286	0.01282
n285	n286	0.02197
40416	n285	0.01586
13128	n285	0.02813
n291	n292	0.00014
n289	n291	0.04395
1146	n289	0.0085
n288	n289	0.00015
17149	n288	0.00423
11181	n288	0.0085
n290	n291	0.01271
20633	n290	0.10375
33470	n290	0.00369
n321	n322	0.00789
n316	n321	0.01609
n315	n316	0.02239
n313	n315	0.0003
26315	n313	0.0094
n312	n313	0.03154
n307	n312	0.01222
n305	n307	0.00012
n303	n305	0.0001
21232	n303	0.02231
n302	n303	0.00805
n301	n302	0.0082
n300	n301	0.00016
39551	n300	0.06837
27955	n300	0.00014
29061	n301	0.01801
873	n302	0.01296
14633	n305	0.04475
12625	n307	0.02867
n309	n312	0.01146
31233	n309	0.01695
7610	n309	0.02901
8399	n315	0.02075
18134	n316	0.0152
n320	n321	0.02205
n317	n320	0.01213
10926	n317	0.00434
21131	n317	0.00433
n319	n320	0.00932
39856	n319	0.00476
22876	n319	0.00438
n344	n345	0.00883
n331	n344	0.00681
n328	n331	0.00151
15746	n328	0.02646
n327	n328	0.03516
22978	n327	0.02742
18298	n327	0.01847
n330	n331	0.01286
19011	n330	0.00934
39657	n330	0.00396
n343	n344	0.01116
n342	n343	0.00014
14437	n342	0.00436
n340	n342	0.06464
n333	n340	0.02901
n332	n333	0.03313
13509	n332	0.05105
578	n332	0.08407
26969	n333	0.01988
n339	n340	0.02594
8147	n339	0.00517
n336	n339	0.16185
18227	n336	0.00012
n335	n336	0.00465
12120	n335	0.01898
n334	n335	0.00015
9916	n334	0.00014
21218	n334	0.01414
39003	n343	0.00879
n380	n381	0.00014
n379	n380	0.00016
n376	n379	0.00674
n367	n376	0.02235
n365	n367	0.02468
n352	n365	0.00727
348	n352	0.01538
n351	n352	0.00015
28794	n351	0.00457
n350	n351	0.00539
14822	n350	0.00913
n348	n350	0.00028
5210	n348	0.00913
15338	n348	0.02192
n364	n365	0.00015
n357	n364	0.00715
27738	n357	0.02126
n356	n357	0.0039
n354	n356	0.01157
19388	n354	0.03583
5470	n354	0.02094
n355	n356	0.00439
30648	n355	0.00459
3646	n355	0.00919
n361	n364	0.01004
624	n361	0.00599
n360	n361	0.00014
n358	n360	0.00292
14644	n358	0.00587
34729	n358	0.00014
n359	n360	0.00384
31330	n359	0.0059
3981	n359	0.01625
9543	n367	0.06339
n375	n376	0.00094
n368	n375	0.00313
11447	n368	0.01642
13492	n368	0.01233
n373	n375	0.00725
19769	n373	0.02633
n372	n373	0.00015
n369	n372	0.00347
101	n369	0.04511
8841	n369	0.00766
n370	n372	0.01213
213	n370	0.00833
28382	n370	0.00177
n378	n379	0.0082
21929	n378	0.00014
n377	n378	0.01276
1712	n377	0.02715
1185	n377	0.0278
20539	n380	0.01319
n403	n405	0.00428
27233	n403	0.07871
n402	n403	0.08378
n401	n402	0.00015
n398	n401	0.00016
2314	n398	0.00857
n396	n398	0.00028
n395	n396	0.00014
n393	n395	0.00015
1851	n393	0.10343
n392	n393	0.00015
17606	n392	0.01291
n391	n392	0.00014
n387	n391	0.00014
n385	n387	0.00015
14732	n385	0.03275
n383	n385	0.00408
39137	n383	0.0043
36438	n383	0.00014
3996	n387	0.01216
n390	n391	0.00792
33306	n390	0.00866
n389	n390	0.00796
29342	n389	0.00409
n388	n389	0.00014
6024	n388	0.00014
29390	n388	0.02168
n394	n395	0.00015
21800	n394	0.00851
23503	n394	0.01293
29635	n396	0.00014
4777	n401	0.01612
17941	n402	0.00448
4767	n406	0.01777
17285	n414	0.00828
21637	n415	0.00829
n425	n426	0.00183
n420	n425	0.00314
27668	n420	0.034
5454	n420	0.00663
n424	n425	0.00014
22146	n424	0.01946
n423	n424	0.00015
29547	n423	0.02578
20375	n423	0.01248
n440	n441	0.00455
n432	n440	0.01806
n430	n432	0.02629
26114	n430	0.01714
12524	n430	0.01277
28114	n432	0.01245
n439	n440	0.0027
n435	n439	0.00245
20025	n435	0.0083
31456	n435	0.00246
n438	n439	0.00435
19964	n438	0.00595
n437	n438	0.02334
19001	n437	0.00748
n436	n437	0.0276
21887	n436	0.15706
22441	n436	0.02178
n488	n489	0.00738
n444	n488	0.00015
1664	n444	0.00966
20180	n444	0.03481
n486	n488	0.01527
n484	n486	0.00028
6512	n484	0.04554
n482	n484	0.00483
35747	n482	0.00981
n481	n482	0.00351
13350	n481	0.00776
n480	n481	0.00015
n478	n480	0.00199
n476	n478	0.00193
n456	n476	0.00014
24177	n456	0.00192
n455	n456	0.00015
n453	n455	0.00253
n450	n453	0.01236
40508	n450	0.00015
5666	n450	0.01229
n452	n453	0.00016
19406	n452	0.00765
n451	n452	0.01133
24959	n451	0.0142
39880	n451	0.0113
31249	n455	0.00967
n475	n476	0.00014
n473	n475	0.00842
22766	n473	0.0132
n472	n473	0.02817
n471	n472	0.02488
3130	n471	0.02485
n470	n471	0.00015
24540	n470	0.02785
n468	n470	0.04489
30681	n468	0.05007
n467	n468	0.00819
7874	n467	0.10984
n466	n467	0.01319
n464	n466	0.02327
n458	n464	0.12396
7364	n458	0.04879
18707	n458	0.13132
n463	n464	0.01262
16121	n463	0.01235
n460	n463	0.03378
30303	n460	0.0514
31001	n460	0.01499
13774	n466	0.02963
2542	n472	0.02112
n474	n475	0.00245
8904	n474	0.00493
15165	n474	0.00492
9815	n478	0.02287
n479	n480	0.00387
9436	n479	0.01225
9584	n479	0.00384
32985	n486	0.00489
n492	n493	0.02964
13359	n492	0.0181
n491	n492	0.00238
40187	n491	0.00517
25388	n491	0.02703
8280	n497	0.00915
6879	n500	0.03239
n1179	n1180	0.0007
n1174	n1179	0.00072
n1159	n1174	0.00163
n519	n1159	0.00365
33123	n519	0.00014
n518	n519	0.00179
6989	n518	0.01997
n517	n518	0.00407
n502	n517	0.00199
35238	n502	0.02113
n501	n502	0.00205
7456	n501	0.00827
7854	n501	0.00416
n516	n517	0.00289
n506	n516	0.00012
36192	n506	0.01246
n504	n506	0.039
26459	n504	0.04265
n503	n504	0.02088
8734	n503	0.00016
26469	n503	0.0237
n515	n516	0.01047
n510	n515	0.01113
14903	n510	0.01641
n507	n510	0.11647
30189	n507	0.01192
31591	n507	0.00227
34890	n515	0.03355
n1158	n1159	0.005
15311	n1158	0.02499
n1157	n1158	0.00488
n522	n1157	0.00014
39589	n522	0.00229
8199	n522	0.0246
n1156	n1157	0.00492
n1151	n1156	0.00163
n531	n1151	0.01117
10450	n531	0.02768
n530	n531	0.03154
15614	n530	0.03062
n529	n530	0.00711
21351	n529	0.02276
n527	n529	0.01318
29731	n527	0.00739
n525	n527	0.00028
29371	n525	0.0133
32358	n525	0.00016
n1149	n1151	0.00028
n1148	n1149	0.00014
n1146	n1148	0.00607
n633	n1146	0.00015
n624	n633	0.01606
n623	n624	0.00324
n572	n623	0.00491
n559	n572	0.00364
n544	n559	0.0132
n538	n544	0.00019
2487	n538	0.01241
n537	n538	0.00016
36503	n537	0.01051
n534	n537	0.00044
38167	n534	0.00729
17834	n534	0.00969
n543	n544	0.00286
9722	n543	0.06092
38404	n543	0.00735
n558	n559	0.00538
n557	n558	0.00016
39408	n557	0.0075
n556	n557	0.00268
n551	n556	0.00015
n548	n551	0.00015
30700	n548	0.02213
n547	n548	0.00013
11810	n547	0.00487
9939	n547	0.00495
n550	n551	0.00958
23677	n550	0.00254
n549	n550	0.00485
20659	n549	0.00254
7914	n549	0.01208
n555	n556	0.00127
n554	n555	0.00121
n552	n554	0.00032
1335	n552	0.00477
3005	n552	0.00723
32573	n554	0.0121
22869	n555	0.01208
16899	n558	0.00731
n571	n572	0.00504
n561	n571	0.04114
18248	n561	0.01251
37655	n561	0.02073
n570	n571	0.03835
4601	n570	0.00688
31756	n570	0.04536
n622	n623	0.0001
n617	n622	0.005
n616	n617	0.00021
n613	n616	0.00021
n574	n613	0.00241
1660	n574	0.00729
27598	n574	0.00973
n612	n613	0.00014
n611	n612	0.00083
n576	n611	0.00246
33810	n576	0.0121
n575	n576	0.00015
14293	n575	0.00484
18125	n575	0.01762
n610	n611	0.0001
31275	n610	0.00014
n608	n610	0.00231
n588	n608	0.00339
34707	n588	0.00486
n587	n588	0.00015
40812	n587	0.03618
n586	n587	0.00492
31289	n586	0.00014
n585	n586	0.00535
3636	n585	0.0229
n584	n585	0.00537
7175	n584	0.005
n583	n584	0.00016
12111	n583	0.01034
39466	n583	0.02094
n607	n608	0.00014
6205	n607	0.00987
n606	n607	0.00014
n602	n606	0.00015
n597	n602	0.00457
n595	n597	0.005
15684	n595	0.01709
n593	n595	0.00498
12939	n593	0.00729
6298	n593	0.00242
7604	n597	0.01944
n601	n602	0.00286
35840	n601	0.00485
n600	n601	0.00014
11822	n600	0.00728
n599	n600	0.00736
21088	n599	0.0061
18642	n599	0.05712
n603	n606	0.00924
18870	n603	0.01716
14821	n603	0.00974
7477	n612	0.00974
10278	n616	0.01216
2855	n617	0.00973
n619	n622	0.01318
25708	n619	0.00486
n618	n619	0.00284
31557	n618	0.00584
4622	n618	0.01477
5488	n624	0.00724
n632	n633	0.00479
n628	n632	0.0023
36832	n628	0.0073
n627	n628	0.00238
32022	n627	0.00239
35662	n627	0.0097
n631	n632	0.00516
6840	n631	0.02235
n630	n631	0.00516
5611	n630	0.00484
n629	n630	0.00519
8005	n629	0.01896
15571	n629	0.00486
n1145	n1146	0.00372
n647	n1145	0.00634
10917	n647	0.00014
n646	n647	0.00015
24180	n646	0.03588
n644	n646	0.10882
8357	n644	0.00439
n643	n644	0.00014
9741	n643	0.00436
n642	n643	0.00016
n640	n642	0.01883
38254	n640	0.01347
23335	n640	0.02379
22327	n642	0.01321
n1143	n1145	0.02669
n1142	n1143	0.00383
n1016	n1142	0.00634
18793	n1016	0.00476
n1015	n1016	0.0128
n1004	n1015	0.00181
n1000	n1004	0.01419
n950	n1000	0.01441
n936	n950	0.00943
17844	n936	0.05266
n935	n936	0.004
n671	n935	0.02414
n656	n671	0.00344
4010	n656	0.03033
n655	n656	0.01453
2736	n655	0.03433
33328	n655	0.0302
n670	n671	0.02655
n661	n670	0.01643
720	n661	0.02358
n660	n661	0.00233
21177	n660	0.00945
5532	n660	0.00512
n668	n670	0.00326
13503	n668	0.04023
n667	n668	0.003
39610	n667	0.01338
n663	n667	0.00566
22262	n663	0.05955
15685	n663	0.01686
n934	n935	0.00686
n902	n934	0.01268
n856	n902	0.00242
n855	n856	0.00694
n853	n855	0.00228
n826	n853	0.00761
n787	n826	0.02248
n751	n787	0.00577
n682	n751	0.03554
25754	n682	0.07268
n681	n682	0.00014
32156	n681	0.01312
n680	n681	0.01106
23947	n680	0.01078
11092	n680	0.00726
n750	n751	0.00362
n710	n750	0.00014
n683	n710	0.01572
28731	n683	0.02367
32599	n683	0.0278
n709	n710	0.00989
n702	n709	0.00773
n698	n702	0.00339
n697	n698	0.01503
n690	n697	0.04162
9049	n690	0.00352
22761	n690	0.01578
n696	n697	0.00486
n695	n696	0.00966
39320	n695	0.03682
32042	n695	0.01791
18760	n696	0.0131
9212	n698	0.02913
n701	n702	0.00208
21215	n701	0.07257
11606	n701	0.02752
n708	n709	0.00015
31725	n708	0.02528
n707	n708	0.00877
7889	n707	0.02126
n706	n707	0.0024
19836	n706	0.01011
39007	n706	0.00902
n749	n750	0.00342
n720	n749	0.00014
n715	n720	0.00422
n711	n715	0.01435
21532	n711	0.00672
22939	n711	0.01222
n713	n715	0.03202
664	n713	0.00384
9920	n713	0.00691
n719	n720	0.02855
18025	n719	0.01008
n718	n719	0.02658
33252	n718	0.00468
n717	n718	0.00014
31569	n717	0.0047
32986	n717	0.02155
n748	n749	0.01187
n747	n748	0.00152
n743	n747	0.01055
n740	n743	0.05879
n734	n740	0.00817
37852	n734	0.03541
n732	n734	0.01418
30428	n732	0.02618
n730	n732	0.02448
n727	n730	0.02024
38078	n727	0.05918
n725	n727	0.02184
n724	n725	0.03778
7165	n724	0.09125
18104	n724	0.06326
38597	n725	0.01045
n729	n730	0.04255
39154	n729	0.04776
6241	n729	0.03763
n739	n740	0.04185
n737	n739	0.00264
n735	n737	0.03108
9512	n735	0.04401
17358	n735	0.0363
n736	n737	0.02376
5762	n736	0.02081
20039	n736	0.00599
25372	n739	0.03354
32754	n743	0.03797
n746	n747	0.00864
30558	n746	0.01298
21638	n746	0.01716
32085	n748	0.01989
n786	n787	0.0211
n784	n786	0.02968
n778	n784	0.00518
n766	n778	0.04287
n754	n766	0.01252
17212	n754	0.00749
30452	n754	0.00743
n765	n766	0.028
29093	n765	0.17002
n764	n765	0.00016
n761	n764	0.00499
37734	n761	0.00242
12865	n761	0.00971
3889	n764	0.00727
n776	n778	0.02424
32616	n776	0.02547
n773	n776	0.00595
26905	n773	0.02106
34581	n773	0.02491
n783	n784	0.0062
n781	n783	0.00231
n779	n781	0.01313
39728	n779	0.01676
3735	n779	0.00504
30166	n781	0.00765
14540	n783	0.0985
n785	n786	0.0312
28812	n785	0.04142
10168	n785	0.03817
n825	n826	0.02424
n794	n825	0.00915
n788	n794	0.03826
23347	n788	0.00249
33919	n788	0.01487
n793	n794	0.01306
40718	n793	0.0332
n792	n793	0.00386
30555	n792	0.01352
n791	n792	0.00488
40308	n791	0.00737
6603	n791	0.00014
n824	n825	0.04538
n800	n824	0.01116
20556	n800	0.00993
n798	n800	0.16716
24094	n798	0.05467
n797	n798	0.08999
3150	n797	0.04108
n796	n797	0.03312
19686	n796	0.0572
16212	n796	0.21247
n822	n824	0.05306
n801	n822	0.02896
17006	n801	0.00273
2426	n801	0.01501
n815	n822	0.03049
25964	n815	0.01704
n813	n815	0.08279
n806	n813	0.00014
14559	n806	0.11609
n805	n806	0.08804
16616	n805	0.03449
10483	n805	0.00016
n809	n813	0.0003
21933	n809	0.01933
n807	n809	0.03609
29181	n807	0.03361
30769	n807	0.03564
n852	n853	0.01646
29251	n852	0.08405
n851	n852	0.01773
n840	n851	0.01356
15563	n840	0.06069
n839	n840	0.00752
n834	n839	0.02007
21245	n834	0.02112
n833	n834	0.04808
13648	n833	0.00014
33099	n833	0.01001
2172	n839	0.01899
n850	n851	0.02313
n843	n850	0.02347
17601	n843	0.00518
n842	n843	0.00016
n841	n842	0.00258
38547	n841	0.02161
32087	n841	0.00545
22866	n842	0.03747
n849	n850	0.01061
12692	n849	0.02886
n848	n849	0.00556
n845	n848	0.0003
20054	n845	0.01285
27347	n845	0.0226
38783	n848	0.00513
19272	n855	0.03516
34980	n856	0.06288
n901	n902	0.01248
n898	n901	0.00455
n868	n898	0.0519
n861	n868	0.00279
29763	n861	0.01363
21890	n861	0.1001
n867	n868	0.0025
n866	n867	0.0026
5477	n866	0.04963
n864	n866	0.00512
17651	n864	0.01633
21494	n864	0.02629
36203	n867	0.0154
n897	n898	0.01207
n881	n897	0.00225
32343	n881	0.00511
n880	n881	0.00227
n872	n880	0.00015
6074	n872	0.01288
33366	n872	0.00758
n879	n880	0.00227
n876	n879	0.00426
n873	n876	0.00245
8973	n873	0.00014
990	n873	0.00249
35047	n876	0.01297
n878	n879	0.00015
20085	n878	0.00839
9658	n878	0.00766
n895	n897	0.00029
7346	n895	0.00755
n894	n895	0.00016
n884	n894	0.01734
19965	n884	0.0025
31153	n884	0.00015
n891	n894	0.01432
n889	n891	0.00908
n886	n889	0.00794
16007	n886	0.01777
29308	n886	0.00805
34341	n889	0.00861
n890	n891	0.00502
5880	n890	0.01747
22046	n890	0.00279
n900	n901	0.03049
21445	n900	0.01304
3432	n900	0.01011
n933	n934	0.01355
38532	n933	0.02467
n931	n933	0.03214
7030	n931	0.04518
n930	n931	0.01864
n926	n930	0.00302
9146	n926	0.01939
n925	n926	0.01411
8667	n925	0.00775
n924	n925	0.00014
n922	n924	0.0003
n921	n922	0.00447
8816	n921	0.0052
n920	n921	0.0137
n914	n920	0.00015
n910	n914	0.00492
30921	n910	0.03872
n909	n910	0.00015
30635	n909	0.01023
20886	n909	0.01009
n913	n914	0.00015
34121	n913	0.00765
4234	n913	0.01521
n916	n920	0.00551
n915	n916	0.00014
21045	n915	0.02532
23270	n915	0.01732
8787	n916	0.00502
14328	n922	0.01763
2325	n924	0.01528
n929	n930	0.00799
20649	n929	0.0345
n928	n929	0.01467
34351	n928	0.02079
n927	n928	0.01406
19796	n927	0.02647
26870	n927	0.01025
n949	n950	0.00459
32399	n949	0.0404
n948	n949	0.0273
n943	n948	0.00704
21356	n943	0.06884
n942	n943	0.00525
39713	n942	0.01931
n941	n942	0.01422
19190	n941	0.06224
37406	n941	0.02164
16589	n948	0.03713
n999	n1000	0.01237
n960	n999	0.0106
n955	n960	0.00319
n952	n955	0.00322
11121	n952	0.00928
27624	n952	0.01698
n954	n955	0.00485
n953	n954	0.01534
21778	n953	0.00736
29007	n953	0.00244
31400	n954	0.03685
n959	n960	0.00979
14404	n959	0.00766
n958	n959	0.00014
21971	n958	0.00571
n957	n958	0.00016
11471	n957	0.0076
13788	n957	0.00734
n998	n999	0.00777
n970	n998	0.00475
n964	n970	0.02487
12693	n964	0.01882
28743	n964	0.00428
n968	n970	0.01899
21454	n968	0.02924
442	n968	0.00796
8932	n998	0.10232
31684	n1004	0.00971
n1014	n1015	0.00595
n1012	n1014	0.00015
n1011	n1012	0.0025
n1007	n1011	0.00016
n1005	n1007	0.0027
28516	n1005	0.00732
19033	n1005	0.02868
n1006	n1007	0.02679
4041	n1006	0.01662
25137	n1006	0.01308
n1010	n1011	0.0026
25619	n1010	0.01685
n1009	n1010	0.00231
9985	n1009	0.00454
37744	n1009	0.01041
37516	n1012	0.0057
n1013	n1014	0.00757
10667	n1013	0.00014
30685	n1013	0.01212
n1141	n1142	0.00014
n1140	n1141	0.00014
n1017	n1140	0.00572
15904	n1017	0.00239
23535	n1017	0.00872
n1138	n1140	0.00028
n1018	n1138	0.00252
26298	n1018	0.00482
39666	n1018	0.02072
n1137	n1138	0.00876
n1118	n1137	0.00372
9577	n1118	0.01793
n1116	n1118	0.004
22611	n1116	0.01687
n1115	n1116	0.00247
26510	n1115	0.0993
n1114	n1115	0.02205
n1028	n1114	0.01816
13252	n1028	0.01544
n1027	n1028	0.0413
